rel_frame_id,query,top1,top5,top10,top15,ground_truth
video8864,a clip from fox news on the shelby north carolina shooting,"[[8864, 1.2655303478240967]]","[[8864, 1.2655303478240967], [9204, 1.35835599899292], [9323, 1.3900134563446045], [9359, 1.404789924621582], [9829, 1.4059447050094604]]","[[8864, 1.2655303478240967], [9204, 1.35835599899292], [9323, 1.3900134563446045], [9359, 1.404789924621582], [9829, 1.4059447050094604], [9223, 1.4095510244369507], [8491, 1.4100534915924072], [8175, 1.4262102842330933], [7822, 1.4264392852783203], [8822, 1.4270055294036865]]","[[8864, 1.2655303478240967], [9204, 1.35835599899292], [9323, 1.3900134563446045], [9359, 1.404789924621582], [9829, 1.4059447050094604], [9223, 1.4095510244369507], [8491, 1.4100534915924072], [8175, 1.4262102842330933], [7822, 1.4264392852783203], [8822, 1.4270055294036865], [9819, 1.4274033308029175], [9548, 1.4371227025985718], [8078, 1.4552464485168457], [8311, 1.4592058658599854], [8899, 1.4597488641738892]]",8864
video8683,two people welcome people to an episode of their show,"[[7754, 1.3520770072937012]]","[[7754, 1.3520770072937012], [9517, 1.3795357942581177], [7371, 1.3832205533981323], [7362, 1.385925054550171], [8786, 1.3864188194274902]]","[[7754, 1.3520770072937012], [9517, 1.3795357942581177], [7371, 1.3832205533981323], [7362, 1.385925054550171], [8786, 1.3864188194274902], [8494, 1.3897870779037476], [9835, 1.3960626125335693], [8807, 1.3988429307937622], [9607, 1.399815320968628], [8075, 1.4036226272583008]]","[[7754, 1.3520770072937012], [9517, 1.3795357942581177], [7371, 1.3832205533981323], [7362, 1.385925054550171], [8786, 1.3864188194274902], [8494, 1.3897870779037476], [9835, 1.3960626125335693], [8807, 1.3988429307937622], [9607, 1.399815320968628], [8075, 1.4036226272583008], [9245, 1.4055721759796143], [9023, 1.4075589179992676], [8909, 1.4083678722381592], [7546, 1.4088184833526611], [7724, 1.411006212234497]]",8683
video7236,a man walks between two brick buildings a dusk,"[[7632, 1.4127497673034668]]","[[7632, 1.4127497673034668], [7368, 1.5100932121276855], [7028, 1.533571481704712], [7468, 1.5452808141708374], [9795, 1.5453803539276123]]","[[7632, 1.4127497673034668], [7368, 1.5100932121276855], [7028, 1.533571481704712], [7468, 1.5452808141708374], [9795, 1.5453803539276123], [7114, 1.546086072921753], [9832, 1.546262264251709], [9252, 1.5494402647018433], [8680, 1.550800085067749], [7352, 1.5530650615692139]]","[[7632, 1.4127497673034668], [7368, 1.5100932121276855], [7028, 1.533571481704712], [7468, 1.5452808141708374], [9795, 1.5453803539276123], [7114, 1.546086072921753], [9832, 1.546262264251709], [9252, 1.5494402647018433], [8680, 1.550800085067749], [7352, 1.5530650615692139], [8128, 1.5560657978057861], [7412, 1.5597195625305176], [9307, 1.5646555423736572], [9404, 1.5686419010162354], [9232, 1.5702390670776367]]",7236
video7833,guys holding cups and talking,"[[9833, 1.4329330921173096]]","[[9833, 1.4329330921173096], [8315, 1.4329745769500732], [9229, 1.4452064037322998], [8685, 1.4510200023651123], [8259, 1.4518355131149292]]","[[9833, 1.4329330921173096], [8315, 1.4329745769500732], [9229, 1.4452064037322998], [8685, 1.4510200023651123], [8259, 1.4518355131149292], [9745, 1.4630377292633057], [8318, 1.463754653930664], [7725, 1.4644067287445068], [7375, 1.4647619724273682], [7370, 1.4649488925933838]]","[[9833, 1.4329330921173096], [8315, 1.4329745769500732], [9229, 1.4452064037322998], [8685, 1.4510200023651123], [8259, 1.4518355131149292], [9745, 1.4630377292633057], [8318, 1.463754653930664], [7725, 1.4644067287445068], [7375, 1.4647619724273682], [7370, 1.4649488925933838], [7112, 1.4654854536056519], [7175, 1.4675419330596924], [8808, 1.47021484375], [9404, 1.4732158184051514], [9206, 1.474055528640747]]",7833
video7902,a baby playing with a cats tail,"[[8478, 1.3284082412719727]]","[[8478, 1.3284082412719727], [7902, 1.3372912406921387], [9034, 1.3919132947921753], [8672, 1.4050880670547485], [9200, 1.432478666305542]]","[[8478, 1.3284082412719727], [7902, 1.3372912406921387], [9034, 1.3919132947921753], [8672, 1.4050880670547485], [9200, 1.432478666305542], [9657, 1.4391857385635376], [8016, 1.44997239112854], [7579, 1.4517407417297363], [8867, 1.456247329711914], [9256, 1.4576668739318848]]","[[8478, 1.3284082412719727], [7902, 1.3372912406921387], [9034, 1.3919132947921753], [8672, 1.4050880670547485], [9200, 1.432478666305542], [9657, 1.4391857385635376], [8016, 1.44997239112854], [7579, 1.4517407417297363], [8867, 1.456247329711914], [9256, 1.4576668739318848], [7593, 1.4721163511276245], [9451, 1.4732747077941895], [7359, 1.477563500404358], [8604, 1.4784271717071533], [9338, 1.4788224697113037]]",7902
video8244,two men walk behind a couple of rhinoceroses one of which attacks a man,"[[8244, 1.346001148223877]]","[[8244, 1.346001148223877], [8044, 1.4427099227905273], [8125, 1.4441444873809814], [8016, 1.4513359069824219], [7837, 1.4544453620910645]]","[[8244, 1.346001148223877], [8044, 1.4427099227905273], [8125, 1.4441444873809814], [8016, 1.4513359069824219], [7837, 1.4544453620910645], [7155, 1.4593360424041748], [9359, 1.4601644277572632], [8903, 1.4733351469039917], [7466, 1.473823070526123], [9239, 1.4739129543304443]]","[[8244, 1.346001148223877], [8044, 1.4427099227905273], [8125, 1.4441444873809814], [8016, 1.4513359069824219], [7837, 1.4544453620910645], [7155, 1.4593360424041748], [9359, 1.4601644277572632], [8903, 1.4733351469039917], [7466, 1.473823070526123], [9239, 1.4739129543304443], [7822, 1.4742233753204346], [8831, 1.4761178493499756], [8243, 1.4802035093307495], [9451, 1.4819897413253784], [9511, 1.4823246002197266]]",8244
video9338,a girl digging in the sand,"[[9338, 1.3287150859832764]]","[[9338, 1.3287150859832764], [7796, 1.4274883270263672], [9359, 1.4771476984024048], [8928, 1.484445333480835], [9451, 1.4926223754882812]]","[[9338, 1.3287150859832764], [7796, 1.4274883270263672], [9359, 1.4771476984024048], [8928, 1.484445333480835], [9451, 1.4926223754882812], [9256, 1.5092649459838867], [8676, 1.5140104293823242], [8018, 1.5223650932312012], [7155, 1.5229133367538452], [8916, 1.528099775314331]]","[[9338, 1.3287150859832764], [7796, 1.4274883270263672], [9359, 1.4771476984024048], [8928, 1.484445333480835], [9451, 1.4926223754882812], [9256, 1.5092649459838867], [8676, 1.5140104293823242], [8018, 1.5223650932312012], [7155, 1.5229133367538452], [8916, 1.528099775314331], [9657, 1.5312211513519287], [7977, 1.5324244499206543], [9577, 1.532963514328003], [7170, 1.5351696014404297], [7589, 1.5395534038543701]]",9338
video8264,women athletes taking their positions for a running race,"[[8264, 1.3353190422058105]]","[[8264, 1.3353190422058105], [7131, 1.434038519859314], [8322, 1.4473872184753418], [8936, 1.4567139148712158], [8079, 1.4572458267211914]]","[[8264, 1.3353190422058105], [7131, 1.434038519859314], [8322, 1.4473872184753418], [8936, 1.4567139148712158], [8079, 1.4572458267211914], [7724, 1.4588550329208374], [9755, 1.461242437362671], [8333, 1.4734230041503906], [9451, 1.4827377796173096], [8339, 1.4850564002990723]]","[[8264, 1.3353190422058105], [7131, 1.434038519859314], [8322, 1.4473872184753418], [8936, 1.4567139148712158], [8079, 1.4572458267211914], [7724, 1.4588550329208374], [9755, 1.461242437362671], [8333, 1.4734230041503906], [9451, 1.4827377796173096], [8339, 1.4850564002990723], [7610, 1.4860830307006836], [8451, 1.4867231845855713], [8123, 1.48973548412323], [8125, 1.4907960891723633], [8945, 1.4910993576049805]]",8264
video8300,a woman pours water into her pot of meat then tomato sauce and stirs it all around while talking,"[[8300, 1.3149280548095703]]","[[8300, 1.3149280548095703], [7744, 1.3330907821655273], [8910, 1.3388526439666748], [8772, 1.3468986749649048], [9335, 1.3575448989868164]]","[[8300, 1.3149280548095703], [7744, 1.3330907821655273], [8910, 1.3388526439666748], [8772, 1.3468986749649048], [9335, 1.3575448989868164], [9689, 1.3750653266906738], [8654, 1.376861810684204], [9693, 1.3778352737426758], [9022, 1.3887939453125], [7565, 1.389824390411377]]","[[8300, 1.3149280548095703], [7744, 1.3330907821655273], [8910, 1.3388526439666748], [8772, 1.3468986749649048], [9335, 1.3575448989868164], [9689, 1.3750653266906738], [8654, 1.376861810684204], [9693, 1.3778352737426758], [9022, 1.3887939453125], [7565, 1.389824390411377], [7376, 1.390845775604248], [8479, 1.3925206661224365], [9639, 1.3998620510101318], [7695, 1.402560830116272], [9625, 1.404264211654663]]",8300
video9347,a woman in red dress explaining about cushion seat,"[[7724, 1.3953516483306885]]","[[7724, 1.3953516483306885], [8317, 1.4138517379760742], [7341, 1.4164763689041138], [8254, 1.4174848794937134], [9908, 1.4222029447555542]]","[[7724, 1.3953516483306885], [8317, 1.4138517379760742], [7341, 1.4164763689041138], [8254, 1.4174848794937134], [9908, 1.4222029447555542], [8074, 1.423855185508728], [9778, 1.424199104309082], [7116, 1.4271509647369385], [8792, 1.4281457662582397], [7573, 1.429460048675537]]","[[7724, 1.3953516483306885], [8317, 1.4138517379760742], [7341, 1.4164763689041138], [8254, 1.4174848794937134], [9908, 1.4222029447555542], [8074, 1.423855185508728], [9778, 1.424199104309082], [7116, 1.4271509647369385], [8792, 1.4281457662582397], [7573, 1.429460048675537], [8912, 1.429924488067627], [9352, 1.4315662384033203], [8333, 1.4331753253936768], [7843, 1.4356783628463745], [9513, 1.4381680488586426]]",9347
video9333,a man cooks burgers and bacon on a grill,"[[7147, 1.3049933910369873]]","[[7147, 1.3049933910369873], [9333, 1.317720651626587], [7154, 1.386624813079834], [8834, 1.3919003009796143], [9335, 1.3975580930709839]]","[[7147, 1.3049933910369873], [9333, 1.317720651626587], [7154, 1.386624813079834], [8834, 1.3919003009796143], [9335, 1.3975580930709839], [9694, 1.4024529457092285], [7820, 1.4073829650878906], [8300, 1.4224793910980225], [7966, 1.4248799085617065], [7799, 1.432102918624878]]","[[7147, 1.3049933910369873], [9333, 1.317720651626587], [7154, 1.386624813079834], [8834, 1.3919003009796143], [9335, 1.3975580930709839], [9694, 1.4024529457092285], [7820, 1.4073829650878906], [8300, 1.4224793910980225], [7966, 1.4248799085617065], [7799, 1.432102918624878], [8686, 1.4328405857086182], [9015, 1.4387671947479248], [8078, 1.4394532442092896], [9871, 1.4494354724884033], [9404, 1.455105185508728]]",9333
video8322,a lady tries to ride on bicycle but fails,"[[8322, 1.314902901649475]]","[[8322, 1.314902901649475], [9755, 1.37888765335083], [8899, 1.382975697517395], [8497, 1.397228479385376], [8258, 1.3990983963012695]]","[[8322, 1.314902901649475], [9755, 1.37888765335083], [8899, 1.382975697517395], [8497, 1.397228479385376], [8258, 1.3990983963012695], [8934, 1.4015309810638428], [9622, 1.405625581741333], [9489, 1.4076905250549316], [8657, 1.409656286239624], [9806, 1.4131066799163818]]","[[8322, 1.314902901649475], [9755, 1.37888765335083], [8899, 1.382975697517395], [8497, 1.397228479385376], [8258, 1.3990983963012695], [8934, 1.4015309810638428], [9622, 1.405625581741333], [9489, 1.4076905250549316], [8657, 1.409656286239624], [9806, 1.4131066799163818], [9511, 1.4176974296569824], [7837, 1.4254176616668701], [7212, 1.4291765689849854], [7765, 1.433729648590088], [7116, 1.4342401027679443]]",8322
video7790,a man explains the condition of someone in the hospital to the press outside of a building,"[[9690, 1.3672220706939697]]","[[9690, 1.3672220706939697], [7110, 1.3789833784103394], [7704, 1.3805077075958252], [9404, 1.393057107925415], [9885, 1.393170714378357]]","[[9690, 1.3672220706939697], [7110, 1.3789833784103394], [7704, 1.3805077075958252], [9404, 1.393057107925415], [9885, 1.393170714378357], [7822, 1.412001371383667], [9245, 1.4154667854309082], [7060, 1.4190175533294678], [9323, 1.4195688962936401], [8945, 1.4270931482315063]]","[[9690, 1.3672220706939697], [7110, 1.3789833784103394], [7704, 1.3805077075958252], [9404, 1.393057107925415], [9885, 1.393170714378357], [7822, 1.412001371383667], [9245, 1.4154667854309082], [7060, 1.4190175533294678], [9323, 1.4195688962936401], [8945, 1.4270931482315063], [8416, 1.4337880611419678], [7790, 1.438250184059143], [9331, 1.438593864440918], [8078, 1.439550757408142], [9829, 1.4405425786972046]]",7790
video8806,someone looking at a japanese book,"[[7977, 1.4015626907348633]]","[[7977, 1.4015626907348633], [8688, 1.4501254558563232], [8012, 1.4715216159820557], [8011, 1.476881742477417], [8306, 1.4817605018615723]]","[[7977, 1.4015626907348633], [8688, 1.4501254558563232], [8012, 1.4715216159820557], [8011, 1.476881742477417], [8306, 1.4817605018615723], [8806, 1.4863615036010742], [7728, 1.4947726726531982], [8684, 1.496861457824707], [7431, 1.4978910684585571], [9657, 1.5004549026489258]]","[[7977, 1.4015626907348633], [8688, 1.4501254558563232], [8012, 1.4715216159820557], [8011, 1.476881742477417], [8306, 1.4817605018615723], [8806, 1.4863615036010742], [7728, 1.4947726726531982], [8684, 1.496861457824707], [7431, 1.4978910684585571], [9657, 1.5004549026489258], [7573, 1.50138521194458], [9682, 1.5045294761657715], [7113, 1.5048999786376953], [8346, 1.5049223899841309], [7170, 1.5063248872756958]]",8806
video8450,a elecopter moving in air and red and yellow dress man hand touching speaking in snow land wearing helmet displaying on screen,"[[9014, 1.3956506252288818]]","[[9014, 1.3956506252288818], [8450, 1.3996601104736328], [8110, 1.4354259967803955], [8820, 1.4387342929840088], [7178, 1.4530229568481445]]","[[9014, 1.3956506252288818], [8450, 1.3996601104736328], [8110, 1.4354259967803955], [8820, 1.4387342929840088], [7178, 1.4530229568481445], [8241, 1.4546253681182861], [8781, 1.4586446285247803], [7351, 1.4587078094482422], [9742, 1.4634079933166504], [8118, 1.4662656784057617]]","[[9014, 1.3956506252288818], [8450, 1.3996601104736328], [8110, 1.4354259967803955], [8820, 1.4387342929840088], [7178, 1.4530229568481445], [8241, 1.4546253681182861], [8781, 1.4586446285247803], [7351, 1.4587078094482422], [9742, 1.4634079933166504], [8118, 1.4662656784057617], [8804, 1.467376470565796], [7796, 1.467916488647461], [9814, 1.4694732427597046], [7200, 1.4741246700286865], [9521, 1.4741957187652588]]",8450
video7834,a man in striped collared shirt discusses jobs in news room of bloomberg,"[[7834, 1.3389792442321777]]","[[7834, 1.3389792442321777], [7469, 1.347137689590454], [7171, 1.3883941173553467], [7833, 1.407227873802185], [7890, 1.4225239753723145]]","[[7834, 1.3389792442321777], [7469, 1.347137689590454], [7171, 1.3883941173553467], [7833, 1.407227873802185], [7890, 1.4225239753723145], [9028, 1.4240972995758057], [7418, 1.425218105316162], [8333, 1.4313111305236816], [7110, 1.4331326484680176], [7234, 1.4346544742584229]]","[[7834, 1.3389792442321777], [7469, 1.347137689590454], [7171, 1.3883941173553467], [7833, 1.407227873802185], [7890, 1.4225239753723145], [9028, 1.4240972995758057], [7418, 1.425218105316162], [8333, 1.4313111305236816], [7110, 1.4331326484680176], [7234, 1.4346544742584229], [7491, 1.4382094144821167], [9692, 1.4441410303115845], [9690, 1.4461203813552856], [7613, 1.447929859161377], [9885, 1.4501533508300781]]",7834
video7565,in a kitchen a woman is chopping tomatoes in a food processor,"[[7565, 1.2554054260253906]]","[[7565, 1.2554054260253906], [7744, 1.3256155252456665], [8686, 1.3435415029525757], [9798, 1.3720624446868896], [9689, 1.3775691986083984]]","[[7565, 1.2554054260253906], [7744, 1.3256155252456665], [8686, 1.3435415029525757], [9798, 1.3720624446868896], [9689, 1.3775691986083984], [8514, 1.3790340423583984], [8444, 1.3831896781921387], [9693, 1.384935736656189], [7154, 1.393564224243164], [8772, 1.3937243223190308]]","[[7565, 1.2554054260253906], [7744, 1.3256155252456665], [8686, 1.3435415029525757], [9798, 1.3720624446868896], [9689, 1.3775691986083984], [8514, 1.3790340423583984], [8444, 1.3831896781921387], [9693, 1.384935736656189], [7154, 1.393564224243164], [8772, 1.3937243223190308], [8300, 1.394141435623169], [7566, 1.3957769870758057], [7213, 1.3997474908828735], [8834, 1.4029697179794312], [9625, 1.4038975238800049]]",7565
video9452,an animated grey shark in the middle of a blue water simulation background rotating in a circle on the screen of a monitor,"[[9452, 1.2844328880310059]]","[[9452, 1.2844328880310059], [8909, 1.3409173488616943], [8328, 1.3796908855438232], [8111, 1.4062411785125732], [7061, 1.4116237163543701]]","[[9452, 1.2844328880310059], [8909, 1.3409173488616943], [8328, 1.3796908855438232], [8111, 1.4062411785125732], [7061, 1.4116237163543701], [7027, 1.4218125343322754], [8010, 1.428774118423462], [7900, 1.4330235719680786], [9620, 1.43983793258667], [9236, 1.4408626556396484]]","[[9452, 1.2844328880310059], [8909, 1.3409173488616943], [8328, 1.3796908855438232], [8111, 1.4062411785125732], [7061, 1.4116237163543701], [7027, 1.4218125343322754], [8010, 1.428774118423462], [7900, 1.4330235719680786], [9620, 1.43983793258667], [9236, 1.4408626556396484], [9549, 1.4438257217407227], [9458, 1.446516990661621], [9826, 1.446555495262146], [9820, 1.4491963386535645], [7035, 1.4526056051254272]]",9452
video7688,one of two guys walking on a carton of eggs with bare feet,"[[7688, 1.276016354560852]]","[[7688, 1.276016354560852], [8945, 1.4230409860610962], [8899, 1.457188606262207], [7827, 1.4679780006408691], [7113, 1.4747658967971802]]","[[7688, 1.276016354560852], [8945, 1.4230409860610962], [8899, 1.457188606262207], [7827, 1.4679780006408691], [7113, 1.4747658967971802], [9234, 1.4759211540222168], [8572, 1.4790230989456177], [7837, 1.4837660789489746], [9359, 1.4841557741165161], [9832, 1.4842171669006348]]","[[7688, 1.276016354560852], [8945, 1.4230409860610962], [8899, 1.457188606262207], [7827, 1.4679780006408691], [7113, 1.4747658967971802], [9234, 1.4759211540222168], [8572, 1.4790230989456177], [7837, 1.4837660789489746], [9359, 1.4841557741165161], [9832, 1.4842171669006348], [8664, 1.4863357543945312], [8804, 1.4872770309448242], [7599, 1.487902283668518], [7137, 1.4883993864059448], [8044, 1.4887521266937256]]",7688
video8945,two men stand on a platform suspended high above the city,"[[8945, 1.4362865686416626]]","[[8945, 1.4362865686416626], [9033, 1.49004328250885], [8477, 1.4999449253082275], [7060, 1.5018436908721924], [7468, 1.5029069185256958]]","[[8945, 1.4362865686416626], [9033, 1.49004328250885], [8477, 1.4999449253082275], [7060, 1.5018436908721924], [7468, 1.5029069185256958], [7174, 1.5136001110076904], [8798, 1.5147857666015625], [8499, 1.5183753967285156], [8071, 1.519474983215332], [8804, 1.5273704528808594]]","[[8945, 1.4362865686416626], [9033, 1.49004328250885], [8477, 1.4999449253082275], [7060, 1.5018436908721924], [7468, 1.5029069185256958], [7174, 1.5136001110076904], [8798, 1.5147857666015625], [8499, 1.5183753967285156], [8071, 1.519474983215332], [8804, 1.5273704528808594], [9253, 1.5293961763381958], [7028, 1.5313390493392944], [8930, 1.5336194038391113], [9581, 1.5349477529525757], [9811, 1.535927653312683]]",8945
video7114,there is a man in black is walking in to the bridge,"[[7837, 1.3965387344360352]]","[[7837, 1.3965387344360352], [7632, 1.4070994853973389], [7468, 1.4179506301879883], [7352, 1.41814124584198], [8978, 1.4299918413162231]]","[[7837, 1.3965387344360352], [7632, 1.4070994853973389], [7468, 1.4179506301879883], [7352, 1.41814124584198], [8978, 1.4299918413162231], [7368, 1.4306519031524658], [8243, 1.431431531906128], [8315, 1.4350616931915283], [9878, 1.43760347366333], [9623, 1.4383125305175781]]","[[7837, 1.3965387344360352], [7632, 1.4070994853973389], [7468, 1.4179506301879883], [7352, 1.41814124584198], [8978, 1.4299918413162231], [7368, 1.4306519031524658], [8243, 1.431431531906128], [8315, 1.4350616931915283], [9878, 1.43760347366333], [9623, 1.4383125305175781], [7116, 1.441132664680481], [7766, 1.44205641746521], [7732, 1.4425139427185059], [8680, 1.4435062408447266], [7780, 1.4454360008239746]]",7114
video8903,there are crocodiles about to eat the group of people walking across the water,"[[7681, 1.4385855197906494]]","[[7681, 1.4385855197906494], [7117, 1.4534499645233154], [7155, 1.468781590461731], [8079, 1.4698517322540283], [8556, 1.4720776081085205]]","[[7681, 1.4385855197906494], [7117, 1.4534499645233154], [7155, 1.468781590461731], [8079, 1.4698517322540283], [8556, 1.4720776081085205], [8903, 1.474398136138916], [9253, 1.4745872020721436], [9576, 1.4770029783248901], [8243, 1.4795790910720825], [9831, 1.483205795288086]]","[[7681, 1.4385855197906494], [7117, 1.4534499645233154], [7155, 1.468781590461731], [8079, 1.4698517322540283], [8556, 1.4720776081085205], [8903, 1.474398136138916], [9253, 1.4745872020721436], [9576, 1.4770029783248901], [8243, 1.4795790910720825], [9831, 1.483205795288086], [8349, 1.4843896627426147], [7837, 1.487004280090332], [8312, 1.4870373010635376], [7589, 1.4876056909561157], [9342, 1.4889459609985352]]",8903
video7135,band playing music and people dancing,"[[8441, 1.4261177778244019]]","[[8441, 1.4261177778244019], [7156, 1.4497371912002563], [8339, 1.4525446891784668], [8556, 1.4579604864120483], [9131, 1.4674042463302612]]","[[8441, 1.4261177778244019], [7156, 1.4497371912002563], [8339, 1.4525446891784668], [8556, 1.4579604864120483], [9131, 1.4674042463302612], [9600, 1.4747198820114136], [7772, 1.4774971008300781], [8466, 1.4776453971862793], [7732, 1.477942943572998], [8118, 1.4780731201171875]]","[[8441, 1.4261177778244019], [7156, 1.4497371912002563], [8339, 1.4525446891784668], [8556, 1.4579604864120483], [9131, 1.4674042463302612], [9600, 1.4747198820114136], [7772, 1.4774971008300781], [8466, 1.4776453971862793], [7732, 1.477942943572998], [8118, 1.4780731201171875], [7141, 1.47823965549469], [9405, 1.4792048931121826], [7960, 1.4818804264068604], [8014, 1.4876002073287964], [8314, 1.4885141849517822]]",7135
video8481,a woman is reporting on keds commercials,"[[8481, 1.3228449821472168]]","[[8481, 1.3228449821472168], [8494, 1.4082932472229004], [8826, 1.43733811378479], [7724, 1.4405484199523926], [9600, 1.4420950412750244]]","[[8481, 1.3228449821472168], [8494, 1.4082932472229004], [8826, 1.43733811378479], [7724, 1.4405484199523926], [9600, 1.4420950412750244], [7231, 1.4474940299987793], [8254, 1.4498069286346436], [9503, 1.4536309242248535], [9575, 1.4541362524032593], [9347, 1.456803321838379]]","[[8481, 1.3228449821472168], [8494, 1.4082932472229004], [8826, 1.43733811378479], [7724, 1.4405484199523926], [9600, 1.4420950412750244], [7231, 1.4474940299987793], [8254, 1.4498069286346436], [9503, 1.4536309242248535], [9575, 1.4541362524032593], [9347, 1.456803321838379], [8461, 1.459352731704712], [7577, 1.4603362083435059], [7170, 1.46139657497406], [7549, 1.4615445137023926], [7234, 1.4647014141082764]]",8481
video7909,a woman holding a ribbon,"[[7543, 1.4439626932144165]]","[[7543, 1.4439626932144165], [7145, 1.4504640102386475], [9301, 1.4590944051742554], [8317, 1.462668776512146], [8333, 1.470090389251709]]","[[7543, 1.4439626932144165], [7145, 1.4504640102386475], [9301, 1.4590944051742554], [8317, 1.462668776512146], [8333, 1.470090389251709], [9209, 1.4727470874786377], [8011, 1.4753999710083008], [9032, 1.4779291152954102], [9405, 1.4791407585144043], [7909, 1.4843419790267944]]","[[7543, 1.4439626932144165], [7145, 1.4504640102386475], [9301, 1.4590944051742554], [8317, 1.462668776512146], [8333, 1.470090389251709], [9209, 1.4727470874786377], [8011, 1.4753999710083008], [9032, 1.4779291152954102], [9405, 1.4791407585144043], [7909, 1.4843419790267944], [9827, 1.4851579666137695], [8620, 1.485839605331421], [8688, 1.491381049156189], [7724, 1.4927842617034912], [7341, 1.4964395761489868]]",7909
video9036,young children in red fire chief hats are guided to a fire engine and up its metal textured stairs,"[[9036, 1.3166767358779907]]","[[9036, 1.3166767358779907], [9014, 1.450157880783081], [7796, 1.478944182395935], [8815, 1.480515718460083], [8827, 1.4928615093231201]]","[[9036, 1.3166767358779907], [9014, 1.450157880783081], [7796, 1.478944182395935], [8815, 1.480515718460083], [8827, 1.4928615093231201], [7464, 1.5004019737243652], [8018, 1.5192062854766846], [9338, 1.5197081565856934], [7822, 1.5289828777313232], [7701, 1.530074119567871]]","[[9036, 1.3166767358779907], [9014, 1.450157880783081], [7796, 1.478944182395935], [8815, 1.480515718460083], [8827, 1.4928615093231201], [7464, 1.5004019737243652], [8018, 1.5192062854766846], [9338, 1.5197081565856934], [7822, 1.5289828777313232], [7701, 1.530074119567871], [7230, 1.5305042266845703], [9795, 1.531527042388916], [8816, 1.533299446105957], [9832, 1.535360336303711], [7025, 1.5362045764923096]]",9036
video9034,several dogs playing dead,"[[9034, 1.3872401714324951]]","[[9034, 1.3872401714324951], [7146, 1.4519882202148438], [8016, 1.4539380073547363], [8125, 1.454723834991455], [7798, 1.4600199460983276]]","[[9034, 1.3872401714324951], [7146, 1.4519882202148438], [8016, 1.4539380073547363], [8125, 1.454723834991455], [7798, 1.4600199460983276], [8867, 1.4601670503616333], [8929, 1.4640625715255737], [9200, 1.47257399559021], [7780, 1.4764530658721924], [8493, 1.4781931638717651]]","[[9034, 1.3872401714324951], [7146, 1.4519882202148438], [8016, 1.4539380073547363], [8125, 1.454723834991455], [7798, 1.4600199460983276], [8867, 1.4601670503616333], [8929, 1.4640625715255737], [9200, 1.47257399559021], [7780, 1.4764530658721924], [8493, 1.4781931638717651], [9681, 1.4828863143920898], [7593, 1.4839272499084473], [9511, 1.486556887626648], [7822, 1.4865772724151611], [9451, 1.487207055091858]]",9034
video7579,a girl wearing red top and black trouser is putting a sweater on a dog,"[[7579, 1.3646539449691772]]","[[7579, 1.3646539449691772], [9451, 1.4305797815322876], [9603, 1.4387223720550537], [9405, 1.4451756477355957], [9034, 1.4529653787612915]]","[[7579, 1.3646539449691772], [9451, 1.4305797815322876], [9603, 1.4387223720550537], [9405, 1.4451756477355957], [9034, 1.4529653787612915], [7361, 1.453911304473877], [7730, 1.4621329307556152], [9969, 1.4691641330718994], [8507, 1.4756416082382202], [9778, 1.4776570796966553]]","[[7579, 1.3646539449691772], [9451, 1.4305797815322876], [9603, 1.4387223720550537], [9405, 1.4451756477355957], [9034, 1.4529653787612915], [7361, 1.453911304473877], [7730, 1.4621329307556152], [9969, 1.4691641330718994], [8507, 1.4756416082382202], [9778, 1.4776570796966553], [7201, 1.4791104793548584], [8016, 1.480048418045044], [8825, 1.481332778930664], [8044, 1.4829353094100952], [9039, 1.4830137491226196]]",7579
video9607,a commercial for the website called eharmony,"[[9607, 1.1678540706634521]]","[[9607, 1.1678540706634521], [8075, 1.370171308517456], [9697, 1.3858562707901], [9688, 1.3876255750656128], [7724, 1.3920345306396484]]","[[9607, 1.1678540706634521], [8075, 1.370171308517456], [9697, 1.3858562707901], [9688, 1.3876255750656128], [7724, 1.3920345306396484], [8302, 1.4025700092315674], [7687, 1.4082313776016235], [7231, 1.408412218093872], [7844, 1.4097671508789062], [8461, 1.411505103111267]]","[[9607, 1.1678540706634521], [8075, 1.370171308517456], [9697, 1.3858562707901], [9688, 1.3876255750656128], [7724, 1.3920345306396484], [8302, 1.4025700092315674], [7687, 1.4082313776016235], [7231, 1.408412218093872], [7844, 1.4097671508789062], [8461, 1.411505103111267], [8817, 1.4116013050079346], [8807, 1.411977767944336], [7754, 1.412034034729004], [8340, 1.4141687154769897], [7149, 1.4144657850265503]]",9607
