rel_video_id,query,top1,top5,top10,top15,ground_truth
video9607,a commercial for the website called eharmony,"[[9607, 1.2469812631607056]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605], [8075, 1.525327444076538], [7546, 1.538382887840271], [8681, 1.543135404586792], [7590, 1.545288324356079], [7726, 1.5468924045562744]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605], [8075, 1.525327444076538], [7546, 1.538382887840271], [8681, 1.543135404586792], [7590, 1.545288324356079], [7726, 1.5468924045562744], [7687, 1.5473591089248657], [8690, 1.550742506980896], [9023, 1.552346110343933], [8485, 1.5550477504730225], [7964, 1.5575217008590698]]",9607
video7828,a man gives a lecture with a microphone in front of a laptop with a red glow behind him,"[[7828, 1.3606243133544922]]","[[7828, 1.3606243133544922], [9203, 1.4692344665527344], [8830, 1.4896764755249023], [8682, 1.5191776752471924], [9117, 1.522399663925171]]","[[7828, 1.3606243133544922], [9203, 1.4692344665527344], [8830, 1.4896764755249023], [8682, 1.5191776752471924], [9117, 1.522399663925171], [9021, 1.5295097827911377], [8917, 1.5310213565826416], [7946, 1.541761875152588], [9825, 1.5525486469268799], [9781, 1.5573844909667969]]","[[7828, 1.3606243133544922], [9203, 1.4692344665527344], [8830, 1.4896764755249023], [8682, 1.5191776752471924], [9117, 1.522399663925171], [9021, 1.5295097827911377], [8917, 1.5310213565826416], [7946, 1.541761875152588], [9825, 1.5525486469268799], [9781, 1.5573844909667969], [8932, 1.5626325607299805], [7418, 1.5644736289978027], [8072, 1.5803487300872803], [9885, 1.5808944702148438], [8908, 1.582768440246582]]",7828
video9805,characters from video games are dancing to old mc donald had a farm,"[[9805, 1.4031128883361816]]","[[9805, 1.4031128883361816], [8116, 1.51449453830719], [7232, 1.5167796611785889], [9776, 1.5181424617767334], [8929, 1.528780221939087]]","[[9805, 1.4031128883361816], [8116, 1.51449453830719], [7232, 1.5167796611785889], [9776, 1.5181424617767334], [8929, 1.528780221939087], [9577, 1.5345755815505981], [9200, 1.5391920804977417], [7164, 1.5395828485488892], [7723, 1.5446773767471313], [8787, 1.5447440147399902]]","[[9805, 1.4031128883361816], [8116, 1.51449453830719], [7232, 1.5167796611785889], [9776, 1.5181424617767334], [8929, 1.528780221939087], [9577, 1.5345755815505981], [9200, 1.5391920804977417], [7164, 1.5395828485488892], [7723, 1.5446773767471313], [8787, 1.5447440147399902], [8303, 1.5518908500671387], [9832, 1.5543814897537231], [7035, 1.5583982467651367], [9224, 1.5607303380966187], [8459, 1.5608543157577515]]",9805
video8815,a man walking into a room with two kids with red helmets,"[[8815, 1.2908048629760742]]","[[8815, 1.2908048629760742], [9036, 1.4998377561569214], [7822, 1.516097068786621], [7137, 1.5188851356506348], [8306, 1.5199368000030518]]","[[8815, 1.2908048629760742], [9036, 1.4998377561569214], [7822, 1.516097068786621], [7137, 1.5188851356506348], [8306, 1.5199368000030518], [9404, 1.5236173868179321], [8061, 1.5290217399597168], [7223, 1.5352931022644043], [7346, 1.5402333736419678], [9609, 1.5416085720062256]]","[[8815, 1.2908048629760742], [9036, 1.4998377561569214], [7822, 1.516097068786621], [7137, 1.5188851356506348], [8306, 1.5199368000030518], [9404, 1.5236173868179321], [8061, 1.5290217399597168], [7223, 1.5352931022644043], [7346, 1.5402333736419678], [9609, 1.5416085720062256], [9238, 1.5419842004776], [9744, 1.542870044708252], [9871, 1.5557374954223633], [8920, 1.560499668121338], [7698, 1.5614380836486816]]",8815
video9030,animated pirates sing on a ship,"[[7218, 1.4402297735214233]]","[[7218, 1.4402297735214233], [7962, 1.4678869247436523], [9030, 1.4714500904083252], [8781, 1.476071834564209], [9772, 1.5213490724563599]]","[[7218, 1.4402297735214233], [7962, 1.4678869247436523], [9030, 1.4714500904083252], [8781, 1.476071834564209], [9772, 1.5213490724563599], [8794, 1.522858738899231], [8674, 1.5308067798614502], [7747, 1.5445654392242432], [7235, 1.556803822517395], [7835, 1.5686054229736328]]","[[7218, 1.4402297735214233], [7962, 1.4678869247436523], [9030, 1.4714500904083252], [8781, 1.476071834564209], [9772, 1.5213490724563599], [8794, 1.522858738899231], [8674, 1.5308067798614502], [7747, 1.5445654392242432], [7235, 1.556803822517395], [7835, 1.5686054229736328], [9779, 1.570570945739746], [9734, 1.5717276334762573], [7111, 1.5738093852996826], [7164, 1.5741955041885376], [9814, 1.574699878692627]]",9030
video7822,many ladies and men are walking upstairs inside of a caged fence,"[[7822, 1.389931321144104]]","[[7822, 1.389931321144104], [8073, 1.4459856748580933], [7686, 1.479626178741455], [8305, 1.4965746402740479], [8442, 1.500292420387268]]","[[7822, 1.389931321144104], [8073, 1.4459856748580933], [7686, 1.479626178741455], [8305, 1.4965746402740479], [8442, 1.500292420387268], [8014, 1.5092732906341553], [9131, 1.518402099609375], [7568, 1.5199679136276245], [7467, 1.5316113233566284], [8469, 1.535423994064331]]","[[7822, 1.389931321144104], [8073, 1.4459856748580933], [7686, 1.479626178741455], [8305, 1.4965746402740479], [8442, 1.500292420387268], [8014, 1.5092732906341553], [9131, 1.518402099609375], [7568, 1.5199679136276245], [7467, 1.5316113233566284], [8469, 1.535423994064331], [7171, 1.535958170890808], [8936, 1.5366981029510498], [9254, 1.537182092666626], [7146, 1.5372114181518555], [7444, 1.537473201751709]]",7822
video8514,a person is putting the vegetable in to the water and boil it,"[[8514, 1.407292366027832]]","[[8514, 1.407292366027832], [8656, 1.441918134689331], [9625, 1.4593684673309326], [7911, 1.4595928192138672], [9639, 1.465969204902649]]","[[8514, 1.407292366027832], [8656, 1.441918134689331], [9625, 1.4593684673309326], [7911, 1.4595928192138672], [9639, 1.465969204902649], [7565, 1.4728761911392212], [9689, 1.4734814167022705], [7148, 1.478238821029663], [8654, 1.489234209060669], [7376, 1.493669867515564]]","[[8514, 1.407292366027832], [8656, 1.441918134689331], [9625, 1.4593684673309326], [7911, 1.4595928192138672], [9639, 1.465969204902649], [7565, 1.4728761911392212], [9689, 1.4734814167022705], [7148, 1.478238821029663], [8654, 1.489234209060669], [7376, 1.493669867515564], [9693, 1.4938888549804688], [8300, 1.503291130065918], [7826, 1.50884211063385], [7845, 1.5105787515640259], [9735, 1.5136466026306152]]",8514
video9688,a person looks at a celebrity on the computer,"[[9688, 1.4165916442871094]]","[[9688, 1.4165916442871094], [9329, 1.4579017162322998], [9225, 1.4600330591201782], [8811, 1.4840402603149414], [8472, 1.4868053197860718]]","[[9688, 1.4165916442871094], [9329, 1.4579017162322998], [9225, 1.4600330591201782], [8811, 1.4840402603149414], [8472, 1.4868053197860718], [8921, 1.4936351776123047], [7916, 1.4936435222625732], [8453, 1.5142134428024292], [7171, 1.5172805786132812], [9885, 1.5252265930175781]]","[[9688, 1.4165916442871094], [9329, 1.4579017162322998], [9225, 1.4600330591201782], [8811, 1.4840402603149414], [8472, 1.4868053197860718], [8921, 1.4936351776123047], [7916, 1.4936435222625732], [8453, 1.5142134428024292], [7171, 1.5172805786132812], [9885, 1.5252265930175781], [7686, 1.5285215377807617], [8329, 1.529255986213684], [8485, 1.5298031568527222], [8318, 1.5333971977233887], [7754, 1.5378271341323853]]",9688
video7028,a guy is talking over loud music at the end of a youtube video,"[[8492, 1.4767966270446777]]","[[8492, 1.4767966270446777], [8909, 1.4787557125091553], [7838, 1.4807227849960327], [7375, 1.4958057403564453], [8682, 1.4987175464630127]]","[[8492, 1.4767966270446777], [8909, 1.4787557125091553], [7838, 1.4807227849960327], [7375, 1.4958057403564453], [8682, 1.4987175464630127], [7755, 1.5058478116989136], [7028, 1.510575532913208], [8321, 1.5190775394439697], [8456, 1.5219695568084717], [8301, 1.5226078033447266]]","[[8492, 1.4767966270446777], [8909, 1.4787557125091553], [7838, 1.4807227849960327], [7375, 1.4958057403564453], [8682, 1.4987175464630127], [7755, 1.5058478116989136], [7028, 1.510575532913208], [8321, 1.5190775394439697], [8456, 1.5219695568084717], [8301, 1.5226078033447266], [7412, 1.525376796722412], [7575, 1.526340365409851], [7767, 1.530663251876831], [7166, 1.5324358940124512], [8671, 1.533430576324463]]",7028
video9403,i see a prince trying to get a girl and i see peter pan play around,"[[9403, 1.4353582859039307]]","[[9403, 1.4353582859039307], [7467, 1.4710679054260254], [7164, 1.495413899421692], [8110, 1.5014922618865967], [7583, 1.5183160305023193]]","[[9403, 1.4353582859039307], [7467, 1.4710679054260254], [7164, 1.495413899421692], [8110, 1.5014922618865967], [7583, 1.5183160305023193], [7964, 1.5186567306518555], [8781, 1.5194122791290283], [8790, 1.5213818550109863], [7222, 1.5313268899917603], [8903, 1.5330357551574707]]","[[9403, 1.4353582859039307], [7467, 1.4710679054260254], [7164, 1.495413899421692], [8110, 1.5014922618865967], [7583, 1.5183160305023193], [7964, 1.5186567306518555], [8781, 1.5194122791290283], [8790, 1.5213818550109863], [7222, 1.5313268899917603], [8903, 1.5330357551574707], [8794, 1.533213496208191], [9208, 1.5423810482025146], [7747, 1.5461831092834473], [7548, 1.5463852882385254], [7686, 1.547631025314331]]",9403
video7610,the olympics wight lifting photo is illustrated to explain gravitational force,"[[7610, 1.3915966749191284]]","[[7610, 1.3915966749191284], [8069, 1.5359339714050293], [9680, 1.5462809801101685], [8013, 1.5464084148406982], [9620, 1.547236442565918]]","[[7610, 1.3915966749191284], [8069, 1.5359339714050293], [9680, 1.5462809801101685], [8013, 1.5464084148406982], [9620, 1.547236442565918], [9242, 1.5497958660125732], [9236, 1.5505412817001343], [7027, 1.5574145317077637], [8079, 1.5641839504241943], [8666, 1.5674896240234375]]","[[7610, 1.3915966749191284], [8069, 1.5359339714050293], [9680, 1.5462809801101685], [8013, 1.5464084148406982], [9620, 1.547236442565918], [9242, 1.5497958660125732], [9236, 1.5505412817001343], [7027, 1.5574145317077637], [8079, 1.5641839504241943], [8666, 1.5674896240234375], [9774, 1.5711745023727417], [7732, 1.574711561203003], [7168, 1.5793347358703613], [8245, 1.579969882965088], [9302, 1.5823498964309692]]",7610
video9919,a man walks towards a woman and the woman breaks a bottle to defend her belongings,"[[9324, 1.471053957939148]]","[[9324, 1.471053957939148], [9322, 1.4785466194152832], [7726, 1.491910696029663], [9750, 1.4932544231414795], [8392, 1.4948546886444092]]","[[9324, 1.471053957939148], [9322, 1.4785466194152832], [7726, 1.491910696029663], [9750, 1.4932544231414795], [8392, 1.4948546886444092], [9919, 1.4977065324783325], [7137, 1.5077916383743286], [9237, 1.5099927186965942], [9307, 1.5135425329208374], [7466, 1.5139360427856445]]","[[9324, 1.471053957939148], [9322, 1.4785466194152832], [7726, 1.491910696029663], [9750, 1.4932544231414795], [8392, 1.4948546886444092], [9919, 1.4977065324783325], [7137, 1.5077916383743286], [9237, 1.5099927186965942], [9307, 1.5135425329208374], [7466, 1.5139360427856445], [8808, 1.5228502750396729], [7974, 1.531119465827942], [9878, 1.5337811708450317], [8442, 1.5344914197921753], [8650, 1.5356817245483398]]",9919
video7021,a golf player is trying to hit the ball into the pit,"[[7771, 1.3824443817138672]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762], [8913, 1.5556397438049316], [9018, 1.5610020160675049], [7358, 1.5662288665771484], [9029, 1.5662729740142822], [7150, 1.5705070495605469]]","[[7771, 1.3824443817138672], [7021, 1.5062991380691528], [7368, 1.5169516801834106], [7556, 1.5248804092407227], [8049, 1.5259966850280762], [8913, 1.5556397438049316], [9018, 1.5610020160675049], [7358, 1.5662288665771484], [9029, 1.5662729740142822], [7150, 1.5705070495605469], [7155, 1.5712344646453857], [8652, 1.5725419521331787], [8124, 1.5737630128860474], [9647, 1.576737642288208], [8308, 1.5778697729110718]]",7021
video9802,a woman dances in the background while a guy doesn t move,"[[9513, 1.4624650478363037]]","[[9513, 1.4624650478363037], [8807, 1.4743988513946533], [8305, 1.4889743328094482], [9957, 1.4897446632385254], [9254, 1.4974360466003418]]","[[9513, 1.4624650478363037], [8807, 1.4743988513946533], [8305, 1.4889743328094482], [9957, 1.4897446632385254], [9254, 1.4974360466003418], [9815, 1.5080240964889526], [7725, 1.512853980064392], [8073, 1.5144034624099731], [7202, 1.51668381690979], [7028, 1.5178570747375488]]","[[9513, 1.4624650478363037], [8807, 1.4743988513946533], [8305, 1.4889743328094482], [9957, 1.4897446632385254], [9254, 1.4974360466003418], [9815, 1.5080240964889526], [7725, 1.512853980064392], [8073, 1.5144034624099731], [7202, 1.51668381690979], [7028, 1.5178570747375488], [9827, 1.5182437896728516], [7411, 1.5182992219924927], [8442, 1.523551106452942], [7141, 1.5246258974075317], [9201, 1.5264842510223389]]",9802
video7212,a man and a woman are walking a dog on a beach,"[[7212, 1.441874384880066]]","[[7212, 1.441874384880066], [8895, 1.4472942352294922], [7589, 1.4863252639770508], [9016, 1.4981814622879028], [9682, 1.5011814832687378]]","[[7212, 1.441874384880066], [8895, 1.4472942352294922], [7589, 1.4863252639770508], [9016, 1.4981814622879028], [9682, 1.5011814832687378], [8678, 1.503784418106079], [7681, 1.5118932723999023], [9201, 1.513307809829712], [7974, 1.5327318906784058], [8330, 1.535333514213562]]","[[7212, 1.441874384880066], [8895, 1.4472942352294922], [7589, 1.4863252639770508], [9016, 1.4981814622879028], [9682, 1.5011814832687378], [8678, 1.503784418106079], [7681, 1.5118932723999023], [9201, 1.513307809829712], [7974, 1.5327318906784058], [8330, 1.535333514213562], [7370, 1.5384690761566162], [8974, 1.5404419898986816], [9513, 1.5416721105575562], [7155, 1.5510280132293701], [8426, 1.5514178276062012]]",7212
video8829,there is a guy talking to his father,"[[7704, 1.4529380798339844]]","[[7704, 1.4529380798339844], [9331, 1.4745919704437256], [8922, 1.475290298461914], [9350, 1.4783530235290527], [7413, 1.4855003356933594]]","[[7704, 1.4529380798339844], [9331, 1.4745919704437256], [8922, 1.475290298461914], [9350, 1.4783530235290527], [7413, 1.4855003356933594], [7418, 1.485771656036377], [9517, 1.4872682094573975], [7349, 1.4873802661895752], [7110, 1.4873840808868408], [8808, 1.4874558448791504]]","[[7704, 1.4529380798339844], [9331, 1.4745919704437256], [8922, 1.475290298461914], [9350, 1.4783530235290527], [7413, 1.4855003356933594], [7418, 1.485771656036377], [9517, 1.4872682094573975], [7349, 1.4873802661895752], [7110, 1.4873840808868408], [8808, 1.4874558448791504], [8829, 1.4888582229614258], [8681, 1.4902938604354858], [7114, 1.4916467666625977], [8917, 1.4939093589782715], [9885, 1.494063138961792]]",8829
video8687,fast moving time is shown here,"[[8013, 1.4823124408721924]]","[[8013, 1.4823124408721924], [8089, 1.4829456806182861], [7219, 1.484663486480713], [7544, 1.4902303218841553], [9535, 1.4952857494354248]]","[[8013, 1.4823124408721924], [8089, 1.4829456806182861], [7219, 1.484663486480713], [7544, 1.4902303218841553], [9535, 1.4952857494354248], [7506, 1.4959810972213745], [9328, 1.5011236667633057], [7214, 1.502816915512085], [9800, 1.5030288696289062], [8451, 1.5039609670639038]]","[[8013, 1.4823124408721924], [8089, 1.4829456806182861], [7219, 1.484663486480713], [7544, 1.4902303218841553], [9535, 1.4952857494354248], [7506, 1.4959810972213745], [9328, 1.5011236667633057], [7214, 1.502816915512085], [9800, 1.5030288696289062], [8451, 1.5039609670639038], [9691, 1.50469970703125], [9489, 1.5107269287109375], [8687, 1.5127778053283691], [8655, 1.5172480344772339], [7752, 1.5187923908233643]]",8687
video8010,lego stormtroppers are in a facility,"[[8010, 1.481595754623413]]","[[8010, 1.481595754623413], [9030, 1.541427731513977], [7178, 1.5450135469436646], [7232, 1.5540131330490112], [9609, 1.5573619604110718]]","[[8010, 1.481595754623413], [9030, 1.541427731513977], [7178, 1.5450135469436646], [7232, 1.5540131330490112], [9609, 1.5573619604110718], [9221, 1.5639877319335938], [9530, 1.5667405128479004], [9679, 1.569311499595642], [8121, 1.5714006423950195], [7574, 1.5781892538070679]]","[[8010, 1.481595754623413], [9030, 1.541427731513977], [7178, 1.5450135469436646], [7232, 1.5540131330490112], [9609, 1.5573619604110718], [9221, 1.5639877319335938], [9530, 1.5667405128479004], [9679, 1.569311499595642], [8121, 1.5714006423950195], [7574, 1.5781892538070679], [9306, 1.5785545110702515], [9208, 1.578776240348816], [9772, 1.5789706707000732], [8816, 1.5827112197875977], [8911, 1.5854902267456055]]",8010
video7415,a woman is showing shrimp and bunch of different other ingredients in order to cook a dish,"[[8489, 1.4168213605880737]]","[[8489, 1.4168213605880737], [9309, 1.425353765487671], [7360, 1.4302568435668945], [8751, 1.4634208679199219], [9409, 1.4772570133209229]]","[[8489, 1.4168213605880737], [9309, 1.425353765487671], [7360, 1.4302568435668945], [8751, 1.4634208679199219], [9409, 1.4772570133209229], [8835, 1.4923551082611084], [9687, 1.4955805540084839], [7415, 1.5047667026519775], [8772, 1.5094791650772095], [7849, 1.5134588479995728]]","[[8489, 1.4168213605880737], [9309, 1.425353765487671], [7360, 1.4302568435668945], [8751, 1.4634208679199219], [9409, 1.4772570133209229], [8835, 1.4923551082611084], [9687, 1.4955805540084839], [7415, 1.5047667026519775], [8772, 1.5094791650772095], [7849, 1.5134588479995728], [9625, 1.517218828201294], [9639, 1.523579716682434], [7898, 1.535689353942871], [7213, 1.5472590923309326], [8300, 1.5491986274719238]]",7415
video8252,bride standing with a old man in formal wear,"[[8252, 1.3309346437454224]]","[[8252, 1.3309346437454224], [7568, 1.4994285106658936], [9801, 1.5399073362350464], [7144, 1.541868805885315], [8653, 1.5425288677215576]]","[[8252, 1.3309346437454224], [7568, 1.4994285106658936], [9801, 1.5399073362350464], [7144, 1.541868805885315], [8653, 1.5425288677215576], [7137, 1.5675034523010254], [9238, 1.5757355690002441], [7149, 1.578368067741394], [7162, 1.5833873748779297], [7704, 1.5844873189926147]]","[[8252, 1.3309346437454224], [7568, 1.4994285106658936], [9801, 1.5399073362350464], [7144, 1.541868805885315], [8653, 1.5425288677215576], [7137, 1.5675034523010254], [9238, 1.5757355690002441], [7149, 1.578368067741394], [7162, 1.5833873748779297], [7704, 1.5844873189926147], [8336, 1.5853832960128784], [7548, 1.588927984237671], [9690, 1.5927122831344604], [9688, 1.592950463294983], [9322, 1.5992807149887085]]",8252
video8835,an asian woman is talking about food,"[[9409, 1.454237699508667]]","[[9409, 1.454237699508667], [9698, 1.4802191257476807], [7898, 1.4908361434936523], [7823, 1.4911985397338867], [9309, 1.4933655261993408]]","[[9409, 1.454237699508667], [9698, 1.4802191257476807], [7898, 1.4908361434936523], [7823, 1.4911985397338867], [9309, 1.4933655261993408], [8835, 1.506577730178833], [8074, 1.5077152252197266], [7684, 1.5133126974105835], [7415, 1.513806700706482], [9419, 1.5176913738250732]]","[[9409, 1.454237699508667], [9698, 1.4802191257476807], [7898, 1.4908361434936523], [7823, 1.4911985397338867], [9309, 1.4933655261993408], [8835, 1.506577730178833], [8074, 1.5077152252197266], [7684, 1.5133126974105835], [7415, 1.513806700706482], [9419, 1.5176913738250732], [8012, 1.5292837619781494], [7547, 1.5311686992645264], [8489, 1.5321102142333984], [7973, 1.5385969877243042], [7559, 1.5448564291000366]]",8835
video8673,a man discusses spongebob,"[[8673, 1.4125783443450928]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168], [9814, 1.4733027219772339], [9300, 1.4746335744857788], [7029, 1.4850351810455322], [7111, 1.4875956773757935], [9790, 1.48944091796875]]","[[8673, 1.4125783443450928], [8446, 1.457192301750183], [9808, 1.4667408466339111], [8839, 1.468092679977417], [8916, 1.4706721305847168], [9814, 1.4733027219772339], [9300, 1.4746335744857788], [7029, 1.4850351810455322], [7111, 1.4875956773757935], [9790, 1.48944091796875], [7235, 1.4962773323059082], [7835, 1.4979629516601562], [8128, 1.5237293243408203], [7218, 1.5341131687164307], [8799, 1.536981463432312]]",8673
video9574,in the ocean a man on a surfboard rides a wave,"[[9574, 1.4289772510528564]]","[[9574, 1.4289772510528564], [7681, 1.4968982934951782], [9359, 1.5171376466751099], [8457, 1.5209932327270508], [9342, 1.528411626815796]]","[[9574, 1.4289772510528564], [7681, 1.4968982934951782], [9359, 1.5171376466751099], [8457, 1.5209932327270508], [9342, 1.528411626815796], [7795, 1.5319087505340576], [8949, 1.5511091947555542], [9578, 1.5602449178695679], [8493, 1.5737788677215576], [9201, 1.5752835273742676]]","[[9574, 1.4289772510528564], [7681, 1.4968982934951782], [9359, 1.5171376466751099], [8457, 1.5209932327270508], [9342, 1.528411626815796], [7795, 1.5319087505340576], [8949, 1.5511091947555542], [9578, 1.5602449178695679], [8493, 1.5737788677215576], [9201, 1.5752835273742676], [9452, 1.5753015279769897], [8909, 1.588163137435913], [9016, 1.592801809310913], [8245, 1.5931390523910522], [8025, 1.5942648649215698]]",9574
video9829,some yellow text is on a purple and white screen,"[[9695, 1.4285657405853271]]","[[9695, 1.4285657405853271], [8618, 1.4578356742858887], [7562, 1.4711127281188965], [8260, 1.4714348316192627], [9829, 1.480687141418457]]","[[9695, 1.4285657405853271], [8618, 1.4578356742858887], [7562, 1.4711127281188965], [8260, 1.4714348316192627], [9829, 1.480687141418457], [8909, 1.4854938983917236], [9680, 1.4862754344940186], [9607, 1.4903264045715332], [8328, 1.4937372207641602], [7431, 1.4955089092254639]]","[[9695, 1.4285657405853271], [8618, 1.4578356742858887], [7562, 1.4711127281188965], [8260, 1.4714348316192627], [9829, 1.480687141418457], [8909, 1.4854938983917236], [9680, 1.4862754344940186], [9607, 1.4903264045715332], [8328, 1.4937372207641602], [7431, 1.4955089092254639], [7581, 1.5057861804962158], [7355, 1.5095782279968262], [7900, 1.5204479694366455], [9025, 1.523468255996704], [7372, 1.5282883644104004]]",9829
video7500,a football match between usa and japan,"[[7500, 1.4086997509002686]]","[[7500, 1.4086997509002686], [8476, 1.4690814018249512], [8675, 1.475501537322998], [9305, 1.4755336046218872], [7200, 1.500685691833496]]","[[7500, 1.4086997509002686], [8476, 1.4690814018249512], [8675, 1.475501537322998], [9305, 1.4755336046218872], [7200, 1.500685691833496], [7378, 1.5077118873596191], [9681, 1.5130970478057861], [8661, 1.514369249343872], [9817, 1.5237730741500854], [7787, 1.5326926708221436]]","[[7500, 1.4086997509002686], [8476, 1.4690814018249512], [8675, 1.475501537322998], [9305, 1.4755336046218872], [7200, 1.500685691833496], [7378, 1.5077118873596191], [9681, 1.5130970478057861], [8661, 1.514369249343872], [9817, 1.5237730741500854], [7787, 1.5326926708221436], [9605, 1.5403964519500732], [8817, 1.5420165061950684], [9823, 1.5443717241287231], [7358, 1.5454401969909668], [9542, 1.5469173192977905]]",7500
video8814,the judges make a decision,"[[8814, 1.463376760482788]]","[[8814, 1.463376760482788], [8792, 1.4645400047302246], [7733, 1.473301887512207], [8919, 1.4775151014328003], [9778, 1.4839987754821777]]","[[8814, 1.463376760482788], [8792, 1.4645400047302246], [7733, 1.473301887512207], [8919, 1.4775151014328003], [9778, 1.4839987754821777], [8447, 1.485512614250183], [9202, 1.4969193935394287], [9304, 1.5007174015045166], [9303, 1.5054619312286377], [8265, 1.5057153701782227]]","[[8814, 1.463376760482788], [8792, 1.4645400047302246], [7733, 1.473301887512207], [8919, 1.4775151014328003], [9778, 1.4839987754821777], [8447, 1.485512614250183], [9202, 1.4969193935394287], [9304, 1.5007174015045166], [9303, 1.5054619312286377], [8265, 1.5057153701782227], [7220, 1.519299030303955], [7175, 1.52092444896698], [8810, 1.527458667755127], [9752, 1.5296947956085205], [8259, 1.5339627265930176]]",8814
video9400,a display of clips of the movie there will be blood,"[[9804, 1.4702030420303345]]","[[9804, 1.4702030420303345], [9035, 1.4771151542663574], [7686, 1.4789677858352661], [8475, 1.485067367553711], [8319, 1.4911056756973267]]","[[9804, 1.4702030420303345], [9035, 1.4771151542663574], [7686, 1.4789677858352661], [8475, 1.485067367553711], [8319, 1.4911056756973267], [7964, 1.4954159259796143], [7352, 1.5026092529296875], [8680, 1.5057742595672607], [7223, 1.5064278841018677], [9400, 1.514380693435669]]","[[9804, 1.4702030420303345], [9035, 1.4771151542663574], [7686, 1.4789677858352661], [8475, 1.485067367553711], [8319, 1.4911056756973267], [7964, 1.4954159259796143], [7352, 1.5026092529296875], [8680, 1.5057742595672607], [7223, 1.5064278841018677], [9400, 1.514380693435669], [8790, 1.5209286212921143], [8266, 1.5257806777954102], [8808, 1.5262386798858643], [7467, 1.5318312644958496], [8666, 1.5384798049926758]]",9400
video8927,a news story about hillary clinton,"[[8927, 1.367311954498291]]","[[8927, 1.367311954498291], [8464, 1.5378774404525757], [8329, 1.545536756515503], [7568, 1.554582953453064], [7754, 1.5655517578125]]","[[8927, 1.367311954498291], [8464, 1.5378774404525757], [8329, 1.545536756515503], [7568, 1.554582953453064], [7754, 1.5655517578125], [8650, 1.5724642276763916], [7790, 1.5732002258300781], [9223, 1.5753936767578125], [8811, 1.5773122310638428], [8864, 1.5849401950836182]]","[[8927, 1.367311954498291], [8464, 1.5378774404525757], [8329, 1.545536756515503], [7568, 1.554582953453064], [7754, 1.5655517578125], [8650, 1.5724642276763916], [7790, 1.5732002258300781], [9223, 1.5753936767578125], [8811, 1.5773122310638428], [8864, 1.5849401950836182], [9829, 1.5879790782928467], [7890, 1.5907478332519531], [9204, 1.590827465057373], [8905, 1.5936319828033447], [8822, 1.594645380973816]]",8927
video7795,a documentary on how to windsurf and in particular recover from a wipeout,"[[7795, 1.3985103368759155]]","[[7795, 1.3985103368759155], [8457, 1.4535177946090698], [9342, 1.4766833782196045], [9574, 1.5034599304199219], [7681, 1.5100449323654175]]","[[7795, 1.3985103368759155], [8457, 1.4535177946090698], [9342, 1.4766833782196045], [9574, 1.5034599304199219], [7681, 1.5100449323654175], [9359, 1.524009346961975], [8079, 1.545089602470398], [9578, 1.5468276739120483], [9253, 1.5488405227661133], [8248, 1.5516074895858765]]","[[7795, 1.3985103368759155], [8457, 1.4535177946090698], [9342, 1.4766833782196045], [9574, 1.5034599304199219], [7681, 1.5100449323654175], [9359, 1.524009346961975], [8079, 1.545089602470398], [9578, 1.5468276739120483], [9253, 1.5488405227661133], [8248, 1.5516074895858765], [9016, 1.563573956489563], [8307, 1.5706148147583008], [8243, 1.5736403465270996], [7589, 1.5754203796386719], [9242, 1.5774810314178467]]",7795
video7790,a guy with glasses is standing next to some signs,"[[7790, 1.3852872848510742]]","[[7790, 1.3852872848510742], [8257, 1.4590941667556763], [7418, 1.478013515472412], [8671, 1.4799370765686035], [9825, 1.480425477027893]]","[[7790, 1.3852872848510742], [8257, 1.4590941667556763], [7418, 1.478013515472412], [8671, 1.4799370765686035], [9825, 1.480425477027893], [9885, 1.4904069900512695], [9249, 1.4961050748825073], [9802, 1.4973888397216797], [7946, 1.4975827932357788], [9901, 1.4998588562011719]]","[[7790, 1.3852872848510742], [8257, 1.4590941667556763], [7418, 1.478013515472412], [8671, 1.4799370765686035], [9825, 1.480425477027893], [9885, 1.4904069900512695], [9249, 1.4961050748825073], [9802, 1.4973888397216797], [7946, 1.4975827932357788], [9901, 1.4998588562011719], [8306, 1.5019192695617676], [8906, 1.503105878829956], [9236, 1.5049896240234375], [7412, 1.5092567205429077], [9238, 1.5112818479537964]]",7790
