rel_video_id,query,top1,top5,top10,top15,ground_truth
video8495,food in a refrigerator is displayed on shelves in containers and on a lazy suzan,"[[8495, 1.28780996799469]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701], [9679, 1.505171298980713], [8664, 1.509023666381836], [7566, 1.5132887363433838], [7360, 1.5147955417633057], [8067, 1.522080898284912]]","[[8495, 1.28780996799469], [7213, 1.4664270877838135], [7594, 1.4817907810211182], [7154, 1.4974193572998047], [8835, 1.4992702007293701], [9679, 1.505171298980713], [8664, 1.509023666381836], [7566, 1.5132887363433838], [7360, 1.5147955417633057], [8067, 1.522080898284912], [8129, 1.5259664058685303], [8690, 1.5272409915924072], [9356, 1.527674913406372], [7845, 1.5280359983444214], [9409, 1.5324411392211914]]",8495
video7222,a cartoon man dances for his girl,"[[7164, 1.4594794511795044]]","[[7164, 1.4594794511795044], [7222, 1.4610726833343506], [8794, 1.467919111251831], [8303, 1.4764413833618164], [9403, 1.4956557750701904]]","[[7164, 1.4594794511795044], [7222, 1.4610726833343506], [8794, 1.467919111251831], [8303, 1.4764413833618164], [9403, 1.4956557750701904], [8781, 1.498520851135254], [8110, 1.5085818767547607], [7786, 1.5169485807418823], [7835, 1.5208778381347656], [9537, 1.5217211246490479]]","[[7164, 1.4594794511795044], [7222, 1.4610726833343506], [8794, 1.467919111251831], [8303, 1.4764413833618164], [9403, 1.4956557750701904], [8781, 1.498520851135254], [8110, 1.5085818767547607], [7786, 1.5169485807418823], [7835, 1.5208778381347656], [9537, 1.5217211246490479], [7747, 1.523650884628296], [9814, 1.5251755714416504], [8799, 1.5273171663284302], [9221, 1.52890944480896], [9805, 1.5362612009048462]]",7222
video7947,a news program with a woman interviewing a man about merchant market currencies,"[[7613, 1.4438260793685913]]","[[7613, 1.4438260793685913], [7834, 1.473888635635376], [9692, 1.4765901565551758], [9337, 1.5111395120620728], [7145, 1.5126694440841675]]","[[7613, 1.4438260793685913], [7834, 1.473888635635376], [9692, 1.4765901565551758], [9337, 1.5111395120620728], [7145, 1.5126694440841675], [7947, 1.5222561359405518], [8175, 1.530014991760254], [9223, 1.5432069301605225], [9204, 1.5516772270202637], [7790, 1.563809871673584]]","[[7613, 1.4438260793685913], [7834, 1.473888635635376], [9692, 1.4765901565551758], [9337, 1.5111395120620728], [7145, 1.5126694440841675], [7947, 1.5222561359405518], [8175, 1.530014991760254], [9223, 1.5432069301605225], [9204, 1.5516772270202637], [7790, 1.563809871673584], [8022, 1.5707210302352905], [7119, 1.5724071264266968], [8822, 1.5777424573898315], [7753, 1.5790133476257324], [7825, 1.5844149589538574]]",7947
video7502,a narrator explains where to find a rare vehicle in grand theft auto,"[[9355, 1.4340434074401855]]","[[9355, 1.4340434074401855], [8468, 1.4407565593719482], [7502, 1.4456913471221924], [8070, 1.456347942352295], [9773, 1.4622772932052612]]","[[9355, 1.4340434074401855], [8468, 1.4407565593719482], [7502, 1.4456913471221924], [8070, 1.456347942352295], [9773, 1.4622772932052612], [7445, 1.4631836414337158], [9813, 1.4763374328613281], [8929, 1.495572566986084], [9344, 1.5084547996520996], [7506, 1.5088715553283691]]","[[9355, 1.4340434074401855], [8468, 1.4407565593719482], [7502, 1.4456913471221924], [8070, 1.456347942352295], [9773, 1.4622772932052612], [7445, 1.4631836414337158], [9813, 1.4763374328613281], [8929, 1.495572566986084], [9344, 1.5084547996520996], [7506, 1.5088715553283691], [9336, 1.511023759841919], [9832, 1.5364763736724854], [7368, 1.5581881999969482], [7464, 1.564354419708252], [7219, 1.5646942853927612]]",7502
video7203,there is no sound while the screen shows a person playing a computer game,"[[7035, 1.4673713445663452]]","[[7035, 1.4673713445663452], [8860, 1.468970775604248], [7203, 1.4889503717422485], [8111, 1.500357985496521], [8626, 1.5005158185958862]]","[[7035, 1.4673713445663452], [8860, 1.468970775604248], [7203, 1.4889503717422485], [8111, 1.500357985496521], [8626, 1.5005158185958862], [8909, 1.5029762983322144], [7766, 1.510525107383728], [8313, 1.5181785821914673], [7723, 1.5189286470413208], [8328, 1.5212855339050293]]","[[7035, 1.4673713445663452], [8860, 1.468970775604248], [7203, 1.4889503717422485], [8111, 1.500357985496521], [8626, 1.5005158185958862], [8909, 1.5029762983322144], [7766, 1.510525107383728], [8313, 1.5181785821914673], [7723, 1.5189286470413208], [8328, 1.5212855339050293], [7366, 1.5255308151245117], [9010, 1.5272499322891235], [9820, 1.5285148620605469], [7445, 1.5286471843719482], [8628, 1.52949059009552]]",7203
video7060,a man extinguishes a fire outside,"[[9036, 1.508995532989502]]","[[9036, 1.508995532989502], [7060, 1.5245394706726074], [8572, 1.5397555828094482], [9354, 1.5425186157226562], [9333, 1.5447198152542114]]","[[9036, 1.508995532989502], [7060, 1.5245394706726074], [8572, 1.5397555828094482], [9354, 1.5425186157226562], [9333, 1.5447198152542114], [9694, 1.5470331907272339], [7544, 1.5549681186676025], [9255, 1.5658273696899414], [8680, 1.5694584846496582], [8061, 1.5767046213150024]]","[[9036, 1.508995532989502], [7060, 1.5245394706726074], [8572, 1.5397555828094482], [9354, 1.5425186157226562], [9333, 1.5447198152542114], [9694, 1.5470331907272339], [7544, 1.5549681186676025], [9255, 1.5658273696899414], [8680, 1.5694584846496582], [8061, 1.5767046213150024], [7155, 1.5769233703613281], [9235, 1.5817999839782715], [9548, 1.5830862522125244], [7147, 1.5838909149169922], [7137, 1.5845896005630493]]",7060
video8072,a man talking about human relationships,"[[8072, 1.4745235443115234]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672], [8807, 1.5001168251037598], [9404, 1.5006451606750488], [8269, 1.501232624053955], [7418, 1.5045652389526367], [7176, 1.5046937465667725]]","[[8072, 1.4745235443115234], [8937, 1.4809508323669434], [8812, 1.4816310405731201], [8917, 1.4926440715789795], [7375, 1.4962139129638672], [8807, 1.5001168251037598], [9404, 1.5006451606750488], [8269, 1.501232624053955], [7418, 1.5045652389526367], [7176, 1.5046937465667725], [9901, 1.505717396736145], [8416, 1.506443738937378], [9418, 1.5100700855255127], [9607, 1.5108551979064941], [7546, 1.5140671730041504]]",8072
video9607,a commercial for the website called eharmony,"[[9607, 1.2469812631607056]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605], [8075, 1.525327444076538], [7546, 1.538382887840271], [8681, 1.543135404586792], [7590, 1.545288324356079], [7726, 1.5468924045562744]]","[[9607, 1.2469812631607056], [9688, 1.472672700881958], [7682, 1.494686484336853], [9600, 1.513709306716919], [8123, 1.5220255851745605], [8075, 1.525327444076538], [7546, 1.538382887840271], [8681, 1.543135404586792], [7590, 1.545288324356079], [7726, 1.5468924045562744], [7687, 1.5473591089248657], [8690, 1.550742506980896], [9023, 1.552346110343933], [8485, 1.5550477504730225], [7964, 1.5575217008590698]]",9607
video8453,a man points a gun at another persons face,"[[8780, 1.463973045349121]]","[[8780, 1.463973045349121], [9548, 1.4652643203735352], [9784, 1.4653514623641968], [8808, 1.4700603485107422], [9750, 1.5021272897720337]]","[[8780, 1.463973045349121], [9548, 1.4652643203735352], [9784, 1.4653514623641968], [8808, 1.4700603485107422], [9750, 1.5021272897720337], [8249, 1.5114235877990723], [8822, 1.5142931938171387], [8829, 1.5187530517578125], [9520, 1.5188748836517334], [8061, 1.5199038982391357]]","[[8780, 1.463973045349121], [9548, 1.4652643203735352], [9784, 1.4653514623641968], [8808, 1.4700603485107422], [9750, 1.5021272897720337], [8249, 1.5114235877990723], [8822, 1.5142931938171387], [8829, 1.5187530517578125], [9520, 1.5188748836517334], [8061, 1.5199038982391357], [7548, 1.520188331604004], [8948, 1.520585060119629], [8907, 1.5222663879394531], [9235, 1.5261614322662354], [7352, 1.5267306566238403]]",8453
video8752,a news reader describing about a news,"[[9037, 1.4493427276611328]]","[[9037, 1.4493427276611328], [9204, 1.4495058059692383], [7119, 1.4575066566467285], [9223, 1.4596394300460815], [8491, 1.4624935388565063]]","[[9037, 1.4493427276611328], [9204, 1.4495058059692383], [7119, 1.4575066566467285], [9223, 1.4596394300460815], [8491, 1.4624935388565063], [9819, 1.466494083404541], [8864, 1.4675626754760742], [8175, 1.4703867435455322], [8494, 1.473733901977539], [7613, 1.4807705879211426]]","[[9037, 1.4493427276611328], [9204, 1.4495058059692383], [7119, 1.4575066566467285], [9223, 1.4596394300460815], [8491, 1.4624935388565063], [9819, 1.466494083404541], [8864, 1.4675626754760742], [8175, 1.4703867435455322], [8494, 1.473733901977539], [7613, 1.4807705879211426], [8822, 1.4846696853637695], [8333, 1.486145257949829], [7731, 1.49169921875], [8789, 1.5015965700149536], [9028, 1.504607915878296]]",8752
video8801,three men talking about their youtube channel and thanking their viewers,"[[8801, 1.4428982734680176]]","[[8801, 1.4428982734680176], [8685, 1.4925493001937866], [8828, 1.507866382598877], [7685, 1.5112690925598145], [7501, 1.5266749858856201]]","[[8801, 1.4428982734680176], [8685, 1.4925493001937866], [8828, 1.507866382598877], [7685, 1.5112690925598145], [7501, 1.5266749858856201], [7377, 1.5281736850738525], [9350, 1.5358607769012451], [8321, 1.5389665365219116], [8259, 1.5390291213989258], [8821, 1.5437700748443604]]","[[8801, 1.4428982734680176], [8685, 1.4925493001937866], [8828, 1.507866382598877], [7685, 1.5112690925598145], [7501, 1.5266749858856201], [7377, 1.5281736850738525], [9350, 1.5358607769012451], [8321, 1.5389665365219116], [8259, 1.5390291213989258], [8821, 1.5437700748443604], [8301, 1.5487269163131714], [8690, 1.5495641231536865], [7060, 1.5511596202850342], [7418, 1.556131362915039], [8492, 1.557567834854126]]",8801
video8441,scene from a popular party,"[[7725, 1.4165927171707153]]","[[7725, 1.4165927171707153], [7362, 1.500978708267212], [8556, 1.503809928894043], [7411, 1.5038321018218994], [8807, 1.5071731805801392]]","[[7725, 1.4165927171707153], [7362, 1.500978708267212], [8556, 1.503809928894043], [7411, 1.5038321018218994], [8807, 1.5071731805801392], [7370, 1.5071858167648315], [8304, 1.5072152614593506], [9801, 1.5107533931732178], [9131, 1.518134355545044], [8339, 1.520769476890564]]","[[7725, 1.4165927171707153], [7362, 1.500978708267212], [8556, 1.503809928894043], [7411, 1.5038321018218994], [8807, 1.5071731805801392], [7370, 1.5071858167648315], [8304, 1.5072152614593506], [9801, 1.5107533931732178], [9131, 1.518134355545044], [8339, 1.520769476890564], [7960, 1.5209400653839111], [9254, 1.5215792655944824], [8798, 1.5280784368515015], [7137, 1.5296118259429932], [7367, 1.530709147453308]]",8441
video9695,text explains about a pokemon expisode that caused seizures,"[[9695, 1.3714698553085327]]","[[9695, 1.3714698553085327], [9510, 1.4502959251403809], [7157, 1.491292953491211], [7203, 1.5275459289550781], [8260, 1.5496103763580322]]","[[9695, 1.3714698553085327], [9510, 1.4502959251403809], [7157, 1.491292953491211], [7203, 1.5275459289550781], [8260, 1.5496103763580322], [8341, 1.5510507822036743], [8909, 1.5658427476882935], [8666, 1.5725138187408447], [9829, 1.5730875730514526], [8671, 1.5825040340423584]]","[[9695, 1.3714698553085327], [9510, 1.4502959251403809], [7157, 1.491292953491211], [7203, 1.5275459289550781], [8260, 1.5496103763580322], [8341, 1.5510507822036743], [8909, 1.5658427476882935], [8666, 1.5725138187408447], [9829, 1.5730875730514526], [8671, 1.5825040340423584], [7798, 1.5843851566314697], [7581, 1.587653398513794], [9025, 1.5913342237472534], [9838, 1.5939916372299194], [8311, 1.5941733121871948]]",9695
video7962,a pirate man tries to lift a lantern with his sword while on a boat,"[[7962, 1.3612509965896606]]","[[7962, 1.3612509965896606], [9030, 1.494626760482788], [8457, 1.5291223526000977], [7681, 1.5341300964355469], [8025, 1.537469744682312]]","[[7962, 1.3612509965896606], [9030, 1.494626760482788], [8457, 1.5291223526000977], [7681, 1.5341300964355469], [8025, 1.537469744682312], [8851, 1.537654161453247], [7218, 1.5499227046966553], [7352, 1.5511685609817505], [8907, 1.5594696998596191], [8319, 1.5612211227416992]]","[[7962, 1.3612509965896606], [9030, 1.494626760482788], [8457, 1.5291223526000977], [7681, 1.5341300964355469], [8025, 1.537469744682312], [8851, 1.537654161453247], [7218, 1.5499227046966553], [7352, 1.5511685609817505], [8907, 1.5594696998596191], [8319, 1.5612211227416992], [8266, 1.5643997192382812], [9208, 1.5703423023223877], [8781, 1.573495864868164], [7368, 1.574029564857483], [8794, 1.574149489402771]]",7962
video7732,colored lights and pictures of people fade in and out of view,"[[7686, 1.45747709274292]]","[[7686, 1.45747709274292], [9688, 1.4645357131958008], [8311, 1.4813460111618042], [8812, 1.495896577835083], [7732, 1.504634141921997]]","[[7686, 1.45747709274292], [9688, 1.4645357131958008], [8311, 1.4813460111618042], [8812, 1.495896577835083], [7732, 1.504634141921997], [8937, 1.5119422674179077], [8618, 1.5278605222702026], [8073, 1.5338133573532104], [8473, 1.5384783744812012], [7782, 1.5401062965393066]]","[[7686, 1.45747709274292], [9688, 1.4645357131958008], [8311, 1.4813460111618042], [8812, 1.495896577835083], [7732, 1.504634141921997], [8937, 1.5119422674179077], [8618, 1.5278605222702026], [8073, 1.5338133573532104], [8473, 1.5384783744812012], [7782, 1.5401062965393066], [7754, 1.5402156114578247], [7900, 1.5419849157333374], [7114, 1.5427919626235962], [8442, 1.5436415672302246], [9329, 1.5445252656936646]]",7732
video9033,man standing on the ledge of a vary tall building jumps off,"[[9033, 1.3793596029281616]]","[[9033, 1.3793596029281616], [8945, 1.4142951965332031], [7468, 1.4657721519470215], [9742, 1.502640724182129], [8319, 1.5074223279953003]]","[[9033, 1.3793596029281616], [8945, 1.4142951965332031], [7468, 1.4657721519470215], [9742, 1.502640724182129], [8319, 1.5074223279953003], [7368, 1.5102845430374146], [7155, 1.51347017288208], [8073, 1.5140690803527832], [9232, 1.5155494213104248], [8122, 1.518471121788025]]","[[9033, 1.3793596029281616], [8945, 1.4142951965332031], [7468, 1.4657721519470215], [9742, 1.502640724182129], [8319, 1.5074223279953003], [7368, 1.5102845430374146], [7155, 1.51347017288208], [8073, 1.5140690803527832], [9232, 1.5155494213104248], [8122, 1.518471121788025], [8266, 1.521090030670166], [8741, 1.5343924760818481], [7352, 1.5412293672561646], [9804, 1.5451164245605469], [9795, 1.5453886985778809]]",9033
video7142,an oriental femal is dressed in a pink wig with girlish clothing and is carrying a stuffed animal,"[[7142, 1.4252078533172607]]","[[7142, 1.4252078533172607], [9828, 1.495910406112671], [7438, 1.499894618988037], [8073, 1.5056809186935425], [7116, 1.5188946723937988]]","[[7142, 1.4252078533172607], [9828, 1.495910406112671], [7438, 1.499894618988037], [8073, 1.5056809186935425], [7116, 1.5188946723937988], [7201, 1.5274794101715088], [8342, 1.5351322889328003], [8110, 1.537184715270996], [7179, 1.5408806800842285], [7579, 1.542193055152893]]","[[7142, 1.4252078533172607], [9828, 1.495910406112671], [7438, 1.499894618988037], [8073, 1.5056809186935425], [7116, 1.5188946723937988], [7201, 1.5274794101715088], [8342, 1.5351322889328003], [8110, 1.537184715270996], [7179, 1.5408806800842285], [7579, 1.542193055152893], [8605, 1.5615086555480957], [9039, 1.5618693828582764], [7669, 1.5655795335769653], [9131, 1.5657546520233154], [8914, 1.5750105381011963]]",7142
video7588,a man showing his finished product of a wood floor in his home,"[[7588, 1.503900170326233]]","[[7588, 1.503900170326233], [8250, 1.5154223442077637], [8803, 1.5227298736572266], [8867, 1.536283016204834], [8078, 1.5484410524368286]]","[[7588, 1.503900170326233], [8250, 1.5154223442077637], [8803, 1.5227298736572266], [8867, 1.536283016204834], [8078, 1.5484410524368286], [7797, 1.5530240535736084], [8426, 1.5771524906158447], [9307, 1.583197832107544], [8456, 1.5862427949905396], [7543, 1.589436411857605]]","[[7588, 1.503900170326233], [8250, 1.5154223442077637], [8803, 1.5227298736572266], [8867, 1.536283016204834], [8078, 1.5484410524368286], [7797, 1.5530240535736084], [8426, 1.5771524906158447], [9307, 1.583197832107544], [8456, 1.5862427949905396], [7543, 1.589436411857605], [9244, 1.601739525794983], [7594, 1.6175477504730225], [8667, 1.6220029592514038], [7034, 1.6309763193130493], [8578, 1.632949948310852]]",7588
video7844,bbc talking to guys with very expensive red sports car,"[[7844, 1.467852234840393]]","[[7844, 1.467852234840393], [8901, 1.5052103996276855], [7349, 1.5064046382904053], [8932, 1.5111613273620605], [9677, 1.5150420665740967]]","[[7844, 1.467852234840393], [8901, 1.5052103996276855], [7349, 1.5064046382904053], [8932, 1.5111613273620605], [9677, 1.5150420665740967], [7469, 1.5247790813446045], [9691, 1.525496244430542], [9535, 1.536156177520752], [8311, 1.5389999151229858], [8917, 1.5393078327178955]]","[[7844, 1.467852234840393], [8901, 1.5052103996276855], [7349, 1.5064046382904053], [8932, 1.5111613273620605], [9677, 1.5150420665740967], [7469, 1.5247790813446045], [9691, 1.525496244430542], [9535, 1.536156177520752], [8311, 1.5389999151229858], [8917, 1.5393078327178955], [9354, 1.5473192930221558], [8344, 1.5477867126464844], [8318, 1.5622105598449707], [8819, 1.564387559890747], [7026, 1.5660462379455566]]",7844
video7649,there is a vehicle riding dangerously through forest,"[[7649, 1.4159595966339111]]","[[7649, 1.4159595966339111], [9806, 1.4745200872421265], [9800, 1.4791715145111084], [9511, 1.4913171529769897], [7174, 1.4943220615386963]]","[[7649, 1.4159595966339111], [9806, 1.4745200872421265], [9800, 1.4791715145111084], [9511, 1.4913171529769897], [7174, 1.4943220615386963], [8071, 1.5017292499542236], [9535, 1.5069235563278198], [8493, 1.5079004764556885], [8820, 1.5134661197662354], [8125, 1.5146427154541016]]","[[7649, 1.4159595966339111], [9806, 1.4745200872421265], [9800, 1.4791715145111084], [9511, 1.4913171529769897], [7174, 1.4943220615386963], [8071, 1.5017292499542236], [9535, 1.5069235563278198], [8493, 1.5079004764556885], [8820, 1.5134661197662354], [8125, 1.5146427154541016], [8243, 1.5190925598144531], [8655, 1.5264071226119995], [7445, 1.5269722938537598], [9336, 1.529322624206543], [8903, 1.531714916229248]]",7649
video7171,the woman wearing the white top talks to the people in the audience,"[[7341, 1.467897653579712]]","[[7341, 1.467897653579712], [9698, 1.4714162349700928], [8669, 1.487387776374817], [9117, 1.4942715167999268], [7469, 1.4956259727478027]]","[[7341, 1.467897653579712], [9698, 1.4714162349700928], [8669, 1.487387776374817], [9117, 1.4942715167999268], [7469, 1.4956259727478027], [7724, 1.4994392395019531], [7171, 1.5023932456970215], [8904, 1.505346417427063], [8813, 1.5062754154205322], [8650, 1.5080983638763428]]","[[7341, 1.467897653579712], [9698, 1.4714162349700928], [8669, 1.487387776374817], [9117, 1.4942715167999268], [7469, 1.4956259727478027], [7724, 1.4994392395019531], [7171, 1.5023932456970215], [8904, 1.505346417427063], [8813, 1.5062754154205322], [8650, 1.5080983638763428], [9752, 1.5162485837936401], [7162, 1.5180399417877197], [8792, 1.5242674350738525], [7444, 1.524402379989624], [8800, 1.5327198505401611]]",7171
video8928,a woman walking along side a river in a bikini,"[[8928, 1.3904812335968018]]","[[8928, 1.3904812335968018], [8678, 1.4291319847106934], [7974, 1.4392993450164795], [9016, 1.4777896404266357], [7152, 1.478154182434082]]","[[8928, 1.3904812335968018], [8678, 1.4291319847106934], [7974, 1.4392993450164795], [9016, 1.4777896404266357], [7152, 1.478154182434082], [8999, 1.4985343217849731], [7783, 1.5143122673034668], [8307, 1.5178444385528564], [7837, 1.5339546203613281], [8312, 1.5358314514160156]]","[[8928, 1.3904812335968018], [8678, 1.4291319847106934], [7974, 1.4392993450164795], [9016, 1.4777896404266357], [7152, 1.478154182434082], [8999, 1.4985343217849731], [7783, 1.5143122673034668], [8307, 1.5178444385528564], [7837, 1.5339546203613281], [8312, 1.5358314514160156], [8949, 1.537721872329712], [9201, 1.545615315437317], [8118, 1.5568490028381348], [7155, 1.5622904300689697], [8493, 1.5658366680145264]]",8928
video8807,a couple dancing doing salsa,"[[8807, 1.4796311855316162]]","[[8807, 1.4796311855316162], [9513, 1.4973927736282349], [7682, 1.5124232769012451], [9682, 1.514177918434143], [8786, 1.5211576223373413]]","[[8807, 1.4796311855316162], [9513, 1.4973927736282349], [7682, 1.5124232769012451], [9682, 1.514177918434143], [8786, 1.5211576223373413], [7202, 1.5327047109603882], [8330, 1.53940749168396], [8895, 1.5462265014648438], [7351, 1.5517133474349976], [7212, 1.553293228149414]]","[[8807, 1.4796311855316162], [9513, 1.4973927736282349], [7682, 1.5124232769012451], [9682, 1.514177918434143], [8786, 1.5211576223373413], [7202, 1.5327047109603882], [8330, 1.53940749168396], [8895, 1.5462265014648438], [7351, 1.5517133474349976], [7212, 1.553293228149414], [7960, 1.558589220046997], [9801, 1.5606138706207275], [9623, 1.5612422227859497], [9957, 1.5643049478530884], [8683, 1.5657286643981934]]",8807
video8821,two men and a women are sitting on the chair,"[[7234, 1.354375958442688]]","[[7234, 1.354375958442688], [8821, 1.3739691972732544], [7685, 1.4558606147766113], [7175, 1.4684226512908936], [8259, 1.479133129119873]]","[[7234, 1.354375958442688], [8821, 1.3739691972732544], [7685, 1.4558606147766113], [7175, 1.4684226512908936], [8259, 1.479133129119873], [8801, 1.4912673234939575], [7149, 1.4969675540924072], [8879, 1.4970862865447998], [8315, 1.506042718887329], [9811, 1.506964921951294]]","[[7234, 1.354375958442688], [8821, 1.3739691972732544], [7685, 1.4558606147766113], [7175, 1.4684226512908936], [8259, 1.479133129119873], [8801, 1.4912673234939575], [7149, 1.4969675540924072], [8879, 1.4970862865447998], [8315, 1.506042718887329], [9811, 1.506964921951294], [9474, 1.5091673135757446], [7731, 1.5126067399978638], [9223, 1.5150761604309082], [7349, 1.5169991254806519], [9683, 1.517255425453186]]",8821
video7170,a girl practising her boy and arrow tricks,"[[7170, 1.4158740043640137]]","[[7170, 1.4158740043640137], [9209, 1.4658608436584473], [8507, 1.5050657987594604], [7974, 1.5137542486190796], [8816, 1.5161809921264648]]","[[7170, 1.4158740043640137], [9209, 1.4658608436584473], [8507, 1.5050657987594604], [7974, 1.5137542486190796], [8816, 1.5161809921264648], [9338, 1.5322084426879883], [7963, 1.5340849161148071], [9226, 1.5372508764266968], [9685, 1.539484977722168], [8807, 1.5522719621658325]]","[[7170, 1.4158740043640137], [9209, 1.4658608436584473], [8507, 1.5050657987594604], [7974, 1.5137542486190796], [8816, 1.5161809921264648], [9338, 1.5322084426879883], [7963, 1.5340849161148071], [9226, 1.5372508764266968], [9685, 1.539484977722168], [8807, 1.5522719621658325], [7177, 1.5524113178253174], [9405, 1.5542584657669067], [8027, 1.5574452877044678], [9623, 1.5642188787460327], [7599, 1.5649534463882446]]",7170
video9035,a fatality from mortal kombat is shown,"[[9035, 1.4416438341140747]]","[[9035, 1.4416438341140747], [9400, 1.4516503810882568], [9208, 1.514904499053955], [8680, 1.5490715503692627], [9306, 1.5612730979919434]]","[[9035, 1.4416438341140747], [9400, 1.4516503810882568], [9208, 1.514904499053955], [8680, 1.5490715503692627], [9306, 1.5612730979919434], [7137, 1.572698950767517], [8266, 1.57633376121521], [8027, 1.5825228691101074], [8490, 1.5849695205688477], [7466, 1.592139720916748]]","[[9035, 1.4416438341140747], [9400, 1.4516503810882568], [9208, 1.514904499053955], [8680, 1.5490715503692627], [9306, 1.5612730979919434], [7137, 1.572698950767517], [8266, 1.57633376121521], [8027, 1.5825228691101074], [8490, 1.5849695205688477], [7466, 1.592139720916748], [7164, 1.5944257974624634], [8256, 1.5954556465148926], [8061, 1.599853277206421], [9224, 1.6066193580627441], [8071, 1.6075806617736816]]",9035
video9578,a diver goes underwater,"[[9578, 1.3732925653457642]]","[[9578, 1.3732925653457642], [8949, 1.4487016201019287], [9609, 1.4827618598937988], [7061, 1.4907993078231812], [9830, 1.500753402709961]]","[[9578, 1.3732925653457642], [8949, 1.4487016201019287], [9609, 1.4827618598937988], [7061, 1.4907993078231812], [9830, 1.500753402709961], [7235, 1.5192914009094238], [8493, 1.533390760421753], [9342, 1.5370875597000122], [9744, 1.5408992767333984], [8071, 1.544622540473938]]","[[9578, 1.3732925653457642], [8949, 1.4487016201019287], [9609, 1.4827618598937988], [7061, 1.4907993078231812], [9830, 1.500753402709961], [7235, 1.5192914009094238], [8493, 1.533390760421753], [9342, 1.5370875597000122], [9744, 1.5408992767333984], [8071, 1.544622540473938], [7795, 1.5515875816345215], [7111, 1.552676796913147], [9452, 1.5564055442810059], [8128, 1.5591704845428467], [9359, 1.5689623355865479]]",9578
video9255,a soldier is laying down,"[[9255, 1.3827569484710693]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663], [9609, 1.5103697776794434], [7373, 1.5103960037231445], [8805, 1.5178582668304443], [9026, 1.5204617977142334], [8319, 1.5265259742736816]]","[[9255, 1.3827569484710693], [8938, 1.4735099077224731], [9235, 1.4919276237487793], [8499, 1.5031564235687256], [7574, 1.5070279836654663], [9609, 1.5103697776794434], [7373, 1.5103960037231445], [8805, 1.5178582668304443], [9026, 1.5204617977142334], [8319, 1.5265259742736816], [7178, 1.5306575298309326], [9208, 1.5331528186798096], [7352, 1.5389223098754883], [9686, 1.5455632209777832], [8346, 1.5497230291366577]]",9255
video9522,a man is giving a presentation on stage,"[[8830, 1.4062466621398926]]","[[8830, 1.4062466621398926], [9203, 1.4585490226745605], [8072, 1.4689369201660156], [9352, 1.4700877666473389], [9522, 1.4777071475982666]]","[[8830, 1.4062466621398926], [9203, 1.4585490226745605], [8072, 1.4689369201660156], [9352, 1.4700877666473389], [9522, 1.4777071475982666], [8445, 1.4939589500427246], [7828, 1.4959399700164795], [9117, 1.499230980873108], [7418, 1.5055267810821533], [8917, 1.5069618225097656]]","[[8830, 1.4062466621398926], [9203, 1.4585490226745605], [8072, 1.4689369201660156], [9352, 1.4700877666473389], [9522, 1.4777071475982666], [8445, 1.4939589500427246], [7828, 1.4959399700164795], [9117, 1.499230980873108], [7418, 1.5055267810821533], [8917, 1.5069618225097656], [9821, 1.5193183422088623], [8932, 1.5195558071136475], [8804, 1.522037386894226], [9683, 1.528796911239624], [7375, 1.5289109945297241]]",9522
video8911,a computer generated cartoon figure operates a control panel while another character sleeps in the background,"[[8911, 1.4731571674346924]]","[[8911, 1.4731571674346924], [7160, 1.478287696838379], [7203, 1.4801915884017944], [9820, 1.4855386018753052], [9458, 1.4919222593307495]]","[[8911, 1.4731571674346924], [7160, 1.478287696838379], [7203, 1.4801915884017944], [9820, 1.4855386018753052], [9458, 1.4919222593307495], [7222, 1.5205206871032715], [9221, 1.5255048274993896], [7365, 1.5258488655090332], [7574, 1.531177043914795], [7798, 1.5494107007980347]]","[[8911, 1.4731571674346924], [7160, 1.478287696838379], [7203, 1.4801915884017944], [9820, 1.4855386018753052], [9458, 1.4919222593307495], [7222, 1.5205206871032715], [9221, 1.5255048274993896], [7365, 1.5258488655090332], [7574, 1.531177043914795], [7798, 1.5494107007980347], [9334, 1.5603035688400269], [8781, 1.5607104301452637], [8328, 1.5634554624557495], [9300, 1.5660924911499023], [9537, 1.5671319961547852]]",8911
