rel_video_id,query,top1,top5,top10,ground_truth
video8251,guy in tshirt playing guitar and singing song,"[[8861, 1.4258294105529785]]","[[8861, 1.4258294105529785], [8251, 1.428259015083313], [7419, 1.4333186149597168], [7976, 1.4367411136627197], [7228, 1.4529242515563965]]","[[8861, 1.4258294105529785], [8251, 1.428259015083313], [7419, 1.4333186149597168], [7976, 1.4367411136627197], [7228, 1.4529242515563965], [7205, 1.4829649925231934], [9872, 1.4883222579956055], [7227, 1.4905445575714111], [9330, 1.4954198598861694], [7545, 1.497440218925476]]",8251
video9230,a man talks to a little boy about not letting people convince him that anything he wants to do in life isn t possible,"[[9230, 1.4453012943267822]]","[[9230, 1.4453012943267822], [8815, 1.4565279483795166], [7413, 1.4667658805847168], [7346, 1.4708495140075684], [9240, 1.471711277961731]]","[[9230, 1.4453012943267822], [8815, 1.4565279483795166], [7413, 1.4667658805847168], [7346, 1.4708495140075684], [9240, 1.471711277961731], [8681, 1.482527256011963], [8606, 1.483237624168396], [9404, 1.5173230171203613], [9775, 1.5183621644973755], [8808, 1.519572138786316]]",9230
video9975,a yellow sports car with a guy speaking about the car,"[[9975, 1.4028189182281494]]","[[9975, 1.4028189182281494], [7506, 1.5016968250274658], [9508, 1.5134525299072266], [8901, 1.5195033550262451], [7616, 1.5219124555587769]]","[[9975, 1.4028189182281494], [7506, 1.5016968250274658], [9508, 1.5134525299072266], [8901, 1.5195033550262451], [7616, 1.5219124555587769], [7110, 1.523740291595459], [7151, 1.55247962474823], [7752, 1.5620654821395874], [7844, 1.5633790493011475], [9535, 1.5760130882263184]]",9975
video7915,a man in sunglasses and a blue shirt beat boxes,"[[7177, 1.3953301906585693]]","[[7177, 1.3953301906585693], [7915, 1.4435324668884277], [8911, 1.4829113483428955], [9489, 1.5061204433441162], [8344, 1.5133908987045288]]","[[7177, 1.3953301906585693], [7915, 1.4435324668884277], [8911, 1.4829113483428955], [9489, 1.5061204433441162], [8344, 1.5133908987045288], [7377, 1.524017095565796], [7418, 1.52602219581604], [7969, 1.5277514457702637], [9534, 1.5312724113464355], [8257, 1.533806562423706]]",7915
video9837,video game footage of a killing spree during call of duty black ops,"[[9837, 1.4150766134262085]]","[[9837, 1.4150766134262085], [7757, 1.4278095960617065], [7780, 1.448115348815918], [7207, 1.5114691257476807], [7766, 1.5299160480499268]]","[[9837, 1.4150766134262085], [7757, 1.4278095960617065], [7780, 1.448115348815918], [7207, 1.5114691257476807], [7766, 1.5299160480499268], [9035, 1.5475411415100098], [8027, 1.556194543838501], [9010, 1.558678388595581], [9208, 1.5595353841781616], [8070, 1.5657641887664795]]",9837
video8012,a woman jumps over a bar and attacks a man,"[[9623, 1.4605777263641357]]","[[9623, 1.4605777263641357], [8073, 1.4954948425292969], [8027, 1.5076167583465576], [9254, 1.5155690908432007], [8330, 1.5158483982086182]]","[[9623, 1.4605777263641357], [8073, 1.4954948425292969], [8027, 1.5076167583465576], [9254, 1.5155690908432007], [8330, 1.5158483982086182], [8267, 1.52229642868042], [8556, 1.5339441299438477], [8304, 1.5390446186065674], [8266, 1.5445027351379395], [9750, 1.5445972681045532]]",8012
video7346,some people video conferencing as they watch a movie,"[[8472, 1.4591954946517944]]","[[8472, 1.4591954946517944], [9688, 1.4656161069869995], [7685, 1.481217622756958], [7593, 1.4859511852264404], [7444, 1.488034963607788]]","[[8472, 1.4591954946517944], [9688, 1.4656161069869995], [7685, 1.481217622756958], [7593, 1.4859511852264404], [7444, 1.488034963607788], [9909, 1.4936327934265137], [9835, 1.5104384422302246], [7027, 1.5150541067123413], [8800, 1.5237334966659546], [8311, 1.5263274908065796]]",7346
video7351,a man is acting out a scene,"[[8301, 1.4739317893981934]]","[[8301, 1.4739317893981934], [8456, 1.4767664670944214], [7755, 1.4819632768630981], [8321, 1.4856754541397095], [7418, 1.4925193786621094]]","[[8301, 1.4739317893981934], [8456, 1.4767664670944214], [7755, 1.4819632768630981], [8321, 1.4856754541397095], [7418, 1.4925193786621094], [7375, 1.4988669157028198], [9206, 1.4989633560180664], [8492, 1.499422311782837], [9744, 1.512758731842041], [8780, 1.514466643333435]]",7351
video9524,a bunch of cartoon faces are chomping their teeth and making eating gestures,"[[9524, 1.3163986206054688]]","[[9524, 1.3163986206054688], [7218, 1.4703807830810547], [9790, 1.4906058311462402], [9537, 1.4926388263702393], [9734, 1.5076220035552979]]","[[9524, 1.3163986206054688], [7218, 1.4703807830810547], [9790, 1.4906058311462402], [9537, 1.4926388263702393], [9734, 1.5076220035552979], [7029, 1.5090501308441162], [8673, 1.518092393875122], [7222, 1.5196168422698975], [8911, 1.5260119438171387], [8781, 1.5269911289215088]]",9524
video8061,comedy skit with dc comics character vane,"[[9742, 1.5107837915420532]]","[[9742, 1.5107837915420532], [7137, 1.522472620010376], [8249, 1.5228155851364136], [8061, 1.5418922901153564], [7741, 1.5427403450012207]]","[[9742, 1.5107837915420532], [7137, 1.522472620010376], [8249, 1.5228155851364136], [8061, 1.5418922901153564], [7741, 1.5427403450012207], [9744, 1.5529091358184814], [7946, 1.5529561042785645], [8304, 1.5593290328979492], [8245, 1.5619277954101562], [8752, 1.5632951259613037]]",8061
video9791,a woman talking about different pictures next to her,"[[9688, 1.408120036125183]]","[[9688, 1.408120036125183], [8679, 1.4631966352462769], [9782, 1.472609281539917], [9791, 1.4792132377624512], [9509, 1.4793810844421387]]","[[9688, 1.408120036125183], [8679, 1.4631966352462769], [9782, 1.472609281539917], [9791, 1.4792132377624512], [9509, 1.4793810844421387], [8011, 1.4796414375305176], [9503, 1.4810304641723633], [9225, 1.4820950031280518], [8690, 1.4826298952102661], [8866, 1.4868288040161133]]",9791
video8780,some people are shooting outside,"[[8306, 1.4573748111724854]]","[[8306, 1.4573748111724854], [9235, 1.4648747444152832], [9784, 1.4680474996566772], [7822, 1.4706263542175293], [8499, 1.4721002578735352]]","[[8306, 1.4573748111724854], [9235, 1.4648747444152832], [9784, 1.4680474996566772], [7822, 1.4706263542175293], [8499, 1.4721002578735352], [8780, 1.4772734642028809], [9548, 1.4783660173416138], [8061, 1.4907941818237305], [8441, 1.4931344985961914], [8864, 1.5017402172088623]]",8780
video8867,the house has at least three small pets,"[[7342, 1.43337082862854]]","[[7342, 1.43337082862854], [8867, 1.4442299604415894], [7201, 1.4670246839523315], [8469, 1.4678535461425781], [7594, 1.4762816429138184]]","[[7342, 1.43337082862854], [8867, 1.4442299604415894], [7201, 1.4670246839523315], [8469, 1.4678535461425781], [7594, 1.4762816429138184], [9034, 1.4786555767059326], [8604, 1.4877865314483643], [7579, 1.4882375001907349], [7113, 1.4914045333862305], [9657, 1.4998551607131958]]",8867
video8445,people enjoy the performance of singer,"[[7725, 1.4399484395980835]]","[[7725, 1.4399484395980835], [7461, 1.459892749786377], [8314, 1.4642406702041626], [8482, 1.465014934539795], [9351, 1.4759840965270996]]","[[7725, 1.4399484395980835], [7461, 1.459892749786377], [8314, 1.4642406702041626], [8482, 1.465014934539795], [9351, 1.4759840965270996], [9243, 1.4801247119903564], [7411, 1.4853136539459229], [7756, 1.4863967895507812], [9815, 1.493079662322998], [7156, 1.494814157485962]]",8445
video8683,two people welcome people to an episode of their show,"[[8683, 1.4421557188034058]]","[[8683, 1.4421557188034058], [8786, 1.4421906471252441], [9023, 1.454503059387207], [8930, 1.4566733837127686], [8922, 1.4697809219360352]]","[[8683, 1.4421557188034058], [8786, 1.4421906471252441], [9023, 1.454503059387207], [8930, 1.4566733837127686], [8922, 1.4697809219360352], [7698, 1.471635341644287], [8919, 1.483817458152771], [7371, 1.4862746000289917], [7362, 1.4866119623184204], [7754, 1.4878032207489014]]",8683
video9830,some people was swimming under the waterit is very good job,"[[8949, 1.408782720565796]]","[[8949, 1.408782720565796], [9830, 1.4341895580291748], [7061, 1.4778958559036255], [8493, 1.4819225072860718], [7795, 1.4821361303329468]]","[[8949, 1.408782720565796], [9830, 1.4341895580291748], [7061, 1.4778958559036255], [8493, 1.4819225072860718], [7795, 1.4821361303329468], [9578, 1.4847813844680786], [9342, 1.4864308834075928], [7797, 1.505678653717041], [8118, 1.510642647743225], [9574, 1.51401948928833]]",9830
video7969,person driving in car,"[[8263, 1.4541608095169067]]","[[8263, 1.4541608095169067], [7965, 1.4647984504699707], [8089, 1.475184440612793], [7354, 1.4944243431091309], [7026, 1.4958420991897583]]","[[8263, 1.4541608095169067], [7965, 1.4647984504699707], [8089, 1.475184440612793], [7354, 1.4944243431091309], [7026, 1.4958420991897583], [8497, 1.4992833137512207], [9800, 1.4999163150787354], [7597, 1.5024304389953613], [9331, 1.503645896911621], [9535, 1.5063891410827637]]",7969
video7913,a man describing how to do something in windows,"[[7913, 1.4187434911727905]]","[[7913, 1.4187434911727905], [7588, 1.4780657291412354], [8250, 1.502798318862915], [9820, 1.5049654245376587], [7563, 1.5103074312210083]]","[[7913, 1.4187434911727905], [7588, 1.4780657291412354], [8250, 1.502798318862915], [9820, 1.5049654245376587], [7563, 1.5103074312210083], [8921, 1.5136873722076416], [7369, 1.5159510374069214], [9812, 1.5159990787506104], [7203, 1.518284559249878], [8682, 1.5195903778076172]]",7913
video7845,a person chops up lettuce and a strainer of kidney beans is shown,"[[7845, 1.4930596351623535]]","[[7845, 1.4930596351623535], [8835, 1.5030059814453125], [7744, 1.5044782161712646], [9689, 1.5277020931243896], [8300, 1.5277926921844482]]","[[7845, 1.4930596351623535], [8835, 1.5030059814453125], [7744, 1.5044782161712646], [9689, 1.5277020931243896], [8300, 1.5277926921844482], [8910, 1.5303542613983154], [7785, 1.5329864025115967], [7898, 1.5377169847488403], [9356, 1.5380809307098389], [7360, 1.540407657623291]]",7845
video9029,a player is putting a basket ball into the basket from distance,"[[8253, 1.4397861957550049]]","[[8253, 1.4397861957550049], [9013, 1.4451055526733398], [7710, 1.4520918130874634], [7763, 1.4601125717163086], [9019, 1.4620227813720703]]","[[8253, 1.4397861957550049], [9013, 1.4451055526733398], [7710, 1.4520918130874634], [7763, 1.4601125717163086], [9019, 1.4620227813720703], [8668, 1.4683037996292114], [9018, 1.4688072204589844], [8124, 1.4700024127960205], [7112, 1.484086275100708], [8652, 1.5028972625732422]]",9029
video7549,a transvestite shows what she bought for her dog including shampoo and conditioner made by martha stuart,"[[9347, 1.5034408569335938]]","[[9347, 1.5034408569335938], [7579, 1.5145132541656494], [8604, 1.51805579662323], [9969, 1.5218524932861328], [7201, 1.5256636142730713]]","[[9347, 1.5034408569335938], [7579, 1.5145132541656494], [8604, 1.51805579662323], [9969, 1.5218524932861328], [7201, 1.5256636142730713], [8866, 1.5311052799224854], [7909, 1.5382111072540283], [9250, 1.5581674575805664], [9034, 1.5589321851730347], [7849, 1.5610873699188232]]",7549
video7799,a guy chops up garlic and pours it over chicken frying in a pan,"[[9335, 1.5020623207092285]]","[[9335, 1.5020623207092285], [9333, 1.5060428380966187], [7799, 1.5247329473495483], [9687, 1.5337755680084229], [8479, 1.5460036993026733]]","[[9335, 1.5020623207092285], [9333, 1.5060428380966187], [7799, 1.5247329473495483], [9687, 1.5337755680084229], [8479, 1.5460036993026733], [7147, 1.5533056259155273], [8300, 1.5592271089553833], [8834, 1.5627682209014893], [8656, 1.567659616470337], [9689, 1.5706334114074707]]",7799
video8907,scene of thor from the avengers,"[[8907, 1.4419512748718262]]","[[8907, 1.4419512748718262], [9742, 1.448243498802185], [8266, 1.4682297706604004], [8319, 1.4865474700927734], [8122, 1.4876551628112793]]","[[8907, 1.4419512748718262], [9742, 1.448243498802185], [8266, 1.4682297706604004], [8319, 1.4865474700927734], [8122, 1.4876551628112793], [8752, 1.4969961643218994], [7352, 1.5119391679763794], [7686, 1.5123450756072998], [8680, 1.5292222499847412], [9306, 1.529746174812317]]",8907
video8078,a man in his backyard talks tot he camera and is going to skin a snake,"[[8078, 1.436692237854004]]","[[8078, 1.436692237854004], [7177, 1.4945273399353027], [7963, 1.5071561336517334], [7350, 1.5146539211273193], [7466, 1.5178810358047485]]","[[8078, 1.436692237854004], [7177, 1.4945273399353027], [7963, 1.5071561336517334], [7350, 1.5146539211273193], [7466, 1.5178810358047485], [7594, 1.5282455682754517], [8572, 1.5396816730499268], [7147, 1.5479357242584229], [7589, 1.5482136011123657], [7174, 1.553234577178955]]",8078
video7795,a documentary on how to windsurf and in particular recover from a wipeout,"[[7795, 1.3985103368759155]]","[[7795, 1.3985103368759155], [8457, 1.4535177946090698], [9342, 1.4766833782196045], [9574, 1.5034599304199219], [7681, 1.5100449323654175]]","[[7795, 1.3985103368759155], [8457, 1.4535177946090698], [9342, 1.4766833782196045], [9574, 1.5034599304199219], [7681, 1.5100449323654175], [9359, 1.524009346961975], [8079, 1.545089602470398], [9578, 1.5468276739120483], [9253, 1.5488405227661133], [8248, 1.5516074895858765]]",7795
video7558,two boys introducing a young lady who plays the cups and sings,"[[7370, 1.497389793395996]]","[[7370, 1.497389793395996], [7578, 1.5194144248962402], [7177, 1.5198920965194702], [9241, 1.5200159549713135], [8442, 1.5262171030044556]]","[[7370, 1.497389793395996], [7578, 1.5194144248962402], [7177, 1.5198920965194702], [9241, 1.5200159549713135], [8442, 1.5262171030044556], [9682, 1.5273010730743408], [8683, 1.5291638374328613], [7558, 1.530501365661621], [8349, 1.5331108570098877], [8447, 1.5335344076156616]]",7558
video9807,a planet is being filmed from space outside,"[[7562, 1.4105775356292725]]","[[7562, 1.4105775356292725], [9807, 1.4180989265441895], [9680, 1.4527009725570679], [8727, 1.475917100906372], [8069, 1.481619954109192]]","[[7562, 1.4105775356292725], [9807, 1.4180989265441895], [9680, 1.4527009725570679], [8727, 1.475917100906372], [8069, 1.481619954109192], [7027, 1.4908602237701416], [8071, 1.5458647012710571], [9774, 1.5718770027160645], [9620, 1.5744065046310425], [9609, 1.5750234127044678]]",9807
video7791,three kids are performing a song,"[[9303, 1.4663935899734497]]","[[9303, 1.4663935899734497], [7220, 1.4809828996658325], [7791, 1.4902746677398682], [9202, 1.4922804832458496], [8447, 1.4982304573059082]]","[[9303, 1.4663935899734497], [7220, 1.4809828996658325], [7791, 1.4902746677398682], [9202, 1.4922804832458496], [8447, 1.4982304573059082], [9304, 1.5117179155349731], [9879, 1.5122904777526855], [7970, 1.5159173011779785], [8810, 1.5242685079574585], [7756, 1.5289366245269775]]",7791
video8478,a cat is licking a baby,"[[7902, 1.3323408365249634]]","[[7902, 1.3323408365249634], [8478, 1.354449987411499], [7570, 1.5071983337402344], [9320, 1.5304949283599854], [8672, 1.5323317050933838]]","[[7902, 1.3323408365249634], [8478, 1.354449987411499], [7570, 1.5071983337402344], [9320, 1.5304949283599854], [8672, 1.5323317050933838], [8323, 1.5402073860168457], [8018, 1.5661113262176514], [8681, 1.578366994857788], [9969, 1.5805503129959106], [9828, 1.581492304801941]]",8478
video7371,a tv shows review program hosts discuss about the performance and staying on air of star trek,"[[7371, 1.411461591720581]]","[[7371, 1.411461591720581], [7234, 1.456138253211975], [7753, 1.4608737230300903], [8120, 1.4635779857635498], [9791, 1.4753732681274414]]","[[7371, 1.411461591720581], [7234, 1.456138253211975], [7753, 1.4608737230300903], [8120, 1.4635779857635498], [9791, 1.4753732681274414], [7577, 1.5024954080581665], [7731, 1.5031462907791138], [8789, 1.506553292274475], [8905, 1.508321762084961], [7231, 1.5097564458847046]]",7371
video9336,video game of a truck driving through desert obstacles,"[[9336, 1.361611008644104]]","[[9336, 1.361611008644104], [8070, 1.4706320762634277], [7445, 1.477447271347046], [9355, 1.507367730140686], [8468, 1.5167317390441895]]","[[9336, 1.361611008644104], [8070, 1.4706320762634277], [7445, 1.477447271347046], [9355, 1.507367730140686], [8468, 1.5167317390441895], [8788, 1.52823007106781], [9014, 1.529175043106079], [9832, 1.538389801979065], [8689, 1.547441005706787], [9344, 1.552495002746582]]",9336
video8466,men are playing instruments in a band,"[[8466, 1.4176204204559326]]","[[8466, 1.4176204204559326], [7205, 1.459490418434143], [8978, 1.465235710144043], [8861, 1.4671814441680908], [9489, 1.4799470901489258]]","[[8466, 1.4176204204559326], [7205, 1.459490418434143], [8978, 1.465235710144043], [8861, 1.4671814441680908], [9489, 1.4799470901489258], [8925, 1.4916529655456543], [7367, 1.4931541681289673], [7461, 1.5013148784637451], [7135, 1.5024495124816895], [7156, 1.5027611255645752]]",8466
video9014,a cartoon plane picking up fruit and putting it in trucks,"[[9014, 1.3784420490264893]]","[[9014, 1.3784420490264893], [9537, 1.5248181819915771], [9336, 1.5390101671218872], [8781, 1.5502705574035645], [7701, 1.553168535232544]]","[[9014, 1.3784420490264893], [9537, 1.5248181819915771], [9336, 1.5390101671218872], [8781, 1.5502705574035645], [7701, 1.553168535232544], [8498, 1.554190993309021], [9772, 1.5590713024139404], [7835, 1.5709898471832275], [7912, 1.5737988948822021], [8655, 1.579298734664917]]",9014
video8804,two men are in the classroom and having conversation,"[[9579, 1.457237958908081]]","[[9579, 1.457237958908081], [7491, 1.4602068662643433], [8331, 1.4667727947235107], [7413, 1.4723832607269287], [8808, 1.4843560457229614]]","[[9579, 1.457237958908081], [7491, 1.4602068662643433], [8331, 1.4667727947235107], [7413, 1.4723832607269287], [8808, 1.4843560457229614], [7114, 1.485287070274353], [8472, 1.4888331890106201], [9811, 1.4945341348648071], [8257, 1.503093957901001], [9117, 1.5067808628082275]]",8804
video7561,playing with toy kitchen accessories,"[[7561, 1.3692940473556519]]","[[7561, 1.3692940473556519], [7768, 1.4329675436019897], [8332, 1.4697835445404053], [8121, 1.5005475282669067], [8869, 1.5044357776641846]]","[[7561, 1.3692940473556519], [7768, 1.4329675436019897], [8332, 1.4697835445404053], [8121, 1.5005475282669067], [8869, 1.5044357776641846], [8343, 1.5064024925231934], [7173, 1.5134220123291016], [8774, 1.513791561126709], [7785, 1.5292611122131348], [7363, 1.5385704040527344]]",7561
video8129,behind the scenes in a professional kitchen as the chefs work and the waiters run food can be a very noisy experience,"[[8129, 1.364237904548645]]","[[8129, 1.364237904548645], [8325, 1.4902801513671875], [7559, 1.507455825805664], [9356, 1.5081111192703247], [8664, 1.5095208883285522]]","[[8129, 1.364237904548645], [8325, 1.4902801513671875], [7559, 1.507455825805664], [9356, 1.5081111192703247], [8664, 1.5095208883285522], [7415, 1.5213119983673096], [8865, 1.5331695079803467], [7968, 1.5338603258132935], [8247, 1.5371512174606323], [8686, 1.537402868270874]]",8129
video8027,a video game is played,"[[8578, 1.4777380228042603]]","[[8578, 1.4777380228042603], [8459, 1.482173204421997], [8931, 1.4831798076629639], [7919, 1.4832801818847656], [8313, 1.483398199081421]]","[[8578, 1.4777380228042603], [8459, 1.482173204421997], [8931, 1.4831798076629639], [7919, 1.4832801818847656], [8313, 1.483398199081421], [8010, 1.4834508895874023], [7792, 1.4848685264587402], [9510, 1.4885199069976807], [7366, 1.489060401916504], [7374, 1.491310477256775]]",8027
video7772,a gospel band playing,"[[7772, 1.4264017343521118]]","[[7772, 1.4264017343521118], [8474, 1.430247187614441], [8324, 1.4796192646026611], [7205, 1.482738971710205], [7156, 1.4870936870574951]]","[[7772, 1.4264017343521118], [8474, 1.430247187614441], [8324, 1.4796192646026611], [7205, 1.482738971710205], [7156, 1.4870936870574951], [8926, 1.4902360439300537], [8336, 1.4991884231567383], [8978, 1.499436378479004], [8466, 1.500870704650879], [7596, 1.5129951238632202]]",7772
video8344,a man is driving a car through the countryside,"[[9331, 1.4395769834518433]]","[[9331, 1.4395769834518433], [8263, 1.4408255815505981], [9800, 1.4461698532104492], [7174, 1.4554165601730347], [9677, 1.4584683179855347]]","[[9331, 1.4395769834518433], [8263, 1.4408255815505981], [9800, 1.4461698532104492], [7174, 1.4554165601730347], [9677, 1.4584683179855347], [8089, 1.4609386920928955], [9806, 1.4977309703826904], [9328, 1.4987763166427612], [8344, 1.498969554901123], [7965, 1.5090041160583496]]",8344
video8926,a man is playing a guitar with a band in a live concert,"[[7961, 1.4044829607009888]]","[[7961, 1.4044829607009888], [8466, 1.41077721118927], [8925, 1.4161068201065063], [8926, 1.446765422821045], [7461, 1.4604791402816772]]","[[7961, 1.4044829607009888], [8466, 1.41077721118927], [8925, 1.4161068201065063], [8926, 1.446765422821045], [7461, 1.4604791402816772], [8324, 1.4615927934646606], [7156, 1.467864751815796], [7596, 1.4794914722442627], [7205, 1.4884108304977417], [7976, 1.4885343313217163]]",8926
video7166,a person is explaining something,"[[8807, 1.499647617340088]]","[[8807, 1.499647617340088], [8072, 1.5044565200805664], [7375, 1.505791187286377], [8752, 1.5110256671905518], [7418, 1.5147228240966797]]","[[8807, 1.499647617340088], [8072, 1.5044565200805664], [7375, 1.505791187286377], [8752, 1.5110256671905518], [7418, 1.5147228240966797], [9821, 1.5163657665252686], [8011, 1.5168352127075195], [8247, 1.5198510885238647], [7575, 1.5205045938491821], [8480, 1.5218037366867065]]",7166
video7374,video game clip showing here different charcters,"[[9805, 1.465142011642456]]","[[9805, 1.465142011642456], [7723, 1.4744832515716553], [7798, 1.4815512895584106], [8313, 1.4817954301834106], [8578, 1.4843932390213013]]","[[9805, 1.465142011642456], [7723, 1.4744832515716553], [7798, 1.4815512895584106], [8313, 1.4817954301834106], [8578, 1.4843932390213013], [7366, 1.4853980541229248], [9795, 1.4854912757873535], [8459, 1.4889459609985352], [7143, 1.4890743494033813], [8797, 1.490086555480957]]",7374
video8257,a man is discussing some functions for a science expirement,"[[9119, 1.4402122497558594]]","[[9119, 1.4402122497558594], [8257, 1.4451100826263428], [9249, 1.4452104568481445], [7900, 1.467322587966919], [8331, 1.4713610410690308]]","[[9119, 1.4402122497558594], [8257, 1.4451100826263428], [9249, 1.4452104568481445], [7900, 1.467322587966919], [8331, 1.4713610410690308], [9699, 1.471671462059021], [9901, 1.4728636741638184], [7431, 1.490360975265503], [7946, 1.4942190647125244], [8804, 1.4961559772491455]]",8257
video8676,a girl walking down a path,"[[8678, 1.424503207206726]]","[[8678, 1.424503207206726], [7837, 1.464576005935669], [7467, 1.4767228364944458], [9348, 1.4819639921188354], [9307, 1.4911043643951416]]","[[8678, 1.424503207206726], [7837, 1.464576005935669], [7467, 1.4767228364944458], [9348, 1.4819639921188354], [9307, 1.4911043643951416], [9451, 1.4968352317810059], [8018, 1.5032317638397217], [8806, 1.5040476322174072], [9332, 1.5041570663452148], [9308, 1.5086737871170044]]",8676
video8483,someone is mixing ingredients in a bowl,"[[7826, 1.409886360168457]]","[[7826, 1.409886360168457], [7140, 1.4193687438964844], [7744, 1.429822325706482], [8483, 1.4489614963531494], [7785, 1.460819959640503]]","[[7826, 1.409886360168457], [7140, 1.4193687438964844], [7744, 1.429822325706482], [8483, 1.4489614963531494], [7785, 1.460819959640503], [9256, 1.4778577089309692], [7376, 1.4810268878936768], [9022, 1.481234073638916], [8772, 1.4870431423187256], [8656, 1.4908093214035034]]",8483
video7064,a guy wearing a black shirt talks and shows a chart on the tv screen,"[[7890, 1.4578760862350464]]","[[7890, 1.4578760862350464], [7064, 1.4801149368286133], [8328, 1.4848496913909912], [7418, 1.485517978668213], [7432, 1.4998774528503418]]","[[7890, 1.4578760862350464], [7064, 1.4801149368286133], [8328, 1.4848496913909912], [7418, 1.485517978668213], [7432, 1.4998774528503418], [7412, 1.5032292604446411], [9882, 1.512465238571167], [9781, 1.515777826309204], [7027, 1.5286015272140503], [9821, 1.5287683010101318]]",7064
video7201,lady and her dogs,"[[9034, 1.4481884241104126]]","[[9034, 1.4481884241104126], [9969, 1.4758853912353516], [8837, 1.4772580862045288], [8604, 1.4842232465744019], [8866, 1.4843320846557617]]","[[9034, 1.4481884241104126], [9969, 1.4758853912353516], [8837, 1.4772580862045288], [8604, 1.4842232465744019], [8866, 1.4843320846557617], [7201, 1.4869863986968994], [7146, 1.4916653633117676], [9828, 1.4947035312652588], [7836, 1.5076727867126465], [7579, 1.5080711841583252]]",7201
video7165,a cook prepares food items in a metal bowl,"[[7695, 1.4720426797866821]]","[[7695, 1.4720426797866821], [7744, 1.4782382249832153], [8483, 1.4801989793777466], [8656, 1.4826116561889648], [8654, 1.4830048084259033]]","[[7695, 1.4720426797866821], [7744, 1.4782382249832153], [8483, 1.4801989793777466], [8656, 1.4826116561889648], [8654, 1.4830048084259033], [9836, 1.4851336479187012], [8300, 1.485911250114441], [7148, 1.4868935346603394], [7376, 1.4874547719955444], [7140, 1.4874659776687622]]",7165
video8606,a man eats rice and a woman goes to the hospital,"[[8606, 1.4159835577011108]]","[[8606, 1.4159835577011108], [7163, 1.4717576503753662], [8664, 1.4769394397735596], [8326, 1.484173059463501], [7559, 1.4930005073547363]]","[[8606, 1.4159835577011108], [7163, 1.4717576503753662], [8664, 1.4769394397735596], [8326, 1.484173059463501], [7559, 1.4930005073547363], [8012, 1.4968209266662598], [9686, 1.5007835626602173], [9322, 1.5165538787841797], [9682, 1.5176725387573242], [7169, 1.5293054580688477]]",8606
video8678,a lady is walking in the beach,"[[8678, 1.4209239482879639]]","[[8678, 1.4209239482879639], [8928, 1.4707529544830322], [8895, 1.4767968654632568], [9016, 1.4769479036331177], [8999, 1.4898600578308105]]","[[8678, 1.4209239482879639], [8928, 1.4707529544830322], [8895, 1.4767968654632568], [9016, 1.4769479036331177], [8999, 1.4898600578308105], [9201, 1.4984275102615356], [9359, 1.5033197402954102], [7974, 1.5158345699310303], [8014, 1.5179228782653809], [7681, 1.5222442150115967]]",8678
video7462,he drew a beautiful picture,"[[7977, 1.4425424337387085]]","[[7977, 1.4425424337387085], [9242, 1.451299786567688], [8804, 1.5130550861358643], [7163, 1.519175410270691], [7829, 1.5214006900787354]]","[[7977, 1.4425424337387085], [9242, 1.451299786567688], [8804, 1.5130550861358643], [7163, 1.519175410270691], [7829, 1.5214006900787354], [8011, 1.5296937227249146], [7418, 1.5301897525787354], [9209, 1.5335508584976196], [8269, 1.5404869318008423], [9246, 1.5429011583328247]]",7462
video8074,a girl sitting in a restaurant,"[[8074, 1.481696605682373]]","[[8074, 1.481696605682373], [7365, 1.5099904537200928], [8783, 1.5140209197998047], [8048, 1.515723466873169], [7175, 1.5255413055419922]]","[[8074, 1.481696605682373], [7365, 1.5099904537200928], [8783, 1.5140209197998047], [8048, 1.515723466873169], [7175, 1.5255413055419922], [7724, 1.5276970863342285], [8604, 1.5348186492919922], [8304, 1.5348732471466064], [8330, 1.5358290672302246], [7726, 1.537907361984253]]",8074
video8069,an astronaut is looking at a flag,"[[9609, 1.3758907318115234]]","[[9609, 1.3758907318115234], [8069, 1.4027074575424194], [7027, 1.4683361053466797], [7562, 1.5015830993652344], [9680, 1.5153074264526367]]","[[9609, 1.3758907318115234], [8069, 1.4027074575424194], [7027, 1.4683361053466797], [7562, 1.5015830993652344], [9680, 1.5153074264526367], [8334, 1.5229673385620117], [7444, 1.5237362384796143], [7431, 1.5307061672210693], [8727, 1.5369806289672852], [7732, 1.5437424182891846]]",8069
video7155,there are two men swimming in a pond,"[[8079, 1.4662076234817505]]","[[8079, 1.4662076234817505], [8949, 1.4705021381378174], [9830, 1.4882200956344604], [9240, 1.497185468673706], [7152, 1.5192261934280396]]","[[8079, 1.4662076234817505], [8949, 1.4705021381378174], [9830, 1.4882200956344604], [9240, 1.497185468673706], [7152, 1.5192261934280396], [7061, 1.5210405588150024], [8493, 1.5216487646102905], [7797, 1.5311253070831299], [9342, 1.5340160131454468], [9578, 1.5438997745513916]]",7155
video8813,a woman is interviewed on a tv talk show,"[[9037, 1.4512044191360474]]","[[9037, 1.4512044191360474], [7145, 1.4553515911102295], [7947, 1.4633712768554688], [7577, 1.470731496810913], [9793, 1.4830756187438965]]","[[9037, 1.4512044191360474], [7145, 1.4553515911102295], [7947, 1.4633712768554688], [7577, 1.470731496810913], [9793, 1.4830756187438965], [9791, 1.4853098392486572], [8826, 1.4864225387573242], [8783, 1.487054705619812], [7613, 1.4901885986328125], [7341, 1.490378975868225]]",8813
