rel_video_id,query,top1,top5,top10,ground_truth
video7369,a man is talking about opening a laptop case,"[[8796, 1.3989872932434082]]","[[8796, 1.3989872932434082], [7369, 1.414616584777832], [8924, 1.446868658065796], [7828, 1.4830329418182373], [8682, 1.4895994663238525]]","[[8796, 1.3989872932434082], [7369, 1.414616584777832], [8924, 1.446868658065796], [7828, 1.4830329418182373], [8682, 1.4895994663238525], [7910, 1.4962687492370605], [9474, 1.5039434432983398], [7833, 1.5098034143447876], [7347, 1.510180115699768], [9404, 1.515346884727478]]",7369
video8680,a woman talking to a man in a hood,"[[7116, 1.4524178504943848]]","[[7116, 1.4524178504943848], [9919, 1.469124674797058], [8249, 1.4849790334701538], [7583, 1.4853312969207764], [9237, 1.4860560894012451]]","[[7116, 1.4524178504943848], [9919, 1.469124674797058], [8249, 1.4849790334701538], [7583, 1.4853312969207764], [9237, 1.4860560894012451], [8304, 1.4862943887710571], [9521, 1.4983844757080078], [9780, 1.5022485256195068], [8680, 1.5027506351470947], [7114, 1.5036990642547607]]",8680
video7976,a young boy rocks out on a guitar,"[[7976, 1.3401079177856445]]","[[7976, 1.3401079177856445], [7227, 1.353386640548706], [7228, 1.4492487907409668], [9872, 1.4750111103057861], [8861, 1.4831557273864746]]","[[7976, 1.3401079177856445], [7227, 1.353386640548706], [7228, 1.4492487907409668], [9872, 1.4750111103057861], [8861, 1.4831557273864746], [7419, 1.483612298965454], [8251, 1.4861795902252197], [7346, 1.4896142482757568], [7960, 1.4936140775680542], [8265, 1.4962525367736816]]",7976
video9474,a man talking about finances,"[[7834, 1.4317600727081299]]","[[7834, 1.4317600727081299], [7375, 1.4728713035583496], [7833, 1.478079080581665], [9406, 1.483536958694458], [9474, 1.498090147972107]]","[[7834, 1.4317600727081299], [7375, 1.4728713035583496], [7833, 1.478079080581665], [9406, 1.483536958694458], [9474, 1.498090147972107], [7890, 1.4990589618682861], [7418, 1.5008504390716553], [8917, 1.5010693073272705], [9418, 1.502500295639038], [8269, 1.5063451528549194]]",9474
video9247,in an animated scene two characters are outside under a menacing sky glaring at each other,"[[9247, 1.4231269359588623]]","[[9247, 1.4231269359588623], [7164, 1.4670971632003784], [9306, 1.47352933883667], [8680, 1.4740195274353027], [8245, 1.4749438762664795]]","[[9247, 1.4231269359588623], [7164, 1.4670971632003784], [9306, 1.47352933883667], [8680, 1.4740195274353027], [8245, 1.4749438762664795], [9232, 1.4918594360351562], [7467, 1.4961596727371216], [7468, 1.49943208694458], [9208, 1.5038189888000488], [9805, 1.506190299987793]]",9247
video7547,there is a woman in her roomshe is a net idol show her new vedio,"[[9793, 1.4601713418960571]]","[[9793, 1.4601713418960571], [7348, 1.46571683883667], [9250, 1.4669183492660522], [9347, 1.476531982421875], [7547, 1.4822726249694824]]","[[9793, 1.4601713418960571], [7348, 1.46571683883667], [9250, 1.4669183492660522], [9347, 1.476531982421875], [7547, 1.4822726249694824], [8669, 1.4848077297210693], [7684, 1.4863301515579224], [8904, 1.4890822172164917], [7573, 1.4893014430999756], [9205, 1.489450454711914]]",7547
video9345,cartoon birds are flying,"[[9345, 1.4368650913238525]]","[[9345, 1.4368650913238525], [9772, 1.4593102931976318], [9452, 1.5124253034591675], [9524, 1.5133005380630493], [9805, 1.518836498260498]]","[[9345, 1.4368650913238525], [9772, 1.4593102931976318], [9452, 1.5124253034591675], [9524, 1.5133005380630493], [9805, 1.518836498260498], [9014, 1.5217463970184326], [8674, 1.5221240520477295], [7747, 1.5295840501785278], [8110, 1.5298616886138916], [9774, 1.530378818511963]]",9345
video8741,a tour through chinese architecture,"[[8741, 1.3551850318908691]]","[[8741, 1.3551850318908691], [7823, 1.5088062286376953], [8426, 1.5141633749008179], [8241, 1.519117832183838], [7028, 1.5206875801086426]]","[[8741, 1.3551850318908691], [7823, 1.5088062286376953], [8426, 1.5141633749008179], [8241, 1.519117832183838], [7028, 1.5206875801086426], [9244, 1.527953863143921], [8312, 1.546147346496582], [9581, 1.5472538471221924], [8118, 1.549851655960083], [8012, 1.565889835357666]]",8741
video9690,a man explains the condition of someone in the hospital to the press outside of a building,"[[9690, 1.4462543725967407]]","[[9690, 1.4462543725967407], [7704, 1.464292049407959], [7790, 1.468751311302185], [8022, 1.5032609701156616], [8906, 1.5138566493988037]]","[[9690, 1.4462543725967407], [7704, 1.464292049407959], [7790, 1.468751311302185], [8022, 1.5032609701156616], [8906, 1.5138566493988037], [9406, 1.5225368738174438], [7469, 1.5251994132995605], [9885, 1.532820463180542], [8269, 1.5351378917694092], [9323, 1.5384340286254883]]",9690
video9252,garage opening for a old bug to pull out to drive away,"[[9252, 1.436248540878296]]","[[9252, 1.436248540878296], [7963, 1.4386470317840576], [9508, 1.444620132446289], [7614, 1.507744550704956], [8246, 1.5128709077835083]]","[[9252, 1.436248540878296], [7963, 1.4386470317840576], [9508, 1.444620132446289], [7614, 1.507744550704956], [8246, 1.5128709077835083], [7820, 1.51615571975708], [8651, 1.539851427078247], [9975, 1.5447251796722412], [8121, 1.5469627380371094], [9878, 1.5497121810913086]]",9252
video8326,video showing helping attitude of human beings,"[[7364, 1.4481890201568604]]","[[7364, 1.4481890201568604], [7680, 1.4713201522827148], [9228, 1.4803721904754639], [7134, 1.4839756488800049], [8326, 1.485112190246582]]","[[7364, 1.4481890201568604], [7680, 1.4713201522827148], [9228, 1.4803721904754639], [7134, 1.4839756488800049], [8326, 1.485112190246582], [7825, 1.4877935647964478], [7149, 1.4938907623291016], [9824, 1.4940743446350098], [8606, 1.4952152967453003], [7827, 1.5023759603500366]]",8326
video8921,someone ends their tutorial on their computer,"[[8921, 1.454436182975769]]","[[8921, 1.454436182975769], [9812, 1.4675360918045044], [7913, 1.4739967584609985], [9346, 1.4852608442306519], [7347, 1.5013532638549805]]","[[8921, 1.454436182975769], [9812, 1.4675360918045044], [7913, 1.4739967584609985], [9346, 1.4852608442306519], [7347, 1.5013532638549805], [9458, 1.5019245147705078], [7203, 1.5041197538375854], [9549, 1.5047316551208496], [8860, 1.5063238143920898], [8909, 1.508137822151184]]",8921
video7682,man and woman are showing affection,"[[7682, 1.4511377811431885]]","[[7682, 1.4511377811431885], [9801, 1.4584589004516602], [7590, 1.4599523544311523], [9682, 1.471442461013794], [9023, 1.497488021850586]]","[[7682, 1.4511377811431885], [9801, 1.4584589004516602], [7590, 1.4599523544311523], [9682, 1.471442461013794], [9023, 1.497488021850586], [7964, 1.5004469156265259], [8653, 1.5006941556930542], [8974, 1.5016937255859375], [8330, 1.505211591720581], [8807, 1.5060317516326904]]",7682
video9508,men in a garage talk about a car they are going to restore,"[[9508, 1.4259748458862305]]","[[9508, 1.4259748458862305], [8901, 1.475954532623291], [7110, 1.490156888961792], [7060, 1.4957311153411865], [7151, 1.507282018661499]]","[[9508, 1.4259748458862305], [8901, 1.475954532623291], [7110, 1.490156888961792], [7060, 1.4957311153411865], [7151, 1.507282018661499], [7614, 1.5129032135009766], [9252, 1.5166457891464233], [8246, 1.526045560836792], [9811, 1.540242075920105], [7820, 1.5414611101150513]]",9508
video8682,a man talking something about the new smart phones,"[[9697, 1.420727252960205]]","[[9697, 1.420727252960205], [9257, 1.4390881061553955], [9258, 1.4841686487197876], [9692, 1.4893615245819092], [8269, 1.5055241584777832]]","[[9697, 1.420727252960205], [9257, 1.4390881061553955], [9258, 1.4841686487197876], [9692, 1.4893615245819092], [8269, 1.5055241584777832], [9406, 1.5170515775680542], [8682, 1.5177125930786133], [8721, 1.531156063079834], [7575, 1.531193494796753], [9117, 1.5376611948013306]]",8682
video7342,opening of a nest a rate is coming out and searching something it eats something on a human hand,"[[9657, 1.4394887685775757]]","[[9657, 1.4394887685775757], [8469, 1.4654499292373657], [7594, 1.5313397645950317], [8071, 1.535596489906311], [7342, 1.5365605354309082]]","[[9657, 1.4394887685775757], [8469, 1.4654499292373657], [7594, 1.5313397645950317], [8071, 1.535596489906311], [7342, 1.5365605354309082], [7466, 1.5447986125946045], [8493, 1.5461677312850952], [9208, 1.549705147743225], [8012, 1.5517292022705078], [8572, 1.553145408630371]]",7342
video7227,a man is singing,"[[7767, 1.4533675909042358]]","[[7767, 1.4533675909042358], [9351, 1.4619094133377075], [7205, 1.464903473854065], [7156, 1.4803667068481445], [7367, 1.4841525554656982]]","[[7767, 1.4533675909042358], [9351, 1.4619094133377075], [7205, 1.464903473854065], [7156, 1.4803667068481445], [7367, 1.4841525554656982], [7236, 1.4908760786056519], [8978, 1.4947590827941895], [7598, 1.49531888961792], [9330, 1.4955635070800781], [8251, 1.5003325939178467]]",7227
video8311,a man is filming as he and a woman watch the news where it shows an area filled with smoke,"[[8311, 1.353057861328125]]","[[8311, 1.353057861328125], [7119, 1.3949482440948486], [8175, 1.4325799942016602], [9028, 1.4677681922912598], [7613, 1.4743824005126953]]","[[8311, 1.353057861328125], [7119, 1.3949482440948486], [8175, 1.4325799942016602], [9028, 1.4677681922912598], [7613, 1.4743824005126953], [8022, 1.49025559425354], [7790, 1.493943691253662], [9223, 1.495917558670044], [8333, 1.497147798538208], [8864, 1.4993329048156738]]",8311
video7916,girl is checking twitter,"[[7547, 1.4532123804092407]]","[[7547, 1.4532123804092407], [7916, 1.4580429792404175], [7687, 1.465602993965149], [7118, 1.4783507585525513], [9205, 1.480370283126831]]","[[7547, 1.4532123804092407], [7916, 1.4580429792404175], [7687, 1.465602993965149], [7118, 1.4783507585525513], [9205, 1.480370283126831], [8320, 1.484015941619873], [8832, 1.4948298931121826], [9816, 1.49483323097229], [9509, 1.5031224489212036], [9012, 1.5087738037109375]]",7916
video7726,a woman is singing and pouring drinks,"[[7726, 1.402978777885437]]","[[7726, 1.402978777885437], [7411, 1.4386433362960815], [8471, 1.475351333618164], [9815, 1.484366536140442], [7370, 1.490260124206543]]","[[7726, 1.402978777885437], [7411, 1.4386433362960815], [8471, 1.475351333618164], [9815, 1.484366536140442], [7370, 1.490260124206543], [8807, 1.4943873882293701], [9827, 1.497328281402588], [7917, 1.5187950134277344], [7725, 1.5206743478775024], [8314, 1.5234774351119995]]",7726
video8999,showing anushka sharma bollywood actress,"[[8999, 1.3599613904953003]]","[[8999, 1.3599613904953003], [8453, 1.4165105819702148], [8974, 1.4531848430633545], [9225, 1.4717285633087158], [9513, 1.4937126636505127]]","[[8999, 1.3599613904953003], [8453, 1.4165105819702148], [8974, 1.4531848430633545], [9225, 1.4717285633087158], [9513, 1.4937126636505127], [8485, 1.5065412521362305], [9688, 1.5192545652389526], [8790, 1.5256459712982178], [9329, 1.5291001796722412], [9815, 1.529445767402649]]",8999
video8905,two man s are talking to each other,"[[9545, 1.436745285987854]]","[[9545, 1.436745285987854], [7371, 1.461562156677246], [7349, 1.4646776914596558], [8922, 1.4699777364730835], [8948, 1.4763169288635254]]","[[9545, 1.436745285987854], [7371, 1.461562156677246], [7349, 1.4646776914596558], [8922, 1.4699777364730835], [8948, 1.4763169288635254], [7794, 1.481488585472107], [8685, 1.4845799207687378], [8829, 1.4897847175598145], [8259, 1.4927910566329956], [8932, 1.4934026002883911]]",8905
video7026,a man is giving a review on a vehicle,"[[7356, 1.4331245422363281]]","[[7356, 1.4331245422363281], [9358, 1.4355313777923584], [7765, 1.4553990364074707], [7026, 1.460257649421692], [7354, 1.4607670307159424]]","[[7356, 1.4331245422363281], [9358, 1.4355313777923584], [7765, 1.4553990364074707], [7026, 1.460257649421692], [7354, 1.4607670307159424], [7115, 1.4655218124389648], [7597, 1.4712154865264893], [7138, 1.483578085899353], [7209, 1.4952855110168457], [7820, 1.4976613521575928]]",7026
video7728,a woman swings her hair in front of a large sing on a brick wall,"[[8073, 1.4861171245574951]]","[[8073, 1.4861171245574951], [8392, 1.4889447689056396], [8012, 1.4904875755310059], [9815, 1.5112841129302979], [7411, 1.5201702117919922]]","[[8073, 1.4861171245574951], [8392, 1.4889447689056396], [8012, 1.4904875755310059], [9815, 1.5112841129302979], [7411, 1.5201702117919922], [9254, 1.5214107036590576], [8241, 1.5248329639434814], [9205, 1.5308680534362793], [9518, 1.5352275371551514], [8014, 1.54015052318573]]",7728
video8079,several groups of people are kayaking on a waterway,"[[8457, 1.4534579515457153]]","[[8457, 1.4534579515457153], [8079, 1.4560465812683105], [9831, 1.4793156385421753], [8025, 1.485661506652832], [8312, 1.497132420539856]]","[[8457, 1.4534579515457153], [8079, 1.4560465812683105], [9831, 1.4793156385421753], [8025, 1.485661506652832], [8312, 1.497132420539856], [8118, 1.511146068572998], [8307, 1.5205841064453125], [7681, 1.5275523662567139], [7795, 1.5323126316070557], [9578, 1.5369902849197388]]",8079
video7552,it is about a cartoon film,"[[9403, 1.4697726964950562]]","[[9403, 1.4697726964950562], [8794, 1.470944881439209], [8781, 1.4723652601242065], [8110, 1.4746522903442383], [8903, 1.4793436527252197]]","[[9403, 1.4697726964950562], [8794, 1.470944881439209], [8781, 1.4723652601242065], [8110, 1.4746522903442383], [8903, 1.4793436527252197], [9814, 1.4801483154296875], [9772, 1.4819276332855225], [7222, 1.4834678173065186], [8839, 1.4852757453918457], [8799, 1.4870960712432861]]",7552
video8474,men and women sing in a choir on stage with a piano,"[[8474, 1.3457403182983398]]","[[8474, 1.3457403182983398], [8336, 1.468306541442871], [7772, 1.498984456062317], [8014, 1.5032126903533936], [7156, 1.507023572921753]]","[[8474, 1.3457403182983398], [8336, 1.468306541442871], [7772, 1.498984456062317], [8014, 1.5032126903533936], [7156, 1.507023572921753], [7596, 1.5267573595046997], [9304, 1.5407414436340332], [7205, 1.5455437898635864], [8466, 1.5478575229644775], [9254, 1.550968885421753]]",8474
video8721,man in grey shirt is having an interview in the building,"[[8721, 1.4341144561767578]]","[[8721, 1.4341144561767578], [7469, 1.4418556690216064], [9885, 1.4481101036071777], [9249, 1.4665005207061768], [7491, 1.46834135055542]]","[[8721, 1.4341144561767578], [7469, 1.4418556690216064], [9885, 1.4481101036071777], [9249, 1.4665005207061768], [7491, 1.46834135055542], [9901, 1.4717860221862793], [7215, 1.4758923053741455], [8905, 1.4852323532104492], [8331, 1.4865854978561401], [8120, 1.4883320331573486]]",8721
video7414,a female in a space age outfit crawling and dancing on the floor,"[[7414, 1.4281675815582275]]","[[7414, 1.4281675815582275], [8073, 1.4389077425003052], [7783, 1.4817659854888916], [9827, 1.4869874715805054], [8903, 1.5076308250427246]]","[[7414, 1.4281675815582275], [8073, 1.4389077425003052], [7783, 1.4817659854888916], [9827, 1.4869874715805054], [8903, 1.5076308250427246], [7178, 1.5269776582717896], [8027, 1.5296062231063843], [8305, 1.5296672582626343], [8392, 1.537840485572815], [7135, 1.5380558967590332]]",7414
video8727,a picture of what could be the moon or mars is on the screen,"[[8727, 1.3502144813537598]]","[[8727, 1.3502144813537598], [7562, 1.4158047437667847], [9807, 1.433333158493042], [9680, 1.4355061054229736], [9620, 1.4397392272949219]]","[[8727, 1.3502144813537598], [7562, 1.4158047437667847], [9807, 1.433333158493042], [9680, 1.4355061054229736], [9620, 1.4397392272949219], [8069, 1.4586995840072632], [9774, 1.4798166751861572], [7431, 1.5127390623092651], [8463, 1.5133196115493774], [7027, 1.5196752548217773]]",8727
video7141,a cartoon that is blurryb on a tv screen of a fashion run way,"[[8473, 1.448392629623413]]","[[8473, 1.448392629623413], [8311, 1.4974719285964966], [8794, 1.4976707696914673], [8111, 1.5029337406158447], [9695, 1.5054092407226562]]","[[8473, 1.448392629623413], [8311, 1.4974719285964966], [8794, 1.4976707696914673], [8111, 1.5029337406158447], [9695, 1.5054092407226562], [8110, 1.5063574314117432], [7730, 1.515871286392212], [9772, 1.5181455612182617], [8909, 1.5190393924713135], [7141, 1.5213863849639893]]",7141
video9346,a woman giving a photoshop tutorial,"[[9346, 1.3749126195907593]]","[[9346, 1.3749126195907593], [8921, 1.4142709970474243], [9812, 1.4150617122650146], [7916, 1.5029151439666748], [9688, 1.5231122970581055]]","[[9346, 1.3749126195907593], [8921, 1.4142709970474243], [9812, 1.4150617122650146], [7916, 1.5029151439666748], [9688, 1.5231122970581055], [8756, 1.553818702697754], [8928, 1.556422233581543], [9503, 1.562118411064148], [8111, 1.5638195276260376], [9782, 1.5666671991348267]]",9346
video9809,man talks in front of a green bicycle,"[[8820, 1.4932188987731934]]","[[8820, 1.4932188987731934], [7838, 1.5240612030029297], [7593, 1.534914493560791], [9885, 1.5354241132736206], [9809, 1.5402398109436035]]","[[8820, 1.4932188987731934], [7838, 1.5240612030029297], [7593, 1.534914493560791], [9885, 1.5354241132736206], [9809, 1.5402398109436035], [8072, 1.541681170463562], [8492, 1.5423372983932495], [9819, 1.5477485656738281], [9406, 1.5507593154907227], [8657, 1.5558528900146484]]",9809
video9781,a women is explaining about the information of responders and the non responders for precision medicine,"[[9781, 1.3674027919769287]]","[[9781, 1.3674027919769287], [7900, 1.3951317071914673], [7829, 1.479740858078003], [9119, 1.4956210851669312], [7580, 1.5125936269760132]]","[[9781, 1.3674027919769287], [7900, 1.3951317071914673], [7829, 1.479740858078003], [9119, 1.4956210851669312], [7580, 1.5125936269760132], [8022, 1.5157711505889893], [8666, 1.5289262533187866], [7724, 1.5376300811767578], [8789, 1.5389912128448486], [7341, 1.5434036254882812]]",9781
video8325,a man cooks some food in a kitchen,"[[9694, 1.4527980089187622]]","[[9694, 1.4527980089187622], [7799, 1.4563848972320557], [8834, 1.4626984596252441], [9038, 1.4823315143585205], [9333, 1.4853116273880005]]","[[9694, 1.4527980089187622], [7799, 1.4563848972320557], [8834, 1.4626984596252441], [9038, 1.4823315143585205], [9333, 1.4853116273880005], [7147, 1.4867017269134521], [7968, 1.4957412481307983], [7148, 1.497387170791626], [8865, 1.4975318908691406], [8656, 1.4995344877243042]]",8325
video8628,a man is talking with his friends on a video game,"[[8462, 1.4674360752105713]]","[[8462, 1.4674360752105713], [8077, 1.4714851379394531], [7366, 1.4723491668701172], [7143, 1.4745242595672607], [8628, 1.4750339984893799]]","[[8462, 1.4674360752105713], [8077, 1.4714851379394531], [7366, 1.4723491668701172], [7143, 1.4745242595672607], [8628, 1.4750339984893799], [7972, 1.4753657579421997], [7792, 1.4764684438705444], [8578, 1.4791103601455688], [8663, 1.479907751083374], [8787, 1.481325387954712]]",8628
video9534,some men play a game of kickball,"[[9534, 1.3847684860229492]]","[[9534, 1.3847684860229492], [8049, 1.4250571727752686], [7112, 1.4348793029785156], [7021, 1.44944167137146], [7776, 1.4560983180999756]]","[[9534, 1.3847684860229492], [8049, 1.4250571727752686], [7112, 1.4348793029785156], [7021, 1.44944167137146], [7776, 1.4560983180999756], [7131, 1.5020499229431152], [8308, 1.5024216175079346], [7358, 1.5153300762176514], [7699, 1.5201594829559326], [9647, 1.5232934951782227]]",9534
video8895,a man and a woman are singing on the beach,"[[8895, 1.3786276578903198]]","[[8895, 1.3786276578903198], [7370, 1.4165124893188477], [7212, 1.4536242485046387], [7917, 1.4617090225219727], [7681, 1.4688358306884766]]","[[8895, 1.3786276578903198], [7370, 1.4165124893188477], [7212, 1.4536242485046387], [7917, 1.4617090225219727], [7681, 1.4688358306884766], [8014, 1.469851016998291], [9201, 1.476300835609436], [8678, 1.4799561500549316], [7117, 1.4806684255599976], [9016, 1.4864574670791626]]",8895
video7119,news reporters talk about a strange sight in part of san diego,"[[7119, 1.4093823432922363]]","[[7119, 1.4093823432922363], [9037, 1.4678541421890259], [8175, 1.476662516593933], [9359, 1.487750768661499], [8311, 1.489393711090088]]","[[7119, 1.4093823432922363], [9037, 1.4678541421890259], [8175, 1.476662516593933], [9359, 1.487750768661499], [8311, 1.489393711090088], [8491, 1.4943957328796387], [9819, 1.4953533411026], [9223, 1.4979286193847656], [8902, 1.5239440202713013], [7613, 1.5293095111846924]]",7119
video8175,a man in a suit and a woman wearing brown giving the news,"[[7613, 1.3765664100646973]]","[[7613, 1.3765664100646973], [7119, 1.4110498428344727], [8650, 1.4438728094100952], [7947, 1.4518201351165771], [8864, 1.4632079601287842]]","[[7613, 1.3765664100646973], [7119, 1.4110498428344727], [8650, 1.4438728094100952], [7947, 1.4518201351165771], [8864, 1.4632079601287842], [9223, 1.4686732292175293], [8175, 1.475466251373291], [9692, 1.4807229042053223], [7790, 1.481667160987854], [9037, 1.4858568906784058]]",8175
video7202,a group of people are dancing in a room,"[[9957, 1.4280749559402466]]","[[9957, 1.4280749559402466], [7202, 1.4387359619140625], [7725, 1.4687790870666504], [9063, 1.4730358123779297], [8339, 1.4921844005584717]]","[[9957, 1.4280749559402466], [7202, 1.4387359619140625], [7725, 1.4687790870666504], [9063, 1.4730358123779297], [8339, 1.4921844005584717], [8807, 1.4948937892913818], [7960, 1.4982106685638428], [7411, 1.5248106718063354], [9815, 1.5282909870147705], [7141, 1.5332977771759033]]",7202
video7348,a girl is talking about relationships,"[[8481, 1.4794179201126099]]","[[8481, 1.4794179201126099], [8807, 1.4820935726165771], [7547, 1.4829521179199219], [9209, 1.4938137531280518], [9509, 1.4956600666046143]]","[[8481, 1.4794179201126099], [8807, 1.4820935726165771], [7547, 1.4829521179199219], [9209, 1.4938137531280518], [9509, 1.4956600666046143], [9791, 1.4971568584442139], [9419, 1.4980615377426147], [7153, 1.4982490539550781], [9037, 1.505987286567688], [9607, 1.509346604347229]]",7348
video9728,a man talking about kuru disease,"[[9728, 1.3822747468948364]]","[[9728, 1.3822747468948364], [9249, 1.4750725030899048], [7704, 1.4825859069824219], [7731, 1.4915310144424438], [9228, 1.4931403398513794]]","[[9728, 1.3822747468948364], [9249, 1.4750725030899048], [7704, 1.4825859069824219], [7731, 1.4915310144424438], [9228, 1.4931403398513794], [8257, 1.5019675493240356], [9418, 1.5044307708740234], [8119, 1.5052306652069092], [7900, 1.5073803663253784], [7176, 1.5131434202194214]]",9728
video8919,a man is talking on stage,"[[8830, 1.4292311668395996]]","[[8830, 1.4292311668395996], [9522, 1.4600650072097778], [9352, 1.464963436126709], [8917, 1.46783447265625], [8932, 1.470672369003296]]","[[8830, 1.4292311668395996], [9522, 1.4600650072097778], [9352, 1.464963436126709], [8917, 1.46783447265625], [8932, 1.470672369003296], [9203, 1.471017599105835], [9683, 1.4753868579864502], [8072, 1.4893693923950195], [7349, 1.4989384412765503], [8445, 1.4990625381469727]]",8919
video7731,fox newscasters discuss chris christie and his poll numbers,"[[9223, 1.450476884841919]]","[[9223, 1.450476884841919], [8864, 1.4836361408233643], [7731, 1.4849084615707397], [8175, 1.4888684749603271], [7158, 1.4905376434326172]]","[[9223, 1.450476884841919], [8864, 1.4836361408233643], [7731, 1.4849084615707397], [8175, 1.4888684749603271], [7158, 1.4905376434326172], [7613, 1.5134366750717163], [7834, 1.5542550086975098], [7119, 1.5730897188186646], [8824, 1.5762858390808105], [9037, 1.5788562297821045]]",7731
video7160,a cartoon character falls asleep on a couch,"[[7160, 1.3608436584472656]]","[[7160, 1.3608436584472656], [7574, 1.4915578365325928], [8781, 1.533276081085205], [8110, 1.537332534790039], [8341, 1.5373941659927368]]","[[7160, 1.3608436584472656], [7574, 1.4915578365325928], [8781, 1.533276081085205], [8110, 1.537332534790039], [8341, 1.5373941659927368], [7741, 1.537839412689209], [8486, 1.541480541229248], [7222, 1.542970895767212], [8911, 1.544199824333191], [7365, 1.545326828956604]]",7160
video9684,somebody slices white onion with sharp knife on the table,"[[9798, 1.3144429922103882]]","[[9798, 1.3144429922103882], [7966, 1.3933258056640625], [7554, 1.4558870792388916], [9684, 1.4598748683929443], [8686, 1.4704549312591553]]","[[9798, 1.3144429922103882], [7966, 1.3933258056640625], [7554, 1.4558870792388916], [9684, 1.4598748683929443], [8686, 1.4704549312591553], [9356, 1.48772132396698], [8325, 1.5064446926116943], [9687, 1.5302793979644775], [7939, 1.5400835275650024], [7559, 1.5442724227905273]]",9684
video9025,an instructional video on painting your nails,"[[8791, 1.3568674325942993]]","[[8791, 1.3568674325942993], [9220, 1.44436776638031], [7909, 1.4481345415115356], [9025, 1.4794552326202393], [7173, 1.4994077682495117]]","[[8791, 1.3568674325942993], [9220, 1.44436776638031], [7909, 1.4481345415115356], [9025, 1.4794552326202393], [7173, 1.4994077682495117], [8712, 1.5225980281829834], [7372, 1.5254759788513184], [7684, 1.5491572618484497], [8679, 1.5493656396865845], [8488, 1.5539071559906006]]",9025
video8246,there is a man working on a car,"[[7820, 1.4252082109451294]]","[[7820, 1.4252082109451294], [7343, 1.4282441139221191], [8246, 1.434117078781128], [9508, 1.4514806270599365], [9368, 1.4805610179901123]]","[[7820, 1.4252082109451294], [7343, 1.4282441139221191], [8246, 1.434117078781128], [9508, 1.4514806270599365], [9368, 1.4805610179901123], [7765, 1.511531114578247], [8901, 1.514680027961731], [7110, 1.5207045078277588], [8924, 1.525968074798584], [7752, 1.5396804809570312]]",8246
video8948,there is a man is talking with a commando,"[[8948, 1.3739712238311768]]","[[8948, 1.3739712238311768], [9235, 1.4158432483673096], [8475, 1.4346632957458496], [9255, 1.44767427444458], [7436, 1.455705165863037]]","[[8948, 1.3739712238311768], [9235, 1.4158432483673096], [8475, 1.4346632957458496], [9255, 1.44767427444458], [7436, 1.455705165863037], [8319, 1.4631879329681396], [8061, 1.4726195335388184], [8499, 1.4767532348632812], [7576, 1.4769420623779297], [9609, 1.4769787788391113]]",8948
video8794,a cartoon girl and animal jumping on body of male guy girl image still shown displaying on screen,"[[8794, 1.448256492614746]]","[[8794, 1.448256492614746], [7164, 1.4638311862945557], [8341, 1.4941415786743164], [7222, 1.5184816122055054], [8245, 1.524346113204956]]","[[8794, 1.448256492614746], [7164, 1.4638311862945557], [8341, 1.4941415786743164], [7222, 1.5184816122055054], [8245, 1.524346113204956], [9537, 1.5458049774169922], [8903, 1.546728253364563], [7831, 1.5487868785858154], [7747, 1.5499637126922607], [9403, 1.5509320497512817]]",8794
video8675,a man kicks a ball,"[[7776, 1.4610313177108765]]","[[7776, 1.4610313177108765], [8675, 1.477641224861145], [8661, 1.4826579093933105], [7378, 1.488364338874817], [8979, 1.4965808391571045]]","[[7776, 1.4610313177108765], [8675, 1.477641224861145], [8661, 1.4826579093933105], [7378, 1.488364338874817], [8979, 1.4965808391571045], [9817, 1.4980335235595703], [9305, 1.5038726329803467], [7500, 1.5052011013031006], [9823, 1.5100945234298706], [7200, 1.5146663188934326]]",8675
video8461,two kids talking to the camera and then a woman talking to the camera,"[[7970, 1.4783999919891357]]","[[7970, 1.4783999919891357], [8461, 1.485888123512268], [9775, 1.5145118236541748], [8683, 1.5165108442306519], [7843, 1.5204777717590332]]","[[7970, 1.4783999919891357], [8461, 1.485888123512268], [9775, 1.5145118236541748], [8683, 1.5165108442306519], [7843, 1.5204777717590332], [9357, 1.5214531421661377], [7680, 1.524887204170227], [8786, 1.5275530815124512], [7542, 1.528599739074707], [7546, 1.5328938961029053]]",8461
video8499,men working in surveillance room,"[[9520, 1.4646234512329102]]","[[9520, 1.4646234512329102], [8499, 1.4733680486679077], [9744, 1.476313829421997], [7900, 1.4924126863479614], [7576, 1.4924771785736084]]","[[9520, 1.4646234512329102], [8499, 1.4733680486679077], [9744, 1.476313829421997], [7900, 1.4924126863479614], [7576, 1.4924771785736084], [8626, 1.4934172630310059], [9236, 1.494708776473999], [8328, 1.495079755783081], [7233, 1.4953721761703491], [8472, 1.4976937770843506]]",8499
video9530,jeremy is describing a car,"[[7026, 1.4586153030395508]]","[[7026, 1.4586153030395508], [7597, 1.468480110168457], [8651, 1.4701852798461914], [7115, 1.470214605331421], [7820, 1.471801519393921]]","[[7026, 1.4586153030395508], [7597, 1.468480110168457], [8651, 1.4701852798461914], [7115, 1.470214605331421], [7820, 1.471801519393921], [7354, 1.472713589668274], [9358, 1.4741281270980835], [7765, 1.4744454622268677], [9344, 1.4769220352172852], [7356, 1.4778296947479248]]",9530
