video_id,sentence
video7388,a chef demonstrates a cooking technique
video9798,a chef cut the onion and peels the skin
video7148,a chef cooks a meal
video8425,a chef cooks a japanese style omelette
video8583,a chef is putting things into a mixer and turning it on
video7591,a chef is preparing pancakes
video7702,a chef cooking batter in a pan of boiling oil
video8686,a chef is cooking something
video8247,a chef gives tips on thawing food
video7737,a character rides his motorcycle in gta
video9334,a character is walking up stairs in minecraft
video7203,a character is set up at the beginning of a video game
video7672,a character is riding on another in a minecraft game
video7919,a character is jumping and floating in the air in a video game
video8412,a cheetah eating something and a man talk about that
video8187,a cheeta is on david letterman s desk
video9707,a chat through mobile phone is shown
video8932,a chat show is going on
video7617,a chef and a girl make a recipe together
video8822,a chat show discusses responses to a shooting
video7432,a chart showing traffic data
video7572,a chef is talking in a tv show
video9790,a cartoon man sings a song
video9468,a cartoon man plays a card game with his friends
video7120,a cartoon man and baby are laughing while driving in a car
video9794,a cartoon is talking with someone
video7178,a cartoon is talking in space
video9571,a cartoon of horses
video9643,a cartoon of caterpillars
video9312,a cartoon of big trucks
video9440,a cartoon of people on the bus
video8235,a cartoon is shown of a girl running away from a murderer
video8796,a cartoon involving animals
video8748,a cartoon involving animals
video8735,a cartoon involving animals
video9481,a cartoon involving animals
video8612,a cartoon involving animals
video7467,a cartoon is played on the top while live action is played on the bottom of the screen
video9417,a cartoon is on the theater screen
video8870,a cartoon is drawn
video9072,a cartoon is being shown in an animated theater
video8559,a cartoon involving animals
video9686,a cartoon involving animals
video7871,a cartoon involving animals
video9619,a cartoon of people playing in the rain
video9306,a cartoon with violence
video9116,a cartoon where they are flying around
video7199,a cartoon video game is played
video9336,a cartoonish truck crashes through multiple obstacles in a side-scrolling video game
video9242,a cartoonist beautifully explaining a concept  through drawings
video7977,a cartoonist draws characters and flips between pages
video9393,a cat and her twin sister sits on a board above a washing machine
video9272,a cartoon plays and children dance
video7877,a cartoon of singing paint cans
video9638,a cartoon set on a street in the fall season
video8997,a cartoon teaches the colors
video8341,a cartoon talking to a cute bird
video9814,a cartoon squid giant is being chased by an angry mob of fish carrying torches
video8745,a cartoon skeleton is dancing
video8446,a cartoon singing a song
video8245,a cartoon showing superheros in action
video7824,a chef plating a green salad
video9765,a churchill downs horse race is going on
video7696,a chris brown music video
video7297,a ckise-up shows someone s fingers making use of a fast search app on their phone
video7134,a class answering questions about an ebook
video8936,a class of girl gymnast practicing on the high beams
video7826,a clip about dropping potato balls in batter
video8355,a clip about blindness
video9797,a clip about a football game
video7238,a claw is reaching for a woman in bed
video8472,a classroom of kids on computers
video9908,a classroom of children is shown
video8937,a choir sings about a little light while pictures of biblical scenes are shown
video7772,a choir and band play a song
video9202,a childrens showing their performance
video9724,a children s television shows portrays a little girl riding on clouds
video9651,a child s plastic toy
video8436,a children s toy from the show paw patrol is being reviewed
video7118,a clip from a movie is playing
video8226,a clip from a movie is playing
video9383,a clip from a movie is shown
video9123,a clip from a nicki minaj video
video8093,a clip from a newsy show
video9420,a clip from a movie
video9078,a clip captured in minecraft from the players point of view with a voice over from the player
video7550,a clip from a fashion show featuring sherri hill
video8907,a clip from the avengers
video9293,a clip for 19 kids and counting
video8362,a clip discussing the south east asian games
video7857,a clip from a movie is playing
video9262,a clip from a movie is playing
video7500,a clip from a movie is playing
video8790,a clip from a movie is playing
video9784,a clip from a movie is playing
video9811,a clip from a movie from the movie channel
video9100,a clip from a movie is playing
video8772,a chef mixes honey and soy sauce in a plate
video9411,a child is discussing a rubik cube
video7553,a child is demonstrating the word walking by walking towards a tree in a park
video9441,a child is demonstrating how to solve a rubik cube
video7561,a child is cooking with toy
video7359,a child is boxing his father
video7680,a child is being taught by two adults
video8757,a child is about to sing in a show
video9169,a child is finger painting
video7428,a child is in a bounce house
video8614,a child going up a set of stairs
video9525,a chef slices up a fish
video9501,a chef shows how to fry croquettes
video9038,a chef preparing a food
video7695,a chef preparing a dough
video8023,a chef preparing a chicken roast
video8404,a chef prepares a meal
video9450,a chief commander asking something to soldier
video7088,a chief deputy saying something should have been done a long time ago as a girl leaves a house with a dog
video9317,a chief guest comes from flight
video9907,a child finds a toy
video8515,a child draws a picture
video8018,a child grabs some vegetables and places them in a grocery cart
video9855,a child argues with a nanny
video9451,a child approaches a horse
video9212,a child preforms a song on stage
video8619,a child plays with toys
video8818,a child preforms a song on stage
video8843,a child pulls a blanket off her leg while someone raps at her door
video7791,a child singing with other children for a televised talent show
video7421,a child singing show is in progress
video9454,a child records a video of themselves in their room
video9879,a child singing on the television show the voice (kids)
video7246,a child is singing while the judges are listening and the crowd is cheering
video8543,a child is singing on stage
video7908,a child is singing graciously on voice kids
video9697,a child is singing a song
video9771,a child is running around on a mat
video9143,a child is preparing to bake something
video9270,a child opening a very large egg
video8507,a child jumps outside
video8052,a child is wearing costumes
video7090,a child is using bow and arrow
video8408,a child is using an eye dropper
video7706,a cartoon horse is singing
video7662,a car drives down the road
video8519,a car drives down the highway with other cars
video9691,a car drives around at night
video9511,a car drives along a road
video9629,a car drives really fast
video7138,a car drives up and parks in a parking space
video9989,a car driving down the road
video7470,a car describing  the features of a car
video7616,a car driving down the road
video9562,a car driving around a track
video9826,a car drives
video7099,a car driving down the road with men inside
video9328,a car at the racetrack
video9089,a car and its parts are shown
video8372,a cannon is shooting out a plane in a video game
video7962,a cannon ball went rolling by and capt jack sparrow pulled out his sword and used it to grab a lantern
video9551,a car being displayed
video9940,a car being displayed
video8651,a car commercial of a woman singing
video7334,a car commercial in which hamsters are at a hair salon
video9077,a car commercial for mazda
video7209,a car commercial about the inside and outside
video9252,a car coming out of the drive way
video8901,a car being made in a factory
video7354,a car being driven
video8871,a car being driven
video9733,a car is driving
video7105,a car is driven
video7858,a car is described and advertised
video8934,a car is crashing into another car
video9214,a car is driving at high rate of speed and avoids hitting another car
video7981,a car is moving down a narrow alleyway
video9290,a car is driving on dirt terrain
video9706,a car is driving down the street while colors flash around
video7544,a car goes racing down the road
video8819,a car from the 1970s is shown
video8988,a car flips and crashes
video9800,a car fell in to the ground
video9135,a car explaining a car s features
video8102,a car hits a man on a motorcycle in a video game
video8468,a car is being driven in a video game
video8055,a car is being displayed
video7986,a car is being displayed
video8263,a car is being driven
video8430,a car is being displayed
video7356,a car is advertised for sale by a woman
video9480,a car in a video game is on a road and a man is describing the car
video7457,a bunch of people are talking about africa
video8107,a bunch of people are standing around a race car
video9201,a bunch of people are going to the beach in a movie
video8855,a bunch of people are gathered outside to support a doomsday prepper
video7625,a bunch of people dance and sing on a beach
video8806,a bunch of pictures in a magazine
video8318,a bunch of people wave at the camera
video9517,a bunch of people in a kitchen
video8383,a bunch of preteens are asked their reactions of a video
video9200,a bunch of different pets from the sims
video7955,a bunch of different people are trying a food for the first time
video8014,a bunch of different people are singing about coke
video8126,a bunch of different items are laid out
video9101,a bunch of girls are singing
video8421,a bunch of girls are swimming in the pool
video9044,a bunch of girls dancing
video8734,a bunch of man in romanian outfits stare at a man with a bow
video7599,a bunch of kids hop around on a blue mat
video8399,a bunch of kids explaining something they just saw
video9102,a bunch of kids are talking in a children s show
video9588,a bunch of hurt guys
video8292,a bunch of home made deserts are shown in a kitchen
video8299,a bunch of guys talking to a guy under a light
video8780,a bunch of guys shoot at each other
video7593,a bunch of griends playing video games
video8692,a candle is burning
video7361,a camel caretaker is showing her camel to the camera
video7406,a cake is prepared and dressed on a plate
video7353,a cabin in minecraft
video8099,a camera flies over a landscape
video8766,a camera going slowly down a hallway
video7045,a cameraman takes some shots of a basketball court
video8325,a cameraman is filming a man cooking in a kitchen
video9470,a camera is videotaping car parts
video7123,a camera is spanning through a factory
video7100,a bunch of puppies run when called
video8990,a busy city street
video9092,a bunch of toys being played with and voiced over
video9745,a bunch of teammates are sitting
video8001,a bunch of spongebobs are holding weapons
video8779,a bunch of scenes from a movie with people talking
video9905,a bunch of video game characters are running about
video8845,a bunch of women are dancing to mario
video8838,a bunch of women are learning
video8687,a busy airport is shown
video8571,a bus game is going on
video7701,a bus covered in letters is driving around
video9847,a bunch of wrestlers fight inside the right
video8497,a bus crashed into a car
video7245,a car is parked
video9377,a car is reviewed
video8000,a cartoon character kicks a bee hive into the distance
video9906,a cartoon character jumping with a tall hat on
video7058,a cartoon character is talking
video7029,a cartoon character picks up a phone
video7995,a cartoon character spraying a woman
video9274,a cartoon character speaks to the camera
video9971,a cartoon character sits relaxed in a chair
video7235,a cartoon character sits in a tree house
video7426,a cartoon character shakes
video9471,a cartoon character reads some letters
video7841,a cartoon character is flyings through the sky
video9059,a cartoon character is engaged in talking with partners
video8839,a cartoon character is dancing with another cartoon character
video7481,a cartoon character holds up an emerald
video9961,a cartoon character holds on to a rug
video7650,a cartoon character going up stairs
video8876,a cartoon character is launched across a room
video9291,a cartoon character is stabbed and thrown into a burning chamber
video7324,a cartoon character is sitting on the moon and singing
video9378,a cartoon character is talking
video7997,a cartoon character is reprimanding another character
video7222,a cartoon character is looking into a camera and talking to another character
video8366,a cartoon figure hung himself from a slide
video8211,a cartoon fox is moving
video7384,a cartoon hog chases a man and a dog
video9808,a cartoon hero is talking to other cartoon heroes
video9014,a cartoon helicopter carries fruit to trucks
video9261,a cartoon girl in pink flies
video7807,a cartoon girl argues with a monkey
video9856,a cartoon girl and star singing a lullaby
video7673,a cartoon gleam of light is shining and then a man laughs as pony is shown
video9662,a cartoon clip of a glass slipper
video8173,a cartoon clip is being played
video7814,a cartoon clip is being played
video9300,a cartoon character works a cash register
video9584,a cartoon character underwater swimming with fishes
video9838,a cartoon clip of pokemon dancing
video7437,a cartoon crane is digging
video8231,a cartoon cop flies around a cartoon city
video9366,a cartoon clip with 3 characters here
video8334,a cartoon clip showing a wolf
video8128,a cartoon character from the spongebob squarepants speaks to the audience but no sounds is heard and then he gets on a bicycle and dons  some sort of a hat that looks like a water glass and rides away all the while a subtitle can be read on the lower left side of the screen saying oxytrex
video7727,a car s special features are being discussed on a car commercial on tv
video7588,a carpenter makes some measurements along a wall
video8171,a carpenter is making measurements along a wall
video9563,a carton girl is telling a cartoon boy to get out of the water
video8933,a cartoon about a blond girl and her mom
video9247,a cartoon about dragon ball z
video7747,a cartoon about disney
video9984,a cartoon about chefs
video8676,a cartoon about a pig and girl
video7847,a cartoon about a man cooking
video9990,a cartoon about a girl with super powers and a monkey
video8982,a car is sliding across snow
video8968,a car is shown
video7340,a car is shown
video7882,a car is shown
video8377,a car is shown off you can see it s leather interiors
video7320,a car is shown for sale
video8344,a car is running fast
video8246,a car mechanic repairing a car underwards
video9967,a car with suicide doors is showcased and driven
video9457,a car racing down the road in a video game
video8827,a cartoon about frog the tv show
video9431,a cartoon cash register is shown
video7464,a cartoon car is driving on a race track
video8623,a cartoon bunny is holding up a sign and screaming
video8081,a cartoon brain sings a brain song
video9943,a cartoon boy is scared
video9851,a cartoon character blows some bubbles
video9168,a cartoon character cooking a dessert
video9133,a cartoon character flies
video9981,a cartoon character flies around
video7319,a cartoon character flies around in a helicopter
video8295,a cartoon character explains a military strategy
video7269,a cartoon boy holds his hands to his face
video9776,a cartoon character cow speaks to minnie mouse
video9079,a cartoon about four space men
video7179,a cartoon about three girls
video7111,a cartoon about spongebob sqaurepants
video8379,a cartoon being shown in a theater
video9057,a cartoon bear runs into a wall
video9157,a cartoon bear breaks it down and dances
video8544,a cartoon animation of a popular cartoon they discuss food in the video
video7151,a clip from a show about building and testing machinery
video8196,a clip from a soccer match
video8244,a couple rhinos are standing in a field and horn a man
video8330,a couple poses for a picture
video9448,a couple talking about clues
video8873,a couple talking about food
video9322,a couple talking to an older woman about her performance in a play before she finds her trailer on fire
video9767,a cowboy in a trash can
video8192,a cowboy and a football player are getting ready to compete
video9239,a cow is walking toward people
video8585,a cover for a motorcycle
video9340,a couples girls sitting and talking
video9741,a craft is built and instructions are made clear
video9845,a couple of guys in lab coats prepare to use a massive microscope
video8166,a couple of adults talk about teenagers and the pta
video9935,a couple of indian men talking to each other in a show
video8259,a couple of men are being interviewed
video8090,a couple of scientists are in a lab
video8272,a couple of men making fun of a trail
video7343,a couple of men are putting together a car in a factory
video8685,a couple of people recording a show in a kitchen
video9972,a couple lay lazily in bed and talk
video8620,a craft video about making bows
video8798,a crowd records a fireworks display that is centered around a tall building
video8930,a crowd reacts to bill murray on david letterman
video8262,a crowd of people watching wrestling matches
video7959,a crowd of people watching a man on stage
video7510,a crowd of people listen to an announcer over the intercom
video9404,a crowd of people is standing around
video9554,a crowd of people dressed in classical garb speaking to a woman dressed as a classical noble
video8556,a crowd of people dancing
video9678,a cup of sauce and potato fries are shown
video7468,a cut scene from a movie
video9919,a cut scene from a movie
video8832,a cut scene from a movie
video7459,a custom truck being shown and explained
video9125,a craft making demonstration
video8749,a crowd of people are smoking marijuana
video9132,a crocodile is being fed in a zoo
video9829,a crime scene is pictured
video7786,a creepy skeleton dances around and is looking for his mommy finger
video8540,a creepy person is trying to get in the couples  car
video8151,a creature runs away and explodes
video7950,a creature appears in a dark room
video7580,a crazy woman talking about the public perception of aliens
video8482,a crowd cheering for late show host
video9779,a crowd is watching fireworks
video7827,a crowd is picketing trying to get midwives back
video8213,a crowd is outside a bank watching a guitar player perform
video8622,a crowd gathers around a rubiks cube
video7679,a crowd cheers for the contestants on family feud
video8510,a cop arresting someone
video7880,a cooking video where the needed ingredients are shown
video9479,a cooking show is shown with people joking around
video7603,a cooking show discusses chitterlings and how to prepare them
video9760,a cookery show that is showing how to make a frying dish
video7973,a cooked dish is spooned onto a plate
video8491,a cop is arresting a young woman
video9285,a country singer serenades a white horse
video9330,a country music video
video7585,a country band is having a concert
video8999,a count down photo clip of hot actors
video9712,a country band is having a concert
video7974,a couple are arguing in hindi
video7188,a cook adding ingredients to a bowl
video7753,a conversation between two people
video8511,a cook demonstrates how to soften and brown potatoes
video8405,a cook fixing prepared a dish
video9922,a cook is mixing some eggs in a bowl
video8467,a cook prepares potato cakes to be cooked in hot oil
video7165,a cook prepares food items in a metal bowl
video7924,a cook mixing ingredients together
video8524,a cook stirring ingredients together
video8021,a cook is preparing fish shaped food
video8910,a cook is preparing a nice dish
video9926,a couple kiss passionately
video7712,a couple are embracing each other
video9623,a couple is fighting
video7931,a couple is dancing
video8653,a couple in a car lean in to kiss
video7042,a couple hug on an asian tv show
video8396,a couple holding hands at a coffee table
video7396,a couple is kissing each other
video7212,a couple is walking with their dog
video7201,a couple is shown with many pictures of their dog
video8890,a couple is presenting an episode
video7546,a couple is making some models
video9211,a couple is kissing each other
video7373,a couple is kissing each other
video7578,a couple are speaking in front of a row of bottles
video8628,a couple are playing minecraft
video9682,a couple are having fun together
video9648,a couple guys are talking while a guy sits nearby with a guitar
video7250,a couple girls get really excited when they see a horse
video7548,a couple flees from a crowded plaza
video7811,a couple embrace on a bed
video8971,a couple driving around
video9869,a couple dresses up as old people
video8807,a couple dances in their dining room
video7031,a family doing exercises indoors
video8349,a family dining and drinking
video9007,a family at a gathering discuss purchases and hold coats and items
video9603,a fake foreign film where they are making fun of indian people one in a convenience store the other at home
video7194,a fake fish dances in water
video7390,a facebook icon is shown on the top corner
video7910,a explains the circuitry inside of a tablet computer
video8784,a experiment being conducted with a green leaf like object
video8683,a episode of a web series about music
video7527,a family girl got tensed
video9357,a family is having coversation
video9769,a family is having coversation
video9878,a family is haunted by spirits
video9444,a family is having coversation
video7438,a dog runs down the street
video9031,a dog plays in a yard
video9455,a dog is playing
video8866,a dog is lying around
video8242,a donkey eats out of a womans hand
video8125,a drone is crashed in the bushes
video9027,a dramatic movie showing a group of four girls running away
video8723,a female giving a tutorial on how to apply makeup
video7984,a female giving a review of a large backpack
video8712,a female giving a nail art tutorial
video8413,a female giving a nail art tutorial
video9148,a female getting very involved in a outdoor fun game
video9210,a female folding a piece of paper in half
video8923,a female fashion walkway show
video8574,a female explains about the new shoes
video7414,a female in a space age outfit crawling and dancing on the floor
video7621,a female is auditioning for the voice by singing and playing guitar
video8636,a female model is walking down a runway
video7941,a female judge is speaking to a young girl on a televised music competition
video9425,a female is turning over a broadcast to another member of the team
video8422,a female is talking about a show
video7015,a female is laughing while talking to a young male
video9009,a female is in a bed
video7803,a female is walking a beach
video8914,a fashion show is going on
video9071,a fashion show for ladies is being held
video9277,a fashion show featuring something called moschimo
video7595,a fashion model modeling a pair of shoes
video7106,a fancy woman is talking
video8304,a female character attracts male characters
video7116,a female being chastised by a militant for not wearing gloves
video7097,a female announcer lists nominees for the people s choice award
video9419,a female advertising froot loops
video8122,a fearful animation scene/
video8824,a fat woman makes excuses on the dr phil show
video9541,a cute little girl is singing beautifully
video9586,a demonstration of how to play mario party
video9666,a demonstration of an electric car window
video7454,a demonstration of a volcano and its activity
video9318,a demonstration of a broken part to a vehicle
video7266,a demonstration is shown on how to siphon gas
video7633,a dermatologist discusses rosacea
video7677,a demostration of a home lighting product
video9547,a demonstration in origami
video7083,a demonstration on tying a fishing knot
video9445,a demonstration on how to fix a vehicle part 
video7081,a demonstration on how to download a youtube mp3
video7850,a demonstration on paper folding techniques
video9859,a dance with indian people is displayed without much explanation
video9063,a dance group is performing
video9957,a dance crew practices a routine
video8977,a dance class with plenty of people
video8737,a dalmatian in a computer game sitting on the floor
video7302,a dad tells his three kids that he and his wife ate all their halloween candy
video8116,a dad plays video games with his son
video7332,a woman is dacning in the clip.
video7351,a dancer performing on stage
video7881,a demonically dressed person walks through a cave and carresses the face of a young crying woman
video7567,a demo of vehicle explanation in road
video9795,a demo of a video game
video9585,a delicious dessert is finished
video8929,a deer gets hit by a car then a person
video7108,a day in the life of a busy woman
video9622,a dog is crossing the street
video8962,a doctor is performing a medical procedure
video9365,a doctor explaining what the machine is about
video9628,a doctor delivers a baby
video8046,a doctor consults a patient and the doctor is voiced over by a young kid
video7103,a dna helix is spiralling down the screen
video7473,a diver is taking photos of an octopus
video9578,a diver goes underwater
video7928,a distance is measured
video9028,a disscussion on the politics of marijuana use
video8862,a dog is about to drink from a toilet
video7798,a dog fetches a stick in a video game
video7211,a documentary on former boxer chris eubank
video8373,a documentary about learning to work on computers
video8536,a documentary about bunnies
video8836,a documentary about a culture lifestyle
video8695,a documentary video on tv
video7935,a description of the features of a child s stroller
video7391,a dinosaur skeleton is shown
video9713,a dinosaur is standing
video7232,a digital recreation of south park
video8899,a dietician speaks to a couple
video8459,a die is rolled to decide what character goes first in mario part
video7640,a desktop display of a man using a computer program
video9134,a discription and instructions for playing a video game
video8666,a display of a heart
video8520,a dish was being prepared
video9804,a display of clips of the movie there will be blood
video7224,a discussion occurs around a table on a news channel
video8114,a contestent named angela singing on stage on the television show the voice
video9424,a contestant talking to the hosts on a game show
video8813,a clip of miley cyrus on a late night talk show
video8641,a clip of men wrestling
video9632,a clip of kids react
video9266,a clip of johnny depp from the pirates of the caribbean movie
video7272,a clip of hilary clinton giving a speech
video9893,a clip of hilary clinton around children
video7210,a clip of groups of people smelling and sampling a drink
video7788,a clip of the 2015 nebraska male westling championship
video7654,a clip of someone working on a potato dish
video9759,a clip of someone taking toys out of a gift set
video8410,a clip of someone playing minecraft
video7075,a clip of some stuffed animals and a video box describing special features
video7378,a clip of soccer plays
video8048,a clip of george lopez show
video8156,a clip of a woman that really needs to go to the bathroom
video9749,a clip of a woman cutting up vegetables giving instructions
video8900,a clip of a woman baking a cake for the camera
video7374,a clip of a video game with people and footballs
video8143,a clip of a young gymnast performing
video7159,a clip of bill murrary on a talk show
video8015,a clip of gamming and a boy is talking
video7933,a clip of an old movie is being shown on a screen
video7139,a clip of an elderly woman talking on a tv show
video8756,a clip showing a woman wearing halloween styled makeup
video9496,a clip showing a woman getting dressed and entering her truck
video8429,a clip showing a vehicle in a garage that s being worked on
video9141,a clip showing a robot that is able to climb trees
video9171,a clip showing a man working on a roof
video8849,a clip showing a man walking down the street
video8056,a clip showing someone cooking and eating a piece of fried food
video8913,a clip showing off sports highlights
video8219,a clip showing sports highlights
video8551,a clip showing a fight that started from road rage
video8563,a clip of two people one on a motorcycle talking at a light
video9190,a clip of two men wrestling
video7167,a clip of two men talking to each other
video7221,a clip of video showing the layout of an object
video9040,a clip of wwe wrestlers
video7010,a clip showing a computer screen which contains instructions
video7619,a clip showcasing the president giving a speech
video8979,a clip showcasing sports highlights
video7761,a clip showcasing fireworks going off in the sky
video7971,a clip of young girls and boys celebrating opening up presents
video9465,a clip of wwe wrestling
video8579,a clip of a tv show
video9187,a clip from movie avengers
video7583,a clip from malificent
video9499,a clip from limney snickets
video8864,a clip from fox news on the shelby north carolina shooting
video7678,a clip from the movie from hell
video7636,a clip from the avengers with nick fury talking to loki
video7068,a clip from star wars and a man ad libbing it
video9350,a clip from the dr phil show
video9636,a clip from an older wrestling match featured on the wwe network
video8763,a clip from an old wrestling match with hulk hogan
video8097,a clip from a tv show is showing
video8964,a clip from a tv show is showing
video7249,a clip from a tv show
video8316,a clip from a tv show
video9177,a clip from a televsion show in a foreign country
video7835,a clip from a spongebob cartoon
video8947,a clip from a tv show is showing
video8337,a clip from a tv show shows a man dressed with boobs dances
video7956,a clip from an old movie of two woman riding in a rolls royce
video9956,a clip from an interview on bein sports channel
video8458,a clip from a wrestling game
video9332,a clip from a video game
video9437,a clip from a video game walking up stairs
video7101,a clip from a video game in which a car is being chosen
video8625,a clip of a man showing how to grow a garden
video7615,a clip of a man on a horse with rodeocrueltycom on the screen
video9933,a clip of a man giving a review on a kid s toy
video8290,a clip of a man getting ready to install ball valves
video9054,a clip of a man and woman looking solemn
video7385,a clip of a meteorite and where they hit on the moon
video8582,a clip of a motor being lifted on a pulley
video8305,a clip of a music video
video7767,a clip of a punk rock singer with quotes shown over photos
video8691,a clip of a police officer talking to a man in a parking lot
video9819,a clip of a news reporter on abc
video9659,a clip of a robot
video7932,a clip of a girl with messages written over it
video9559,a clip from the tv show parks & recreation featuring chris pratt & jim o heir talking
video7524,a clip from the show the voice
video8922,a clip from the show parks and recreation
video9084,a clip from the show kids react
video9593,a clip of a basketball player
video7895,a clip of 3 horses racing in a horse racing competition
video7576,a clip taken from a horror movie with two men seeing ghosts
video9911,a commercial with a grown man and smiling children
video9763,a commercial starring a man and his female companion
video9449,a commercial of a old lady and some naked people
video7149,a commercial gives descriptions of virtuous characteristics of a good woman
video9607,a commercial for the website called eharmony
video7754,a commercial for the late show with david letterman website
video8079,a competetion kayak race
video7153,a competition for championship
video8991,a compilation of old toys
video8848,a compilation of football touchdowns from the nfl
video8606,a compilation of an asian tv show
video9442,a compilation of a few hockey games being played
video9605,a compilation of different sports plays
video7566,a commercial for edible blooms company
video7475,a commercial about panoramic windows
video8909,a commercial about onesource
video8069,a commercial about mtv on the moon is played
video9391,a commercial for a bra
video9688,a commercial for color works a black guy watching a ad  its for make up
video9244,a commercial for expedia
video7900,a commercial for a product called dna force
video8590,a commercial for a new type of water bottle
video8761,a commercial for a hovercraft is shown
video9023,a compilation of scenes from watchmojo
video7762,a compilation of sports highlights
video7240,a computer screen is shown
video9265,a computer screen is shown
video8227,a computer screen is shown
video8113,a congressman from maryland is own the news to discuss president obama
video8642,a contestant sings in a competition
video9129,a contestant is singing on a stage for a talent show
video8814,a contestant is judged on a tv show
video8150,a computer screen is shown
video8256,a computer game character is running
video9568,a computer application is loading
video9527,a compost is being made in a tray
video9029,a compilation of vine sports videos
video7358,a compilation of sports videos with music in the background
video8013,a compilation of sports highlights
video9887,a computer game plants vs zombies is being played
video7690,a computer screen capture shows the procedure for something
video8634,a computer program being used to paint a picture of a turtle
video9111,a computer person editing a picture of an attractive woman in a white blouse
video8236,a computer is lesson is in progress
video7913,a computer screen is displaying remote connection
video9641,a computer graphics program making a drawing
video7226,a computer generated view of a something flying over a landscape
video8730,a coach gives some practice tips to a soccer team
video8604,a cnn report is talking about their dogs
video7471,a cnn news reporter is talking about a developing story on a woman who was arrested in a abu dhabi mall killing
video7975,a close-up of somebody solving a rubik s cube
video8041,a close-up of a person playing piano
video7344,a coach speaks about his students
video9928,a collection of vines talking about race
video9817,a collection of short sports videos
video8220,a closeup of a motorcycle while two dogs walk around
video9219,a collection of film footage with different people dancing
video9034,a collection of dogs palying dead
video8812,a collage of people of different ethnicities praying and standing together
video9647,a collage of football plays is displayed
video8523,a collage of different pictures
video9241,a clip taken from an asian soap opera
video7994,a clip taken from an asian sitcom
video9661,a clip taken from a uk sports car/race car show
video7675,a clip taken from a tv game show called family feud
video7704,a close up shot of an old mans red nose
video7917,a close up of a woman singing
video7350,a clolorfull snake in plastic container
video7789,a clipping of some exciting sports news
video9110,a clip with a woman talking about gun control
video8039,a clip where michelle duggar talks to the camera
video8517,a college football video game
video9021,a commentary is about a cricket match
video7377,a commentary from complex news
video7875,a commando force are getting ready to control riot
video8671,a comical clip showing young asian men using phones
video7552,a commentary of a video game being played where the character is shooting
video8752,a commentary of an avengers movie clip
video8660,a commentator is talking about the mens olympic volleyball game
video8476,a commentator is discussing a soccer game
video7071,a commentator discusses falcon s quarterback matt ryan
video9758,a commentary on the education in poland
video7683,a commentator is describing the features of a vehicle
video9653,a comedy show is telecasting
video9352,a comedy show in a sony channel
video8561,a comedy show
video9245,a comedian is giving an interview to a reporter
video8795,a comedian does a stand-up routine on a stage
video7173,a colourful art work is explaining by a person
video9206,a comedic and sarcastic commercial about bottled water
video7666,a comedian is talking about sputnik
video8029,a young boy dribbles a basketball in many different exercises
video9150,in a gym a young kid is shooting hoops while the commentator is asking the questions about why he can t be the best
video7458,a group of boys in a gym are playing basketball with a coach
video8141,a man in blue shirt is operating the vehicle sitting in driver seat
video8004,compact discs of different movies are placed nicely in the rack
video9786,a woman with short hair talking in a program
video7145,a wine critic discussing france s leader s plan to raise money for the economy
video7863,a navy anchorwoman is delivering a news story about the navy s latest ordinance launching technology
video7818,in the basket ball play ground a man wearing black banian wearing black cap practicing basket ball and try to put the ball to the ring but missed
video9019,two basker ball players wearing black and white dress and play basket ball in the playing court
video8251,a person in purple t-shirt is singing a song playing with gitar
video7419,a man in a red ball cap holds and plays a guitar while singing into a microphone
video7705,a woman stirs a pot on her stove seasons and dredges the meat then sets the meat aside with tongs
video8307,there is a wonderful river flooding through the forest
video7720,some one showing two pieces of mutton on the paper
video7247,rugby being played with music playing in the background
video8820,a man riding up a hill in a dirt bike than falling off the dirt bike
video9702,a unicycle juggles colorful balls a baby falls down and woody yells at buzz lightyear
video9286,a man talking about videos of snakes eating humans
video7519,optimus prime voice is used briefly during video game play
video8487,two different teams one dressed in white and one dressed in blue are playing a soccer game
video7645,people celebrating halloween day by wearing various kind of dresses on the street
video9418,a man talking about losing the rainforest and the earth s climate
video9406,a person giving his opinion on how crowded the world is
video8139,a man talking about how to give a bird a treat
video9580,a cartoon showing a dog eating his food very fast
video8465,there is a boy serving a ball in the court
video9657,a small little critter being fed by a person on top of it s cage
video9056,the inside of a maroon car is being demonstrated by a man in drivers seat
video8549,there are many people gathered in a hotel and enjoying the dinner
video9743,leonardo dicaprio is portrayed as two different characters in this film
video9954,a young man in a pinkish shirt is talking about xbox in a language i don t understand
video7927,there is someone traveling in a aircraft
video9231,a little girl playing with her barbie dolls pretending one of the barbies is hurt
video8759,behind the scenes of her video katy perry describes what will happen next she is going to meet the singer juicy jay
video9909,a roomful of people watch a man play a video game where a small man jumps up and ducks through pipes
video8439,katy perry wears an egyptian costume and describes how she made her video
video9120,a man is doing some sort of sport in the snow that includes skis
video7486,a brief description of a nucleotide when it comes to the dna
video7252,all persons are talking each other on tv news channel
video8493,dog is jumping into the water and struggles to get out
video7800,a woman in a low cut blue shirt wears a large necklace and large earrings made from diamonds while walking down a street
video9316,in front of a football ground player details are displayed
video8808,there are two people who fighting each other on the desk
video8976,a solemn man wearing a blue shirt with white long sleeves and a backpack walks away from a house
video9268,a women cooks mushrooms tomatoes and peppers in a skillet pan
video8108,a kid is playing with a train and christmas decorative
video8088,a little boy pushing a toy truck full of ornaments wearing a santa claus hat
