video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
6543,a child pushes another child and then runs away with a friend before an adult arrives,6543,"[[9555, 1.4306076765060425]]","[[9555, 1.4306076765060425], [9655, 1.463287115097046], [5413, 1.467911958694458], [1829, 1.4735822677612305], [6120, 1.4736754894256592]]","[[9555, 1.4306076765060425], [9655, 1.463287115097046], [5413, 1.467911958694458], [1829, 1.4735822677612305], [6120, 1.4736754894256592], [3970, 1.4764037132263184], [8815, 1.4776277542114258], [2070, 1.4845352172851562], [6933, 1.4855645895004272], [1544, 1.4859673976898193]]","[[9555, 1.4306076765060425], [9655, 1.463287115097046], [5413, 1.467911958694458], [1829, 1.4735822677612305], [6120, 1.4736754894256592], [3970, 1.4764037132263184], [8815, 1.4776277542114258], [2070, 1.4845352172851562], [6933, 1.4855645895004272], [1544, 1.4859673976898193]]"
5364,a child speaks to a man in a room,5364,"[[1842, 1.4017510414123535]]","[[1842, 1.4017510414123535], [4853, 1.4233806133270264], [9283, 1.4263544082641602], [5086, 1.4278634786605835], [1882, 1.4375554323196411]]","[[1842, 1.4017510414123535], [4853, 1.4233806133270264], [9283, 1.4263544082641602], [5086, 1.4278634786605835], [1882, 1.4375554323196411], [435, 1.4415194988250732], [1029, 1.44154691696167], [4349, 1.4501429796218872], [3571, 1.4653983116149902], [2020, 1.4675934314727783]]","[[1842, 1.4017510414123535], [4853, 1.4233806133270264], [9283, 1.4263544082641602], [5086, 1.4278634786605835], [1882, 1.4375554323196411], [435, 1.4415194988250732], [1029, 1.44154691696167], [4349, 1.4501429796218872], [3571, 1.4653983116149902], [2020, 1.4675934314727783]]"
2223,a child speaks to a camera for a video segment,2223,"[[9084, 1.3789653778076172]]","[[9084, 1.3789653778076172], [722, 1.3906471729278564], [7086, 1.3961026668548584], [9632, 1.3979111909866333], [2223, 1.4141526222229004]]","[[9084, 1.3789653778076172], [722, 1.3906471729278564], [7086, 1.3961026668548584], [9632, 1.3979111909866333], [2223, 1.4141526222229004], [7479, 1.4175468683242798], [8399, 1.4293310642242432], [8383, 1.4315106868743896], [6387, 1.4332566261291504], [2613, 1.4361724853515625]]","[[9084, 1.3789653778076172], [722, 1.3906471729278564], [7086, 1.3961026668548584], [9632, 1.3979111909866333], [2223, 1.4141526222229004], [7479, 1.4175468683242798], [8399, 1.4293310642242432], [8383, 1.4315106868743896], [6387, 1.4332566261291504], [2613, 1.4361724853515625]]"
1041,a child sitting outside next to a pool,1041,"[[1041, 1.3860559463500977]]","[[1041, 1.3860559463500977], [5652, 1.3871166706085205], [3433, 1.4028578996658325], [8408, 1.4178332090377808], [6329, 1.4260344505310059]]","[[1041, 1.3860559463500977], [5652, 1.3871166706085205], [3433, 1.4028578996658325], [8408, 1.4178332090377808], [6329, 1.4260344505310059], [3009, 1.4311895370483398], [6876, 1.4393184185028076], [2854, 1.446627140045166], [9276, 1.4572758674621582], [3520, 1.4659631252288818]]","[[1041, 1.3860559463500977], [5652, 1.3871166706085205], [3433, 1.4028578996658325], [8408, 1.4178332090377808], [6329, 1.4260344505310059], [3009, 1.4311895370483398], [6876, 1.4393184185028076], [2854, 1.446627140045166], [9276, 1.4572758674621582], [3520, 1.4659631252288818]]"
2116,a child sings on stage,2116,"[[7908, 1.4196603298187256]]","[[7908, 1.4196603298187256], [9879, 1.424963116645813], [1352, 1.431849479675293], [2965, 1.4373934268951416], [162, 1.4474267959594727]]","[[7908, 1.4196603298187256], [9879, 1.424963116645813], [1352, 1.431849479675293], [2965, 1.4373934268951416], [162, 1.4474267959594727], [9303, 1.4503698348999023], [1161, 1.4515825510025024], [9264, 1.4574764966964722], [2115, 1.4586942195892334], [6355, 1.4595811367034912]]","[[7908, 1.4196603298187256], [9879, 1.424963116645813], [1352, 1.431849479675293], [2965, 1.4373934268951416], [162, 1.4474267959594727], [9303, 1.4503698348999023], [1161, 1.4515825510025024], [9264, 1.4574764966964722], [2115, 1.4586942195892334], [6355, 1.4595811367034912]]"
5340,a child sings a song on stage,5340,"[[53, 1.4161237478256226]]","[[53, 1.4161237478256226], [7908, 1.4195706844329834], [9541, 1.425490140914917], [9879, 1.4258825778961182], [3745, 1.4344005584716797]]","[[53, 1.4161237478256226], [7908, 1.4195706844329834], [9541, 1.425490140914917], [9879, 1.4258825778961182], [3745, 1.4344005584716797], [1352, 1.4360414743423462], [2372, 1.4361493587493896], [8810, 1.4365649223327637], [57, 1.438296914100647], [4738, 1.4385380744934082]]","[[53, 1.4161237478256226], [7908, 1.4195706844329834], [9541, 1.425490140914917], [9879, 1.4258825778961182], [3745, 1.4344005584716797], [1352, 1.4360414743423462], [2372, 1.4361493587493896], [8810, 1.4365649223327637], [57, 1.438296914100647], [4738, 1.4385380744934082]]"
3283,a child plays with a ball in a bathtub,3283,"[[6957, 1.3867301940917969]]","[[6957, 1.3867301940917969], [3283, 1.3961644172668457], [2469, 1.4067494869232178], [699, 1.4942042827606201], [5087, 1.5082018375396729]]","[[6957, 1.3867301940917969], [3283, 1.3961644172668457], [2469, 1.4067494869232178], [699, 1.4942042827606201], [5087, 1.5082018375396729], [4176, 1.5096495151519775], [5631, 1.5186673402786255], [4805, 1.5198673009872437], [5883, 1.5250489711761475], [8382, 1.5290911197662354]]","[[6957, 1.3867301940917969], [3283, 1.3961644172668457], [2469, 1.4067494869232178], [699, 1.4942042827606201], [5087, 1.5082018375396729], [4176, 1.5096495151519775], [5631, 1.5186673402786255], [4805, 1.5198673009872437], [5883, 1.5250489711761475], [8382, 1.5290911197662354]]"
4515,a child singing on the voice,4515,"[[4515, 1.4051259756088257]]","[[4515, 1.4051259756088257], [7908, 1.4185867309570312], [9879, 1.4192391633987427], [162, 1.4247472286224365], [9282, 1.4250215291976929]]","[[4515, 1.4051259756088257], [7908, 1.4185867309570312], [9879, 1.4192391633987427], [162, 1.4247472286224365], [9282, 1.4250215291976929], [53, 1.4289321899414062], [2115, 1.4357023239135742], [3598, 1.4379769563674927], [9541, 1.4386295080184937], [2965, 1.4395617246627808]]","[[4515, 1.4051259756088257], [7908, 1.4185867309570312], [9879, 1.4192391633987427], [162, 1.4247472286224365], [9282, 1.4250215291976929], [53, 1.4289321899414062], [2115, 1.4357023239135742], [3598, 1.4379769563674927], [9541, 1.4386295080184937], [2965, 1.4395617246627808]]"
3457,a child singing on stage for the television show the voice,3457,"[[4515, 1.4015189409255981]]","[[4515, 1.4015189409255981], [7908, 1.4153468608856201], [9879, 1.4196546077728271], [3598, 1.425501823425293], [9282, 1.4265817403793335]]","[[4515, 1.4015189409255981], [7908, 1.4153468608856201], [9879, 1.4196546077728271], [3598, 1.425501823425293], [9282, 1.4265817403793335], [53, 1.427878499031067], [1741, 1.4318617582321167], [9541, 1.4351460933685303], [162, 1.4356632232666016], [2428, 1.43625807762146]]","[[4515, 1.4015189409255981], [7908, 1.4153468608856201], [9879, 1.4196546077728271], [3598, 1.425501823425293], [9282, 1.4265817403793335], [53, 1.427878499031067], [1741, 1.4318617582321167], [9541, 1.4351460933685303], [162, 1.4356632232666016], [2428, 1.43625807762146]]"
4952,a child singing for the show the voice (kids),4952,"[[4515, 1.392446756362915]]","[[4515, 1.392446756362915], [7908, 1.4123965501785278], [9879, 1.4126155376434326], [3598, 1.418605089187622], [2965, 1.424022912979126]]","[[4515, 1.392446756362915], [7908, 1.4123965501785278], [9879, 1.4126155376434326], [3598, 1.418605089187622], [2965, 1.424022912979126], [9282, 1.4275175333023071], [162, 1.4277877807617188], [53, 1.4302769899368286], [2115, 1.431252360343933], [4125, 1.4352588653564453]]","[[4515, 1.392446756362915], [7908, 1.4123965501785278], [9879, 1.4126155376434326], [3598, 1.418605089187622], [2965, 1.424022912979126], [9282, 1.4275175333023071], [162, 1.4277877807617188], [53, 1.4302769899368286], [2115, 1.431252360343933], [4125, 1.4352588653564453]]"
6503,a child singing an opera song on a talent show,6503,"[[4515, 1.4448432922363281]]","[[4515, 1.4448432922363281], [9541, 1.444960355758667], [162, 1.4491839408874512], [9282, 1.449630856513977], [2782, 1.4527075290679932]]","[[4515, 1.4448432922363281], [9541, 1.444960355758667], [162, 1.4491839408874512], [9282, 1.449630856513977], [2782, 1.4527075290679932], [1741, 1.4531974792480469], [6503, 1.4564083814620972], [5573, 1.4580519199371338], [4738, 1.4597307443618774], [2115, 1.4599127769470215]]","[[4515, 1.4448432922363281], [9541, 1.444960355758667], [162, 1.4491839408874512], [9282, 1.449630856513977], [2782, 1.4527075290679932], [1741, 1.4531974792480469], [6503, 1.4564083814620972], [5573, 1.4580519199371338], [4738, 1.4597307443618774], [2115, 1.4599127769470215]]"
2372,a child singer is singing on the stage,2372,"[[7908, 1.4194892644882202]]","[[7908, 1.4194892644882202], [9879, 1.425642728805542], [2372, 1.4273326396942139], [530, 1.4288995265960693], [1352, 1.438794732093811]]","[[7908, 1.4194892644882202], [9879, 1.425642728805542], [2372, 1.4273326396942139], [530, 1.4288995265960693], [1352, 1.438794732093811], [162, 1.4438848495483398], [2782, 1.4469966888427734], [2965, 1.4480524063110352], [9202, 1.4549415111541748], [9264, 1.45620596408844]]","[[7908, 1.4194892644882202], [9879, 1.425642728805542], [2372, 1.4273326396942139], [530, 1.4288995265960693], [1352, 1.438794732093811], [162, 1.4438848495483398], [2782, 1.4469966888427734], [2965, 1.4480524063110352], [9202, 1.4549415111541748], [9264, 1.45620596408844]]"
3916,a child seen here talking in kiddish language,3916,"[[9471, 1.428175926208496]]","[[9471, 1.428175926208496], [1840, 1.453633189201355], [9084, 1.454309105873108], [9632, 1.457069993019104], [7086, 1.4577934741973877]]","[[9471, 1.428175926208496], [1840, 1.453633189201355], [9084, 1.454309105873108], [9632, 1.457069993019104], [7086, 1.4577934741973877], [8827, 1.461127758026123], [771, 1.4612839221954346], [2223, 1.4664207696914673], [8531, 1.4666218757629395], [7260, 1.4671202898025513]]","[[9471, 1.428175926208496], [1840, 1.453633189201355], [9084, 1.454309105873108], [9632, 1.457069993019104], [7086, 1.4577934741973877], [8827, 1.461127758026123], [771, 1.4612839221954346], [2223, 1.4664207696914673], [8531, 1.4666218757629395], [7260, 1.4671202898025513]]"
739,a child repeating after a tv,739,"[[2163, 1.4178664684295654]]","[[2163, 1.4178664684295654], [7970, 1.4209414720535278], [1840, 1.4276610612869263], [9617, 1.4320094585418701], [7054, 1.4428126811981201]]","[[2163, 1.4178664684295654], [7970, 1.4209414720535278], [1840, 1.4276610612869263], [9617, 1.4320094585418701], [7054, 1.4428126811981201], [8058, 1.4518368244171143], [3139, 1.456239938735962], [3579, 1.456682801246643], [7086, 1.4618778228759766], [2425, 1.462812900543213]]","[[2163, 1.4178664684295654], [7970, 1.4209414720535278], [1840, 1.4276610612869263], [9617, 1.4320094585418701], [7054, 1.4428126811981201], [8058, 1.4518368244171143], [3139, 1.456239938735962], [3579, 1.456682801246643], [7086, 1.4618778228759766], [2425, 1.462812900543213]]"
5434,a child is playing with toys,5434,"[[4852, 1.387075662612915]]","[[4852, 1.387075662612915], [3226, 1.4064702987670898], [7561, 1.4211126565933228], [563, 1.4271857738494873], [351, 1.4274927377700806]]","[[4852, 1.387075662612915], [3226, 1.4064702987670898], [7561, 1.4211126565933228], [563, 1.4271857738494873], [351, 1.4274927377700806], [9933, 1.4343187808990479], [4506, 1.4363012313842773], [8869, 1.4373420476913452], [8217, 1.4385931491851807], [1526, 1.4420881271362305]]","[[4852, 1.387075662612915], [3226, 1.4064702987670898], [7561, 1.4211126565933228], [563, 1.4271857738494873], [351, 1.4274927377700806], [9933, 1.4343187808990479], [4506, 1.4363012313842773], [8869, 1.4373420476913452], [8217, 1.4385931491851807], [1526, 1.4420881271362305]]"
716,a child plays a guitar,716,"[[7976, 1.3894585371017456]]","[[7976, 1.3894585371017456], [7227, 1.39948308467865], [6758, 1.4060766696929932], [868, 1.4071621894836426], [3915, 1.4178950786590576]]","[[7976, 1.3894585371017456], [7227, 1.39948308467865], [6758, 1.4060766696929932], [868, 1.4071621894836426], [3915, 1.4178950786590576], [5606, 1.4297760725021362], [7228, 1.4355523586273193], [328, 1.4394207000732422], [8402, 1.4442474842071533], [8527, 1.4451096057891846]]","[[7976, 1.3894585371017456], [7227, 1.39948308467865], [6758, 1.4060766696929932], [868, 1.4071621894836426], [3915, 1.4178950786590576], [5606, 1.4297760725021362], [7228, 1.4355523586273193], [328, 1.4394207000732422], [8402, 1.4442474842071533], [8527, 1.4451096057891846]]"
6037,a child playing with a toy,6037,"[[9933, 1.4227206707000732]]","[[9933, 1.4227206707000732], [1526, 1.430495023727417], [351, 1.4310988187789917], [4506, 1.4324548244476318], [4852, 1.4334743022918701]]","[[9933, 1.4227206707000732], [1526, 1.430495023727417], [351, 1.4310988187789917], [4506, 1.4324548244476318], [4852, 1.4334743022918701], [563, 1.4345113039016724], [9651, 1.4409706592559814], [3897, 1.4457716941833496], [2777, 1.4459657669067383], [1853, 1.4460687637329102]]","[[9933, 1.4227206707000732], [1526, 1.430495023727417], [351, 1.4310988187789917], [4506, 1.4324548244476318], [4852, 1.4334743022918701], [563, 1.4345113039016724], [9651, 1.4409706592559814], [3897, 1.4457716941833496], [2777, 1.4459657669067383], [1853, 1.4460687637329102]]"
6700,a child is smiling,6700,"[[4349, 1.4311442375183105]]","[[4349, 1.4311442375183105], [9617, 1.4449715614318848], [1563, 1.447561502456665], [1768, 1.4526951313018799], [8698, 1.453350305557251]]","[[4349, 1.4311442375183105], [9617, 1.4449715614318848], [1563, 1.447561502456665], [1768, 1.4526951313018799], [8698, 1.453350305557251], [7970, 1.4535634517669678], [9459, 1.453744649887085], [5631, 1.4549074172973633], [2624, 1.458930492401123], [7570, 1.4614555835723877]]","[[4349, 1.4311442375183105], [9617, 1.4449715614318848], [1563, 1.447561502456665], [1768, 1.4526951313018799], [8698, 1.453350305557251], [7970, 1.4535634517669678], [9459, 1.453744649887085], [5631, 1.4549074172973633], [2624, 1.458930492401123], [7570, 1.4614555835723877]]"
66,a child is singing on the voice,66,"[[4515, 1.404844045639038]]","[[4515, 1.404844045639038], [7908, 1.4180628061294556], [9879, 1.419140100479126], [9282, 1.4222358465194702], [162, 1.425816535949707]]","[[4515, 1.404844045639038], [7908, 1.4180628061294556], [9879, 1.419140100479126], [9282, 1.4222358465194702], [162, 1.425816535949707], [53, 1.4291746616363525], [2115, 1.433225393295288], [3598, 1.4350666999816895], [2428, 1.4377434253692627], [2116, 1.4384770393371582]]","[[4515, 1.404844045639038], [7908, 1.4180628061294556], [9879, 1.419140100479126], [9282, 1.4222358465194702], [162, 1.425816535949707], [53, 1.4291746616363525], [2115, 1.433225393295288], [3598, 1.4350666999816895], [2428, 1.4377434253692627], [2116, 1.4384770393371582]]"
6444,a child is singing in a televised competition,6444,"[[4515, 1.4105937480926514]]","[[4515, 1.4105937480926514], [7908, 1.423079252243042], [9282, 1.4249796867370605], [53, 1.4253509044647217], [9879, 1.4286277294158936]]","[[4515, 1.4105937480926514], [7908, 1.423079252243042], [9282, 1.4249796867370605], [53, 1.4253509044647217], [9879, 1.4286277294158936], [162, 1.429558515548706], [9541, 1.4342797994613647], [1741, 1.4354788064956665], [2115, 1.4357051849365234], [8757, 1.4374799728393555]]","[[4515, 1.4105937480926514], [7908, 1.423079252243042], [9282, 1.4249796867370605], [53, 1.4253509044647217], [9879, 1.4286277294158936], [162, 1.429558515548706], [9541, 1.4342797994613647], [1741, 1.4354788064956665], [2115, 1.4357051849365234], [8757, 1.4374799728393555]]"
4393,a child is singing for judges,4393,"[[4515, 1.4057765007019043]]","[[4515, 1.4057765007019043], [7908, 1.4192187786102295], [9879, 1.423248052597046], [9282, 1.4289265871047974], [2965, 1.4294703006744385]]","[[4515, 1.4057765007019043], [7908, 1.4192187786102295], [9879, 1.423248052597046], [9282, 1.4289265871047974], [2965, 1.4294703006744385], [162, 1.4311251640319824], [2115, 1.432680368423462], [2116, 1.4338195323944092], [53, 1.4339580535888672], [2690, 1.4379397630691528]]","[[4515, 1.4057765007019043], [7908, 1.4192187786102295], [9879, 1.423248052597046], [9282, 1.4289265871047974], [2965, 1.4294703006744385], [162, 1.4311251640319824], [2115, 1.432680368423462], [2116, 1.4338195323944092], [53, 1.4339580535888672], [2690, 1.4379397630691528]]"
900,a child is singing for an audience,900,"[[7908, 1.4226458072662354]]","[[7908, 1.4226458072662354], [9879, 1.424340009689331], [2372, 1.43368661403656], [530, 1.4372920989990234], [2965, 1.4411261081695557]]","[[7908, 1.4226458072662354], [9879, 1.424340009689331], [2372, 1.43368661403656], [530, 1.4372920989990234], [2965, 1.4411261081695557], [1352, 1.4411696195602417], [1161, 1.4434276819229126], [162, 1.4476776123046875], [2115, 1.451657772064209], [8757, 1.456789493560791]]","[[7908, 1.4226458072662354], [9879, 1.424340009689331], [2372, 1.43368661403656], [530, 1.4372920989990234], [2965, 1.4411261081695557], [1352, 1.4411696195602417], [1161, 1.4434276819229126], [162, 1.4476776123046875], [2115, 1.451657772064209], [8757, 1.456789493560791]]"
4738,a child is singing,4738,"[[9879, 1.4210273027420044]]","[[9879, 1.4210273027420044], [7908, 1.4221210479736328], [2965, 1.4309439659118652], [162, 1.433570384979248], [1352, 1.4430757761001587]]","[[9879, 1.4210273027420044], [7908, 1.4221210479736328], [2965, 1.4309439659118652], [162, 1.433570384979248], [1352, 1.4430757761001587], [2115, 1.4433259963989258], [1161, 1.4472603797912598], [4575, 1.4535340070724487], [5393, 1.4599679708480835], [9303, 1.4622585773468018]]","[[9879, 1.4210273027420044], [7908, 1.4221210479736328], [2965, 1.4309439659118652], [162, 1.433570384979248], [1352, 1.4430757761001587], [2115, 1.4433259963989258], [1161, 1.4472603797912598], [4575, 1.4535340070724487], [5393, 1.4599679708480835], [9303, 1.4622585773468018]]"
3248,a child is sightseeing on an air craft,3248,"[[5184, 1.3574844598770142]]","[[5184, 1.3574844598770142], [1958, 1.3967127799987793], [3395, 1.4279112815856934], [4832, 1.4356117248535156], [7793, 1.4421021938323975]]","[[5184, 1.3574844598770142], [1958, 1.3967127799987793], [3395, 1.4279112815856934], [4832, 1.4356117248535156], [7793, 1.4421021938323975], [6704, 1.4498211145401], [2183, 1.4562875032424927], [6876, 1.4597418308258057], [3463, 1.4800240993499756], [8939, 1.486915111541748]]","[[5184, 1.3574844598770142], [1958, 1.3967127799987793], [3395, 1.4279112815856934], [4832, 1.4356117248535156], [7793, 1.4421021938323975], [6704, 1.4498211145401], [2183, 1.4562875032424927], [6876, 1.4597418308258057], [3463, 1.4800240993499756], [8939, 1.486915111541748]]"
1707,a child is riding a bike,1707,"[[8026, 1.4247326850891113]]","[[8026, 1.4247326850891113], [6394, 1.4332880973815918], [8513, 1.4378576278686523], [1795, 1.4386072158813477], [9482, 1.4456140995025635]]","[[8026, 1.4247326850891113], [6394, 1.4332880973815918], [8513, 1.4378576278686523], [1795, 1.4386072158813477], [9482, 1.4456140995025635], [3917, 1.4480271339416504], [2667, 1.4507818222045898], [9616, 1.4573845863342285], [2862, 1.4589619636535645], [5413, 1.46038818359375]]","[[8026, 1.4247326850891113], [6394, 1.4332880973815918], [8513, 1.4378576278686523], [1795, 1.4386072158813477], [9482, 1.4456140995025635], [3917, 1.4480271339416504], [2667, 1.4507818222045898], [9616, 1.4573845863342285], [2862, 1.4589619636535645], [5413, 1.46038818359375]]"
3897,a child is playing with various substances in water,3897,"[[2777, 1.3946878910064697]]","[[2777, 1.3946878910064697], [6717, 1.4112437963485718], [3897, 1.4297518730163574], [8408, 1.4302828311920166], [1775, 1.4393562078475952]]","[[2777, 1.3946878910064697], [6717, 1.4112437963485718], [3897, 1.4297518730163574], [8408, 1.4302828311920166], [1775, 1.4393562078475952], [6957, 1.455123782157898], [3226, 1.4565889835357666], [4506, 1.4582853317260742], [1980, 1.4645357131958008], [8452, 1.4700539112091064]]","[[2777, 1.3946878910064697], [6717, 1.4112437963485718], [3897, 1.4297518730163574], [8408, 1.4302828311920166], [1775, 1.4393562078475952], [6957, 1.455123782157898], [3226, 1.4565889835357666], [4506, 1.4582853317260742], [1980, 1.4645357131958008], [8452, 1.4700539112091064]]"
5793,a child is speaking with the judges on a televised competition,5793,"[[6355, 1.385279655456543]]","[[6355, 1.385279655456543], [6495, 1.3977786302566528], [8757, 1.4017970561981201], [6208, 1.4038324356079102], [7941, 1.405928611755371]]","[[6355, 1.385279655456543], [6495, 1.3977786302566528], [8757, 1.4017970561981201], [6208, 1.4038324356079102], [7941, 1.405928611755371], [5793, 1.4072620868682861], [1352, 1.4208124876022339], [5794, 1.4265081882476807], [7014, 1.4292056560516357], [8792, 1.4315459728240967]]","[[6355, 1.385279655456543], [6495, 1.3977786302566528], [8757, 1.4017970561981201], [6208, 1.4038324356079102], [7941, 1.405928611755371], [5793, 1.4072620868682861], [1352, 1.4208124876022339], [5794, 1.4265081882476807], [7014, 1.4292056560516357], [8792, 1.4315459728240967]]"
5393,a child is standing on stage ready to give a singing performance,5393,"[[1352, 1.397818684577942]]","[[1352, 1.397818684577942], [7558, 1.4462580680847168], [6355, 1.4575672149658203], [1767, 1.4616010189056396], [9264, 1.4624269008636475]]","[[1352, 1.397818684577942], [7558, 1.4462580680847168], [6355, 1.4575672149658203], [1767, 1.4616010189056396], [9264, 1.4624269008636475], [7908, 1.469923734664917], [5393, 1.4746712446212769], [6495, 1.4756009578704834], [9202, 1.477358341217041], [2895, 1.4789923429489136]]","[[1352, 1.397818684577942], [7558, 1.4462580680847168], [6355, 1.4575672149658203], [1767, 1.4616010189056396], [9264, 1.4624269008636475], [7908, 1.469923734664917], [5393, 1.4746712446212769], [6495, 1.4756009578704834], [9202, 1.477358341217041], [2895, 1.4789923429489136]]"
2782,a child is taking part in a reality show,2782,"[[1352, 1.370524525642395]]","[[1352, 1.370524525642395], [6355, 1.3874669075012207], [6495, 1.3946696519851685], [5793, 1.3964886665344238], [8757, 1.3976813554763794]]","[[1352, 1.370524525642395], [6355, 1.3874669075012207], [6495, 1.3946696519851685], [5793, 1.3964886665344238], [8757, 1.3976813554763794], [1767, 1.3984401226043701], [6208, 1.3994746208190918], [7941, 1.4109067916870117], [4592, 1.415892243385315], [2115, 1.422379970550537]]","[[1352, 1.370524525642395], [6355, 1.3874669075012207], [6495, 1.3946696519851685], [5793, 1.3964886665344238], [8757, 1.3976813554763794], [1767, 1.3984401226043701], [6208, 1.3994746208190918], [7941, 1.4109067916870117], [4592, 1.415892243385315], [2115, 1.422379970550537]]"
4349,a child is talking and laughing,4349,"[[4349, 1.377402424812317]]","[[4349, 1.377402424812317], [212, 1.412577509880066], [8058, 1.4197930097579956], [8698, 1.4276819229125977], [9617, 1.4441685676574707]]","[[4349, 1.377402424812317], [212, 1.412577509880066], [8058, 1.4197930097579956], [8698, 1.4276819229125977], [9617, 1.4441685676574707], [699, 1.4454560279846191], [7970, 1.4512314796447754], [4940, 1.4544298648834229], [1832, 1.4554742574691772], [2356, 1.4554890394210815]]","[[4349, 1.377402424812317], [212, 1.412577509880066], [8058, 1.4197930097579956], [8698, 1.4276819229125977], [9617, 1.4441685676574707], [699, 1.4454560279846191], [7970, 1.4512314796447754], [4940, 1.4544298648834229], [1832, 1.4554742574691772], [2356, 1.4554890394210815]]"
1352,a child performs a song on america s got talent,1352,"[[1352, 1.4009180068969727]]","[[1352, 1.4009180068969727], [5171, 1.4316526651382446], [4515, 1.4436697959899902], [2115, 1.4529690742492676], [5393, 1.4534804821014404]]","[[1352, 1.4009180068969727], [5171, 1.4316526651382446], [4515, 1.4436697959899902], [2115, 1.4529690742492676], [5393, 1.4534804821014404], [6503, 1.4543850421905518], [9129, 1.4565809965133667], [357, 1.4582397937774658], [9541, 1.458540439605713], [7867, 1.4604260921478271]]","[[1352, 1.4009180068969727], [5171, 1.4316526651382446], [4515, 1.4436697959899902], [2115, 1.4529690742492676], [5393, 1.4534804821014404], [6503, 1.4543850421905518], [9129, 1.4565809965133667], [357, 1.4582397937774658], [9541, 1.458540439605713], [7867, 1.4604260921478271]]"
3590,a child performs a song in front of an audience for a talent show,3590,"[[4515, 1.4044479131698608]]","[[4515, 1.4044479131698608], [9541, 1.40786612033844], [4738, 1.4201112985610962], [1352, 1.4220969676971436], [6503, 1.4240937232971191]]","[[4515, 1.4044479131698608], [9541, 1.40786612033844], [4738, 1.4201112985610962], [1352, 1.4220969676971436], [6503, 1.4240937232971191], [3457, 1.424532175064087], [638, 1.4291579723358154], [2782, 1.4299488067626953], [5171, 1.4336236715316772], [1161, 1.434801459312439]]","[[4515, 1.4044479131698608], [9541, 1.40786612033844], [4738, 1.4201112985610962], [1352, 1.4220969676971436], [6503, 1.4240937232971191], [3457, 1.424532175064087], [638, 1.4291579723358154], [2782, 1.4299488067626953], [5171, 1.4336236715316772], [1161, 1.434801459312439]]"
3598,a child performing on the voice,3598,"[[4515, 1.4021029472351074]]","[[4515, 1.4021029472351074], [3598, 1.4281740188598633], [9879, 1.4318442344665527], [7908, 1.432213306427002], [2115, 1.4365403652191162]]","[[4515, 1.4021029472351074], [3598, 1.4281740188598633], [9879, 1.4318442344665527], [7908, 1.432213306427002], [2115, 1.4365403652191162], [9541, 1.4382174015045166], [53, 1.4386858940124512], [9282, 1.439530611038208], [5393, 1.4397481679916382], [6503, 1.4406427145004272]]","[[4515, 1.4021029472351074], [3598, 1.4281740188598633], [9879, 1.4318442344665527], [7908, 1.432213306427002], [2115, 1.4365403652191162], [9541, 1.4382174015045166], [53, 1.4386858940124512], [9282, 1.439530611038208], [5393, 1.4397481679916382], [6503, 1.4406427145004272]]"
5815,a child performing on stage for an audience,5815,"[[1352, 1.396768569946289]]","[[1352, 1.396768569946289], [7558, 1.4177345037460327], [6355, 1.437411904335022], [1767, 1.4393351078033447], [1161, 1.440765142440796]]","[[1352, 1.396768569946289], [7558, 1.4177345037460327], [6355, 1.437411904335022], [1767, 1.4393351078033447], [1161, 1.440765142440796], [8757, 1.4470438957214355], [6495, 1.447746992111206], [7908, 1.4516479969024658], [9879, 1.4529460668563843], [2782, 1.4587090015411377]]","[[1352, 1.396768569946289], [7558, 1.4177345037460327], [6355, 1.437411904335022], [1767, 1.4393351078033447], [1161, 1.440765142440796], [8757, 1.4470438957214355], [6495, 1.447746992111206], [7908, 1.4516479969024658], [9879, 1.4529460668563843], [2782, 1.4587090015411377]]"
1607,a child laying in a bed knocking back on a wall and texting on her phone,1607,"[[8832, 1.3705466985702515]]","[[8832, 1.3705466985702515], [583, 1.3755828142166138], [4919, 1.3772886991500854], [7118, 1.3800185918807983], [4356, 1.3857884407043457]]","[[8832, 1.3705466985702515], [583, 1.3755828142166138], [4919, 1.3772886991500854], [7118, 1.3800185918807983], [4356, 1.3857884407043457], [425, 1.3863807916641235], [2679, 1.3864046335220337], [7129, 1.3948525190353394], [3672, 1.3987613916397095], [9012, 1.4015424251556396]]","[[8832, 1.3705466985702515], [583, 1.3755828142166138], [4919, 1.3772886991500854], [7118, 1.3800185918807983], [4356, 1.3857884407043457], [425, 1.3863807916641235], [2679, 1.3864046335220337], [7129, 1.3948525190353394], [3672, 1.3987613916397095], [9012, 1.4015424251556396]]"
5100,a child knocks on the wall,5100,"[[7260, 1.4333308935165405]]","[[7260, 1.4333308935165405], [5100, 1.4349870681762695], [5641, 1.4448245763778687], [1607, 1.4455962181091309], [5143, 1.4474213123321533]]","[[7260, 1.4333308935165405], [5100, 1.4349870681762695], [5641, 1.4448245763778687], [1607, 1.4455962181091309], [5143, 1.4474213123321533], [8832, 1.4539791345596313], [7399, 1.4583165645599365], [583, 1.462702989578247], [9012, 1.463348150253296], [7078, 1.4649434089660645]]","[[7260, 1.4333308935165405], [5100, 1.4349870681762695], [5641, 1.4448245763778687], [1607, 1.4455962181091309], [5143, 1.4474213123321533], [8832, 1.4539791345596313], [7399, 1.4583165645599365], [583, 1.462702989578247], [9012, 1.463348150253296], [7078, 1.4649434089660645]]"
