video_id,sentence,ground_truth,top1,top5,top10,top10_raw_res
6586,a stroller is showcased,6586,"[[2058, 1.3355822563171387]]","[[2058, 1.3355822563171387], [2168, 1.3585777282714844], [953, 1.3619308471679688], [3060, 1.3630077838897705], [6586, 1.3691753149032593]]","[[2058, 1.3355822563171387], [2168, 1.3585777282714844], [953, 1.3619308471679688], [3060, 1.3630077838897705], [6586, 1.3691753149032593], [5657, 1.3748100996017456], [3637, 1.3755085468292236], [9927, 1.3782322406768799], [508, 1.3811259269714355], [7050, 1.3819305896759033]]","[[2058, 1.3355822563171387], [2168, 1.3585777282714844], [953, 1.3619308471679688], [3060, 1.3630077838897705], [6586, 1.3691753149032593], [5657, 1.3748100996017456], [3637, 1.3755085468292236], [9927, 1.3782322406768799], [508, 1.3811259269714355], [7050, 1.3819305896759033]]"
6586,a stroller is shown,6586,"[[2058, 1.338910460472107]]","[[2058, 1.338910460472107], [953, 1.3650977611541748], [6586, 1.3701523542404175], [2168, 1.3720674514770508], [3637, 1.3760790824890137]]","[[2058, 1.338910460472107], [953, 1.3650977611541748], [6586, 1.3701523542404175], [2168, 1.3720674514770508], [3637, 1.3760790824890137], [7050, 1.3801770210266113], [9927, 1.3805477619171143], [5657, 1.3823421001434326], [8291, 1.3842008113861084], [508, 1.3850364685058594]]","[[2058, 1.338910460472107], [953, 1.3650977611541748], [6586, 1.3701523542404175], [2168, 1.3720674514770508], [3637, 1.3760790824890137], [7050, 1.3801770210266113], [9927, 1.3805477619171143], [5657, 1.3823421001434326], [8291, 1.3842008113861084], [508, 1.3850364685058594]]"
6586,a tricycle carriage is advertised,6586,"[[2058, 1.4089303016662598]]","[[2058, 1.4089303016662598], [3060, 1.4185200929641724], [953, 1.4192051887512207], [508, 1.427804708480835], [4112, 1.4282866716384888]]","[[2058, 1.4089303016662598], [3060, 1.4185200929641724], [953, 1.4192051887512207], [508, 1.427804708480835], [4112, 1.4282866716384888], [5319, 1.4320518970489502], [2442, 1.4337968826293945], [6586, 1.4340531826019287], [7935, 1.435470700263977], [6746, 1.4360156059265137]]","[[2058, 1.4089303016662598], [3060, 1.4185200929641724], [953, 1.4192051887512207], [508, 1.427804708480835], [4112, 1.4282866716384888], [5319, 1.4320518970489502], [2442, 1.4337968826293945], [6586, 1.4340531826019287], [7935, 1.435470700263977], [6746, 1.4360156059265137]]"
6586,a woman demonstrates the use of a baby stroller,6586,"[[145, 1.3678441047668457]]","[[145, 1.3678441047668457], [2168, 1.3701057434082031], [509, 1.372657060623169], [3060, 1.3760673999786377], [2058, 1.3811143636703491]]","[[145, 1.3678441047668457], [2168, 1.3701057434082031], [509, 1.372657060623169], [3060, 1.3760673999786377], [2058, 1.3811143636703491], [2527, 1.3839237689971924], [5675, 1.3847081661224365], [7852, 1.38492751121521], [5944, 1.3861083984375], [7077, 1.3882495164871216]]","[[145, 1.3678441047668457], [2168, 1.3701057434082031], [509, 1.372657060623169], [3060, 1.3760673999786377], [2058, 1.3811143636703491], [2527, 1.3839237689971924], [5675, 1.3847081661224365], [7852, 1.38492751121521], [5944, 1.3861083984375], [7077, 1.3882495164871216]]"
6586,a woman holds a child and a stroller,6586,"[[6334, 1.3768287897109985]]","[[6334, 1.3768287897109985], [5229, 1.377278208732605], [145, 1.3924362659454346], [5657, 1.393049955368042], [6123, 1.3991296291351318]]","[[6334, 1.3768287897109985], [5229, 1.377278208732605], [145, 1.3924362659454346], [5657, 1.393049955368042], [6123, 1.3991296291351318], [6586, 1.4029960632324219], [255, 1.4059710502624512], [3637, 1.412811279296875], [3060, 1.4136407375335693], [259, 1.4164385795593262]]","[[6334, 1.3768287897109985], [5229, 1.377278208732605], [145, 1.3924362659454346], [5657, 1.393049955368042], [6123, 1.3991296291351318], [6586, 1.4029960632324219], [255, 1.4059710502624512], [3637, 1.412811279296875], [3060, 1.4136407375335693], [259, 1.4164385795593262]]"
6586,a woman is holding a baby in one arm and a stroller in her other,6586,"[[5657, 1.3984178304672241]]","[[5657, 1.3984178304672241], [5229, 1.4085986614227295], [6586, 1.4107375144958496], [3060, 1.4184372425079346], [1037, 1.4220972061157227]]","[[5657, 1.3984178304672241], [5229, 1.4085986614227295], [6586, 1.4107375144958496], [3060, 1.4184372425079346], [1037, 1.4220972061157227], [3637, 1.4224799871444702], [2168, 1.422602653503418], [2527, 1.4239100217819214], [255, 1.4243253469467163], [6334, 1.42448091506958]]","[[5657, 1.3984178304672241], [5229, 1.4085986614227295], [6586, 1.4107375144958496], [3060, 1.4184372425079346], [1037, 1.4220972061157227], [3637, 1.4224799871444702], [2168, 1.422602653503418], [2527, 1.4239100217819214], [255, 1.4243253469467163], [6334, 1.42448091506958]]"
6586,a woman with a baby stroller,6586,"[[3060, 1.365729808807373]]","[[3060, 1.365729808807373], [2168, 1.3678056001663208], [2527, 1.370008111000061], [7230, 1.3855702877044678], [145, 1.3887890577316284]]","[[3060, 1.365729808807373], [2168, 1.3678056001663208], [2527, 1.370008111000061], [7230, 1.3855702877044678], [145, 1.3887890577316284], [3637, 1.3888049125671387], [2058, 1.3908132314682007], [7077, 1.3917944431304932], [6586, 1.3920780420303345], [9927, 1.3937283754348755]]","[[3060, 1.365729808807373], [2168, 1.3678056001663208], [2527, 1.370008111000061], [7230, 1.3855702877044678], [145, 1.3887890577316284], [3637, 1.3888049125671387], [2058, 1.3908132314682007], [7077, 1.3917944431304932], [6586, 1.3920780420303345], [9927, 1.3937283754348755]]"
6586,a woman with a stroller,6586,"[[3060, 1.3852908611297607]]","[[3060, 1.3852908611297607], [2168, 1.3878107070922852], [8291, 1.3926026821136475], [145, 1.393859624862671], [3637, 1.3950821161270142]]","[[3060, 1.3852908611297607], [2168, 1.3878107070922852], [8291, 1.3926026821136475], [145, 1.393859624862671], [3637, 1.3950821161270142], [255, 1.3957511186599731], [2527, 1.396266222000122], [5675, 1.4016331434249878], [4083, 1.4029239416122437], [6586, 1.4039936065673828]]","[[3060, 1.3852908611297607], [2168, 1.3878107070922852], [8291, 1.3926026821136475], [145, 1.393859624862671], [3637, 1.3950821161270142], [255, 1.3957511186599731], [2527, 1.396266222000122], [5675, 1.4016331434249878], [4083, 1.4029239416122437], [6586, 1.4039936065673828]]"
6586,demonstration of a three wheeled child stroller,6586,"[[2058, 1.3506022691726685]]","[[2058, 1.3506022691726685], [3060, 1.3838515281677246], [7050, 1.3857804536819458], [2168, 1.385789394378662], [255, 1.3917862176895142]]","[[2058, 1.3506022691726685], [3060, 1.3838515281677246], [7050, 1.3857804536819458], [2168, 1.385789394378662], [255, 1.3917862176895142], [3637, 1.3923035860061646], [5657, 1.393756628036499], [953, 1.394755482673645], [509, 1.3966110944747925], [230, 1.4003841876983643]]","[[2058, 1.3506022691726685], [3060, 1.3838515281677246], [7050, 1.3857804536819458], [2168, 1.385789394378662], [255, 1.3917862176895142], [3637, 1.3923035860061646], [5657, 1.393756628036499], [953, 1.394755482673645], [509, 1.3966110944747925], [230, 1.4003841876983643]]"
6586,lady talking about a stroller,6586,"[[2168, 1.3688488006591797]]","[[2168, 1.3688488006591797], [3060, 1.3717883825302124], [9927, 1.3722448348999023], [2058, 1.3735154867172241], [3637, 1.3839139938354492]]","[[2168, 1.3688488006591797], [3060, 1.3717883825302124], [9927, 1.3722448348999023], [2058, 1.3735154867172241], [3637, 1.3839139938354492], [2527, 1.388782024383545], [8291, 1.3931095600128174], [259, 1.3986682891845703], [5657, 1.4030734300613403], [7230, 1.4030916690826416]]","[[2168, 1.3688488006591797], [3060, 1.3717883825302124], [9927, 1.3722448348999023], [2058, 1.3735154867172241], [3637, 1.3839139938354492], [2527, 1.388782024383545], [8291, 1.3931095600128174], [259, 1.3986682891845703], [5657, 1.4030734300613403], [7230, 1.4030916690826416]]"
6586,photo slide of baby stroller,6586,"[[2058, 1.3564751148223877]]","[[2058, 1.3564751148223877], [6586, 1.379127025604248], [2168, 1.3915700912475586], [3060, 1.3955252170562744], [953, 1.3984147310256958]]","[[2058, 1.3564751148223877], [6586, 1.379127025604248], [2168, 1.3915700912475586], [3060, 1.3955252170562744], [953, 1.3984147310256958], [9927, 1.402462124824524], [3637, 1.409044861793518], [9296, 1.4097968339920044], [5319, 1.4171329736709595], [508, 1.4180586338043213]]","[[2058, 1.3564751148223877], [6586, 1.379127025604248], [2168, 1.3915700912475586], [3060, 1.3955252170562744], [953, 1.3984147310256958], [9927, 1.402462124824524], [3637, 1.409044861793518], [9296, 1.4097968339920044], [5319, 1.4171329736709595], [508, 1.4180586338043213]]"
6586,pictures of a stroller and it s features,6586,"[[2058, 1.3624945878982544]]","[[2058, 1.3624945878982544], [6586, 1.385971188545227], [953, 1.388725996017456], [9296, 1.4044828414916992], [508, 1.4050400257110596]]","[[2058, 1.3624945878982544], [6586, 1.385971188545227], [953, 1.388725996017456], [9296, 1.4044828414916992], [508, 1.4050400257110596], [3637, 1.4153079986572266], [3060, 1.4193214178085327], [5657, 1.427311658859253], [2168, 1.4286442995071411], [9927, 1.4330484867095947]]","[[2058, 1.3624945878982544], [6586, 1.385971188545227], [953, 1.388725996017456], [9296, 1.4044828414916992], [508, 1.4050400257110596], [3637, 1.4153079986572266], [3060, 1.4193214178085327], [5657, 1.427311658859253], [2168, 1.4286442995071411], [9927, 1.4330484867095947]]"
6586,the images are moving of mother and trolly,6586,"[[6586, 1.35329008102417]]","[[6586, 1.35329008102417], [3060, 1.3614412546157837], [953, 1.3852338790893555], [2168, 1.3909108638763428], [2527, 1.4063551425933838]]","[[6586, 1.35329008102417], [3060, 1.3614412546157837], [953, 1.3852338790893555], [2168, 1.3909108638763428], [2527, 1.4063551425933838], [9927, 1.4129517078399658], [508, 1.415891170501709], [1037, 1.420015573501587], [3637, 1.4221794605255127], [2058, 1.4267715215682983]]","[[6586, 1.35329008102417], [3060, 1.3614412546157837], [953, 1.3852338790893555], [2168, 1.3909108638763428], [2527, 1.4063551425933838], [9927, 1.4129517078399658], [508, 1.415891170501709], [1037, 1.420015573501587], [3637, 1.4221794605255127], [2058, 1.4267715215682983]]"
6586,the woman was holding a baby,6586,"[[930, 1.37728750705719]]","[[930, 1.37728750705719], [5187, 1.3943116664886475], [7121, 1.404325008392334], [5056, 1.40627920627594], [2536, 1.4101741313934326]]","[[930, 1.37728750705719], [5187, 1.3943116664886475], [7121, 1.404325008392334], [5056, 1.40627920627594], [2536, 1.4101741313934326], [734, 1.417564034461975], [6254, 1.4287822246551514], [3182, 1.429863691329956], [921, 1.4298865795135498], [5539, 1.4483671188354492]]","[[930, 1.37728750705719], [5187, 1.3943116664886475], [7121, 1.404325008392334], [5056, 1.40627920627594], [2536, 1.4101741313934326], [734, 1.417564034461975], [6254, 1.4287822246551514], [3182, 1.429863691329956], [921, 1.4298865795135498], [5539, 1.4483671188354492]]"
6586,there are several views of a baby stroller,6586,"[[2058, 1.3416632413864136]]","[[2058, 1.3416632413864136], [953, 1.3832327127456665], [2168, 1.3923604488372803], [3060, 1.3932124376296997], [3637, 1.401447057723999]]","[[2058, 1.3416632413864136], [953, 1.3832327127456665], [2168, 1.3923604488372803], [3060, 1.3932124376296997], [3637, 1.401447057723999], [5657, 1.4045109748840332], [508, 1.4065821170806885], [6586, 1.4096226692199707], [9927, 1.4112828969955444], [7050, 1.4170867204666138]]","[[2058, 1.3416632413864136], [953, 1.3832327127456665], [2168, 1.3923604488372803], [3060, 1.3932124376296997], [3637, 1.401447057723999], [5657, 1.4045109748840332], [508, 1.4065821170806885], [6586, 1.4096226692199707], [9927, 1.4112828969955444], [7050, 1.4170867204666138]]"
6586,this is baby pram review video,6586,"[[3060, 1.3524439334869385]]","[[3060, 1.3524439334869385], [2168, 1.3555634021759033], [2058, 1.3558671474456787], [9927, 1.4003363847732544], [2527, 1.4050791263580322]]","[[3060, 1.3524439334869385], [2168, 1.3555634021759033], [2058, 1.3558671474456787], [9927, 1.4003363847732544], [2527, 1.4050791263580322], [7230, 1.4062860012054443], [6746, 1.4066811800003052], [3408, 1.4168996810913086], [5229, 1.4180097579956055], [6123, 1.4191795587539673]]","[[3060, 1.3524439334869385], [2168, 1.3555634021759033], [2058, 1.3558671474456787], [9927, 1.4003363847732544], [2527, 1.4050791263580322], [7230, 1.4062860012054443], [6746, 1.4066811800003052], [3408, 1.4168996810913086], [5229, 1.4180097579956055], [6123, 1.4191795587539673]]"
1557,a adventure action game play,1557,"[[2162, 1.445113182067871]]","[[2162, 1.445113182067871], [3713, 1.4510520696640015], [3440, 1.4524590969085693], [577, 1.4539498090744019], [6856, 1.4551749229431152]]","[[2162, 1.445113182067871], [3713, 1.4510520696640015], [3440, 1.4524590969085693], [577, 1.4539498090744019], [6856, 1.4551749229431152], [8313, 1.4571048021316528], [3535, 1.4572863578796387], [7860, 1.4581403732299805], [1779, 1.458720326423645], [8898, 1.458935260772705]]","[[2162, 1.445113182067871], [3713, 1.4510520696640015], [3440, 1.4524590969085693], [577, 1.4539498090744019], [6856, 1.4551749229431152], [8313, 1.4571048021316528], [3535, 1.4572863578796387], [7860, 1.4581403732299805], [1779, 1.458720326423645], [8898, 1.458935260772705]]"
1557,a cartoon of a guy shooting a gun,1557,"[[3107, 1.4193929433822632]]","[[3107, 1.4193929433822632], [7498, 1.4228198528289795], [9476, 1.4356571435928345], [3756, 1.4451661109924316], [5074, 1.4641627073287964]]","[[3107, 1.4193929433822632], [7498, 1.4228198528289795], [9476, 1.4356571435928345], [3756, 1.4451661109924316], [5074, 1.4641627073287964], [2208, 1.466784954071045], [6835, 1.4728753566741943], [2800, 1.4855666160583496], [4258, 1.4892888069152832], [2724, 1.4914748668670654]]","[[3107, 1.4193929433822632], [7498, 1.4228198528289795], [9476, 1.4356571435928345], [3756, 1.4451661109924316], [5074, 1.4641627073287964], [2208, 1.466784954071045], [6835, 1.4728753566741943], [2800, 1.4855666160583496], [4258, 1.4892888069152832], [2724, 1.4914748668670654]]"
1557,a clip with gameplay from a halo game,1557,"[[3586, 1.4039316177368164]]","[[3586, 1.4039316177368164], [1557, 1.4323899745941162], [5727, 1.433089256286621], [9476, 1.4413971900939941], [7810, 1.448710560798645]]","[[3586, 1.4039316177368164], [1557, 1.4323899745941162], [5727, 1.433089256286621], [9476, 1.4413971900939941], [7810, 1.448710560798645], [396, 1.4581139087677002], [1745, 1.4604671001434326], [7178, 1.4703983068466187], [74, 1.476172924041748], [562, 1.4913455247879028]]","[[3586, 1.4039316177368164], [1557, 1.4323899745941162], [5727, 1.433089256286621], [9476, 1.4413971900939941], [7810, 1.448710560798645], [396, 1.4581139087677002], [1745, 1.4604671001434326], [7178, 1.4703983068466187], [74, 1.476172924041748], [562, 1.4913455247879028]]"
1557,a first person shooter game is played,1557,"[[1557, 1.4350411891937256]]","[[1557, 1.4350411891937256], [2378, 1.4398159980773926], [2154, 1.4415704011917114], [4453, 1.4454352855682373], [5860, 1.446007251739502]]","[[1557, 1.4350411891937256], [2378, 1.4398159980773926], [2154, 1.4415704011917114], [4453, 1.4454352855682373], [5860, 1.446007251739502], [4099, 1.4470434188842773], [3926, 1.4473962783813477], [4258, 1.4510371685028076], [7757, 1.4525351524353027], [2208, 1.4547545909881592]]","[[1557, 1.4350411891937256], [2378, 1.4398159980773926], [2154, 1.4415704011917114], [4453, 1.4454352855682373], [5860, 1.446007251739502], [4099, 1.4470434188842773], [3926, 1.4473962783813477], [4258, 1.4510371685028076], [7757, 1.4525351524353027], [2208, 1.4547545909881592]]"
1557,a gun is shooting in a game,1557,"[[1557, 1.4037162065505981]]","[[1557, 1.4037162065505981], [6596, 1.4173946380615234], [4409, 1.420170545578003], [6498, 1.4213120937347412], [2208, 1.4237010478973389]]","[[1557, 1.4037162065505981], [6596, 1.4173946380615234], [4409, 1.420170545578003], [6498, 1.4213120937347412], [2208, 1.4237010478973389], [5860, 1.425551176071167], [3586, 1.4284143447875977], [2378, 1.4311530590057373], [2079, 1.4337307214736938], [4258, 1.4355567693710327]]","[[1557, 1.4037162065505981], [6596, 1.4173946380615234], [4409, 1.420170545578003], [6498, 1.4213120937347412], [2208, 1.4237010478973389], [5860, 1.425551176071167], [3586, 1.4284143447875977], [2378, 1.4311530590057373], [2079, 1.4337307214736938], [4258, 1.4355567693710327]]"
1557,a person fires weapons in a first person shooter game,1557,"[[1557, 1.412809133529663]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265], [2154, 1.439666748046875], [2208, 1.44011652469635], [4453, 1.4404847621917725], [3586, 1.4423389434814453], [4099, 1.4441790580749512]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265], [2154, 1.439666748046875], [2208, 1.44011652469635], [4453, 1.4404847621917725], [3586, 1.4423389434814453], [4099, 1.4441790580749512]]"
1557,a person is playing a shooting game,1557,"[[1557, 1.419844627380371]]","[[1557, 1.419844627380371], [6596, 1.441179871559143], [6498, 1.444111943244934], [3586, 1.4442590475082397], [4409, 1.4443540573120117]]","[[1557, 1.419844627380371], [6596, 1.441179871559143], [6498, 1.444111943244934], [3586, 1.4442590475082397], [4409, 1.4443540573120117], [3926, 1.4501632452011108], [9467, 1.450169324874878], [2079, 1.450769305229187], [2208, 1.4512304067611694], [5860, 1.4518187046051025]]","[[1557, 1.419844627380371], [6596, 1.441179871559143], [6498, 1.444111943244934], [3586, 1.4442590475082397], [4409, 1.4443540573120117], [3926, 1.4501632452011108], [9467, 1.450169324874878], [2079, 1.450769305229187], [2208, 1.4512304067611694], [5860, 1.4518187046051025]]"
1557,a person playing a video game,1557,"[[545, 1.4716774225234985]]","[[545, 1.4716774225234985], [6090, 1.4718968868255615], [1006, 1.4750412702560425], [3349, 1.4764947891235352], [7919, 1.476940393447876]]","[[545, 1.4716774225234985], [6090, 1.4718968868255615], [1006, 1.4750412702560425], [3349, 1.4764947891235352], [7919, 1.476940393447876], [7860, 1.4795023202896118], [2621, 1.4803249835968018], [6491, 1.480734944343567], [1293, 1.4829020500183105], [9795, 1.4829241037368774]]","[[545, 1.4716774225234985], [6090, 1.4718968868255615], [1006, 1.4750412702560425], [3349, 1.4764947891235352], [7919, 1.476940393447876], [7860, 1.4795023202896118], [2621, 1.4803249835968018], [6491, 1.480734944343567], [1293, 1.4829020500183105], [9795, 1.4829241037368774]]"
1557,a person playing shooting game,1557,"[[1557, 1.4318146705627441]]","[[1557, 1.4318146705627441], [6498, 1.4436609745025635], [4409, 1.44801926612854], [3586, 1.4486700296401978], [6596, 1.4500502347946167]]","[[1557, 1.4318146705627441], [6498, 1.4436609745025635], [4409, 1.44801926612854], [3586, 1.4486700296401978], [6596, 1.4500502347946167], [2079, 1.4506127834320068], [5860, 1.454148530960083], [2378, 1.4553582668304443], [3926, 1.4565114974975586], [4258, 1.456566333770752]]","[[1557, 1.4318146705627441], [6498, 1.4436609745025635], [4409, 1.44801926612854], [3586, 1.4486700296401978], [6596, 1.4500502347946167], [2079, 1.4506127834320068], [5860, 1.454148530960083], [2378, 1.4553582668304443], [3926, 1.4565114974975586], [4258, 1.456566333770752]]"
1557,a shooting video game is being played,1557,"[[1557, 1.4369539022445679]]","[[1557, 1.4369539022445679], [4409, 1.4473577737808228], [6498, 1.449927806854248], [3586, 1.450692892074585], [5860, 1.453232765197754]]","[[1557, 1.4369539022445679], [4409, 1.4473577737808228], [6498, 1.449927806854248], [3586, 1.450692892074585], [5860, 1.453232765197754], [6596, 1.4544548988342285], [7757, 1.4594608545303345], [7660, 1.4599683284759521], [2208, 1.4604216814041138], [4258, 1.4604458808898926]]","[[1557, 1.4369539022445679], [4409, 1.4473577737808228], [6498, 1.449927806854248], [3586, 1.450692892074585], [5860, 1.453232765197754], [6596, 1.4544548988342285], [7757, 1.4594608545303345], [7660, 1.4599683284759521], [2208, 1.4604216814041138], [4258, 1.4604458808898926]]"
1557,a video game character is firing a shotgun,1557,"[[1557, 1.4297735691070557]]","[[1557, 1.4297735691070557], [6596, 1.4483550786972046], [2208, 1.4485511779785156], [3586, 1.4491286277770996], [6025, 1.44914972782135]]","[[1557, 1.4297735691070557], [6596, 1.4483550786972046], [2208, 1.4485511779785156], [3586, 1.4491286277770996], [6025, 1.44914972782135], [9837, 1.4517790079116821], [4839, 1.4612873792648315], [7757, 1.4629477262496948], [3725, 1.463024616241455], [3567, 1.4679694175720215]]","[[1557, 1.4297735691070557], [6596, 1.4483550786972046], [2208, 1.4485511779785156], [3586, 1.4491286277770996], [6025, 1.44914972782135], [9837, 1.4517790079116821], [4839, 1.4612873792648315], [7757, 1.4629477262496948], [3725, 1.463024616241455], [3567, 1.4679694175720215]]"
1557,a video game character shoots a shotgun,1557,"[[1557, 1.4365794658660889]]","[[1557, 1.4365794658660889], [6025, 1.4436087608337402], [2208, 1.4500539302825928], [3725, 1.4523671865463257], [9837, 1.4595191478729248]]","[[1557, 1.4365794658660889], [6025, 1.4436087608337402], [2208, 1.4500539302825928], [3725, 1.4523671865463257], [9837, 1.4595191478729248], [7757, 1.4625616073608398], [3586, 1.4637455940246582], [6596, 1.4640185832977295], [3567, 1.4665429592132568], [4839, 1.4682133197784424]]","[[1557, 1.4365794658660889], [6025, 1.4436087608337402], [2208, 1.4500539302825928], [3725, 1.4523671865463257], [9837, 1.4595191478729248], [7757, 1.4625616073608398], [3586, 1.4637455940246582], [6596, 1.4640185832977295], [3567, 1.4665429592132568], [4839, 1.4682133197784424]]"
1557,footage from the video game halo,1557,"[[9476, 1.4090921878814697]]","[[9476, 1.4090921878814697], [5727, 1.424168586730957], [1745, 1.445521593093872], [7178, 1.4462666511535645], [396, 1.4599826335906982]]","[[9476, 1.4090921878814697], [5727, 1.424168586730957], [1745, 1.445521593093872], [7178, 1.4462666511535645], [396, 1.4599826335906982], [74, 1.4652023315429688], [4870, 1.4853782653808594], [8071, 1.4876682758331299], [5818, 1.497780680656433], [25, 1.504438877105713]]","[[9476, 1.4090921878814697], [5727, 1.424168586730957], [1745, 1.445521593093872], [7178, 1.4462666511535645], [396, 1.4599826335906982], [74, 1.4652023315429688], [4870, 1.4853782653808594], [8071, 1.4876682758331299], [5818, 1.497780680656433], [25, 1.504438877105713]]"
1557,gameplay footage of someone playing a game,1557,"[[6478, 1.4711140394210815]]","[[6478, 1.4711140394210815], [5332, 1.4733023643493652], [4997, 1.4737744331359863], [2162, 1.474664568901062], [2977, 1.4752025604248047]]","[[6478, 1.4711140394210815], [5332, 1.4733023643493652], [4997, 1.4737744331359863], [2162, 1.474664568901062], [2977, 1.4752025604248047], [3863, 1.4754900932312012], [262, 1.4756884574890137], [4272, 1.4759360551834106], [3713, 1.4761309623718262], [5535, 1.4763137102127075]]","[[6478, 1.4711140394210815], [5332, 1.4733023643493652], [4997, 1.4737744331359863], [2162, 1.474664568901062], [2977, 1.4752025604248047], [3863, 1.4754900932312012], [262, 1.4756884574890137], [4272, 1.4759360551834106], [3713, 1.4761309623718262], [5535, 1.4763137102127075]]"
1557,gun shooting game is played,1557,"[[1557, 1.4060906171798706]]","[[1557, 1.4060906171798706], [6596, 1.4326419830322266], [4409, 1.4414446353912354], [6498, 1.4422212839126587], [3586, 1.4472819566726685]]","[[1557, 1.4060906171798706], [6596, 1.4326419830322266], [4409, 1.4414446353912354], [6498, 1.4422212839126587], [3586, 1.4472819566726685], [2208, 1.4500353336334229], [3926, 1.4504692554473877], [2079, 1.4542202949523926], [5860, 1.4552639722824097], [4865, 1.4555816650390625]]","[[1557, 1.4060906171798706], [6596, 1.4326419830322266], [4409, 1.4414446353912354], [6498, 1.4422212839126587], [3586, 1.4472819566726685], [2208, 1.4500353336334229], [3926, 1.4504692554473877], [2079, 1.4542202949523926], [5860, 1.4552639722824097], [4865, 1.4555816650390625]]"
1557,in game footage taken of a man shooting a shotgun,1557,"[[1557, 1.4341191053390503]]","[[1557, 1.4341191053390503], [6025, 1.4382731914520264], [7757, 1.4435951709747314], [2208, 1.4452276229858398], [9837, 1.4458153247833252]]","[[1557, 1.4341191053390503], [6025, 1.4382731914520264], [7757, 1.4435951709747314], [2208, 1.4452276229858398], [9837, 1.4458153247833252], [2378, 1.4476009607315063], [4258, 1.4480700492858887], [6498, 1.451939582824707], [8356, 1.4542096853256226], [3926, 1.4548982381820679]]","[[1557, 1.4341191053390503], [6025, 1.4382731914520264], [7757, 1.4435951709747314], [2208, 1.4452276229858398], [9837, 1.4458153247833252], [2378, 1.4476009607315063], [4258, 1.4480700492858887], [6498, 1.451939582824707], [8356, 1.4542096853256226], [3926, 1.4548982381820679]]"
1557,someone is playing a shooting game,1557,"[[1557, 1.4154702425003052]]","[[1557, 1.4154702425003052], [6596, 1.4358807802200317], [4409, 1.4394268989562988], [6498, 1.4398794174194336], [3586, 1.4424372911453247]]","[[1557, 1.4154702425003052], [6596, 1.4358807802200317], [4409, 1.4394268989562988], [6498, 1.4398794174194336], [3586, 1.4424372911453247], [3926, 1.4451093673706055], [2079, 1.4451708793640137], [2208, 1.4467146396636963], [9467, 1.446807622909546], [4453, 1.4471945762634277]]","[[1557, 1.4154702425003052], [6596, 1.4358807802200317], [4409, 1.4394268989562988], [6498, 1.4398794174194336], [3586, 1.4424372911453247], [3926, 1.4451093673706055], [2079, 1.4451708793640137], [2208, 1.4467146396636963], [9467, 1.446807622909546], [4453, 1.4471945762634277]]"
1557,this is an suiting game,1557,"[[8641, 1.5136470794677734]]","[[8641, 1.5136470794677734], [2041, 1.530922293663025], [7604, 1.5313321352005005], [3660, 1.5330612659454346], [3813, 1.535663366317749]]","[[8641, 1.5136470794677734], [2041, 1.530922293663025], [7604, 1.5313321352005005], [3660, 1.5330612659454346], [3813, 1.535663366317749], [9211, 1.5366947650909424], [2793, 1.538050889968872], [7153, 1.5380518436431885], [4087, 1.5399452447891235], [1424, 1.5419601202011108]]","[[8641, 1.5136470794677734], [2041, 1.530922293663025], [7604, 1.5313321352005005], [3660, 1.5330612659454346], [3813, 1.535663366317749], [9211, 1.5366947650909424], [2793, 1.538050889968872], [7153, 1.5380518436431885], [4087, 1.5399452447891235], [1424, 1.5419601202011108]]"
1557,video game character is shooting a gun,1557,"[[1557, 1.4253990650177002]]","[[1557, 1.4253990650177002], [2208, 1.4352478981018066], [3586, 1.4387753009796143], [4839, 1.4438730478286743], [4409, 1.4439315795898438]]","[[1557, 1.4253990650177002], [2208, 1.4352478981018066], [3586, 1.4387753009796143], [4839, 1.4438730478286743], [4409, 1.4439315795898438], [7757, 1.448078989982605], [6596, 1.448113203048706], [9837, 1.4529366493225098], [7660, 1.4531607627868652], [5860, 1.4541164636611938]]","[[1557, 1.4253990650177002], [2208, 1.4352478981018066], [3586, 1.4387753009796143], [4839, 1.4438730478286743], [4409, 1.4439315795898438], [7757, 1.448078989982605], [6596, 1.448113203048706], [9837, 1.4529366493225098], [7660, 1.4531607627868652], [5860, 1.4541164636611938]]"
1557,a person fires weapons in a first person shooter game,1557,"[[1557, 1.412809133529663]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265], [2154, 1.439666748046875], [2208, 1.44011652469635], [4453, 1.4404847621917725], [3586, 1.4423389434814453], [4099, 1.4441790580749512]]","[[1557, 1.412809133529663], [2378, 1.4223250150680542], [5860, 1.4358265399932861], [6596, 1.4371920824050903], [3926, 1.4380210638046265], [2154, 1.439666748046875], [2208, 1.44011652469635], [4453, 1.4404847621917725], [3586, 1.4423389434814453], [4099, 1.4441790580749512]]"
